unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000002,2005-07-01,2004-12-01,14.018247,15.177528,14.479815,11.180983,15.50583,9.68593,16.457598,13.99083,10.728809,14.641531,16,0,14.0
T000002,2005-08-01,2004-12-01,13.523097,14.4534,14.319972,12.094999,14.1104355,9.402267,13.838766,14.227808,9.485394,14.94912,20,0,7.0
T000002,2005-09-01,2004-12-01,13.832957,12.833605,12.767826,12.856246,14.866331,10.248703,14.450098,12.837336,11.929271,13.134087,11,0,8.0
T000002,2005-10-01,2004-12-01,13.335038,15.354589,15.435014,13.846985,14.656166,10.994822,15.977451,14.589336,13.797289,13.907716,13,0,12.0
T000002,2005-11-01,2004-12-01,14.995806,13.115838,13.3125105,15.197519,15.115679,12.507876,16.242413,13.553509,13.805071,12.091016,12,0,18.0
T000002,2005-12-01,2004-12-01,16.16024,15.470541,15.709227,16.291294,16.919111,13.126885,18.16999,14.782795,15.524078,13.783757,8,0,19.0
T000003,2005-01-01,2004-12-01,212.91753,210.57787,209.11893,211.06888,220.79245,213.73325,222.8845,212.08757,205.65503,214.92897,194,0,197.0
T000003,2005-02-01,2004-12-01,211.05112,204.13808,204.79652,212.45116,216.24341,211.49487,221.90535,194.36407,200.40831,206.72717,166,0,189.0
T000003,2005-03-01,2004-12-01,214.82762,217.24359,217.85281,213.01735,224.93138,213.75726,225.36047,213.33716,206.03235,215.35228,198,0,201.0
T000003,2005-04-01,2004-12-01,213.32143,212.64813,211.39908,215.05989,221.66574,210.78317,225.37193,199.58582,205.5524,212.52487,225,0,208.0
T000003,2005-05-01,2004-12-01,214.807,216.60428,219.1339,214.53581,224.70999,213.50725,222.78763,210.79901,202.91263,215.29343,204,0,199.0
T000003,2005-06-01,2004-12-01,214.66293,211.05383,212.96277,213.76685,221.20665,212.9451,224.114,206.03618,204.48436,214.09224,183,0,207.0
T000003,2005-07-01,2004-12-01,215.72188,219.13802,214.96577,213.19194,221.20961,213.70857,226.13998,215.51965,202.40591,217.00204,205,0,204.0
T000003,2005-08-01,2004-12-01,214.94664,222.33336,222.0671,212.78624,222.9353,215.67136,226.0156,216.51378,202.445,218.34921,239,0,202.0
T000003,2005-09-01,2004-12-01,213.8234,215.30399,214.71724,213.22899,224.33804,211.27293,221.6861,205.96808,206.67569,214.29655,200,0,206.0
T000003,2005-10-01,2004-12-01,212.26392,215.31824,216.40112,214.60791,218.70493,213.04903,225.52332,210.69489,205.52142,213.43309,191,0,207.0
T000003,2005-11-01,2004-12-01,212.49844,205.83125,206.10478,215.00883,219.98024,212.58028,222.19318,202.00148,208.9267,210.40977,167,0,210.0
T000003,2005-12-01,2004-12-01,214.4873,212.07104,213.02615,214.92299,226.71849,216.51714,235.98872,205.95494,212.76152,218.52068,206,0,228.0
T000004,2005-01-01,2004-12-01,122.89374,124.81905,123.91515,116.32679,125.917725,121.57293,126.40148,122.00199,120.44818,126.48069,116,0,110.0
T000004,2005-02-01,2004-12-01,118.577126,117.04814,115.470055,117.574356,121.5803,119.34056,122.417755,110.99486,115.30474,117.25094,124,0,101.0
T000004,2005-03-01,2004-12-01,125.863785,131.13371,132.55307,117.6684,130.83707,121.25598,128.68706,124.676414,122.41669,127.73785,116,0,113.0
T000004,2005-04-01,2004-12-01,120.232796,127.39788,126.73799,117.547,125.7153,120.61551,124.407364,116.52965,121.94885,124.56029,97,0,107.0
T000004,2005-05-01,2004-12-01,126.96021,135.32352,135.75806,116.49339,135.12587,122.92376,133.64822,123.68187,125.65094,128.9648,116,0,124.0
T000004,2005-06-01,2004-12-01,124.95894,129.441,129.79198,113.41364,132.36028,122.52924,134.01657,121.40036,125.86003,127.33764,133,0,133.0
T000004,2005-07-01,2004-12-01,128.22165,140.81448,139.94336,113.44062,133.2602,122.98164,136.42337,130.18977,127.78322,130.77988,122,0,124.0
T000004,2005-08-01,2004-12-01,127.261734,140.40913,138.79659,111.89761,135.62149,123.38992,139.70079,131.3397,128.03189,131.95038,95,0,128.0
T000004,2005-09-01,2004-12-01,124.766655,131.236,131.39745,110.0702,132.01717,121.636116,132.87733,123.77935,127.17714,126.490746,137,0,131.0
T000004,2005-10-01,2004-12-01,125.55555,132.13795,130.56786,108.867645,129.89536,122.24939,135.64763,123.40685,124.75078,128.4108,131,0,127.0
T000004,2005-11-01,2004-12-01,121.3313,123.05356,121.57392,108.02736,124.81702,121.4927,125.944916,115.83301,122.53988,123.81496,122,0,115.0
T000004,2005-12-01,2004-12-01,124.767555,126.97194,127.05627,107.40793,129.09302,121.95027,134.8158,119.76724,122.7464,127.70607,129,0,131.0
T000005,2005-01-01,2004-12-01,14.1337595,13.37748,13.2793045,13.587756,12.585366,14.02799,12.142171,14.72489,13.105711,14.175626,12,0,11.0
T000005,2005-02-01,2004-12-01,13.199419,12.209196,11.88288,13.027384,13.111707,13.0485935,12.565677,13.148512,12.652294,11.864071,19,0,12.0
T000005,2005-03-01,2004-12-01,14.981302,16.133924,16.312141,12.947065,14.139346,14.349963,14.108323,14.98979,13.750575,15.306723,11,0,16.0
T000005,2005-04-01,2004-12-01,14.202935,15.117681,15.251453,13.16672,13.111783,13.786445,12.190272,14.38503,14.24638,15.33888,18,0,12.0
T000005,2005-05-01,2004-12-01,15.027428,15.493616,15.338119,13.170666,13.950272,14.18236,13.814138,15.298487,15.263016,16.330217,22,0,13.0
T000005,2005-06-01,2004-12-01,14.571017,15.236955,14.847233,13.243078,13.20557,13.999056,13.41235,15.354105,14.353634,15.031569,18,0,14.0
T000005,2005-07-01,2004-12-01,15.247394,13.505678,13.695186,13.434603,14.534573,14.034696,14.604982,15.70385,14.362531,15.746975,15,0,17.0
T000005,2005-08-01,2004-12-01,15.322953,12.932653,12.656704,13.596628,12.779758,14.508656,14.747731,14.896318,14.555705,16.454887,20,0,14.0
T000005,2005-09-01,2004-12-01,14.372744,13.595774,13.574155,13.613723,12.989435,13.80394,12.287234,14.034376,13.515581,13.530413,17,0,10.0
T000005,2005-10-01,2004-12-01,15.30599,13.838057,13.383598,13.546804,12.922665,14.279568,15.700087,15.376773,14.362215,16.094358,20,0,19.0
T000005,2005-11-01,2004-12-01,15.128826,13.895785,13.73242,13.441751,12.062926,13.884079,12.6078615,14.753814,13.884279,14.536003,12,0,14.0
T000005,2005-12-01,2004-12-01,14.1749525,14.426455,14.751395,13.382974,12.928534,14.130563,12.950947,13.385735,12.739665,13.710546,21,0,10.0
T000006,2005-01-01,2004-12-01,12.09673,14.006077,13.5853,12.864493,12.201256,12.914246,14.260149,14.77709,12.310682,13.067555,10,0,11.0
T000006,2005-02-01,2004-12-01,11.474598,11.209895,11.607897,14.237471,12.164888,12.511726,14.123547,13.34532,11.48375,10.510459,11,0,8.0
T000006,2005-03-01,2004-12-01,12.651836,12.730521,12.9036045,14.70245,13.554328,12.552211,14.800973,14.853748,12.540075,13.686123,14,0,9.0
T000006,2005-04-01,2004-12-01,12.605891,11.634776,11.594785,15.799759,12.690111,12.789397,16.710602,14.022218,12.111813,12.753666,11,0,19.0
T000006,2005-05-01,2004-12-01,12.646116,13.087289,13.524777,16.265808,14.290396,12.887221,16.591616,14.736016,12.575695,14.079807,15,0,15.0
T000006,2005-06-01,2004-12-01,11.643613,13.889681,14.20541,16.478073,12.785311,12.575463,15.83995,14.439509,12.132998,13.162882,10,0,13.0
T000006,2005-07-01,2004-12-01,11.751634,12.436661,11.975658,16.368273,13.053359,12.488127,15.579184,15.462659,12.951625,14.149628,12,0,12.0
T000006,2005-08-01,2004-12-01,11.811489,13.53791,13.607624,16.241203,12.853362,12.434938,15.251545,15.663678,13.001842,14.410307,12,0,14.0
T000006,2005-09-01,2004-12-01,11.53875,13.072899,12.9329405,16.073038,13.352268,11.733276,14.513401,14.27702,12.64406,12.223498,15,0,12.0
T000006,2005-10-01,2004-12-01,11.464596,13.282761,13.763241,16.0255,12.997014,11.817149,13.598537,14.470465,12.451351,14.113735,21,0,12.0
T000006,2005-11-01,2004-12-01,10.85148,10.772526,11.139738,15.911892,10.387278,11.98859,12.227115,13.029572,12.328823,12.406929,15,0,8.0
T000006,2005-12-01,2004-12-01,11.600298,11.962988,12.111956,15.823252,12.499203,12.084831,15.874729,13.715468,12.49963,11.86982,14,0,17.0
T000007,2005-01-01,2004-12-01,12.81169,12.97799,12.983941,11.981573,13.012221,13.424352,11.205029,13.1878395,11.512823,13.44806,9,0,9.0
T000007,2005-02-01,2004-12-01,14.287583,12.775797,13.06913,13.1264925,13.676831,13.389605,14.172572,13.751534,12.927484,12.081427,14,0,19.0
T000007,2005-03-01,2004-12-01,13.764964,13.67362,13.561586,12.848259,14.278673,13.995728,12.704734,15.736653,12.316908,13.95292,12,0,17.0
T000007,2005-04-01,2004-12-01,13.453538,14.001251,14.033638,12.862369,13.932426,12.450586,11.208681,13.845824,12.498743,12.892778,14,0,9.0
T000007,2005-05-01,2004-12-01,13.154571,11.890605,12.069475,13.33312,13.214061,12.0903425,11.85741,12.490066,12.216807,13.138827,8,0,14.0
T000007,2005-06-01,2004-12-01,13.20289,11.291409,11.292962,13.986353,13.078216,12.00772,9.827306,11.958298,10.864773,11.699812,12,0,10.0
T000007,2005-07-01,2004-12-01,12.849815,11.326534,10.908462,14.599989,12.538547,11.060819,10.41896,10.903818,9.868071,11.322378,11,0,6.0
T000007,2005-08-01,2004-12-01,12.596062,10.431112,10.594959,15.396657,11.981205,12.348389,10.441923,11.514753,9.639441,11.324926,5,0,9.0
T000007,2005-09-01,2004-12-01,13.95039,12.091862,12.083905,15.778794,13.109205,12.42204,11.191045,10.816261,11.648245,10.118493,11,0,15.0
T000007,2005-10-01,2004-12-01,14.507023,12.278636,12.380164,15.748819,13.264209,13.0306835,13.514385,11.937597,12.263231,12.83733,10,0,15.0
T000007,2005-11-01,2004-12-01,14.402499,11.589911,11.918119,15.714955,13.296117,13.480709,12.207102,11.979293,12.198474,11.945502,12,0,13.0
T000007,2005-12-01,2004-12-01,14.871468,12.274374,12.073212,16.207571,12.629778,14.715307,12.811285,12.19087,11.718495,11.51673,7,0,11.0
T000008,2005-01-01,2004-12-01,24.540497,25.17399,24.7756,24.534002,25.077541,26.443542,23.369967,26.838264,23.417816,26.046413,22,0,18.0
T000008,2005-02-01,2004-12-01,24.925388,23.90807,23.859848,26.132683,25.309315,26.068226,23.673536,24.006128,23.550886,21.645704,26,0,22.0
T000008,2005-03-01,2004-12-01,26.612053,28.81889,28.343029,28.43451,27.734781,25.659126,26.863636,27.694748,25.951794,26.850061,20,0,31.0
T000008,2005-04-01,2004-12-01,25.615936,26.229065,26.11011,28.790829,26.068779,24.66031,26.035349,27.285809,26.45153,24.945286,19,0,27.0
T000008,2005-05-01,2004-12-01,25.25556,27.459309,27.386646,28.622446,28.787657,24.401342,28.619045,29.742188,28.935923,27.24156,17,0,32.0
T000008,2005-06-01,2004-12-01,25.497719,27.901857,27.992832,27.739155,25.217667,23.648071,25.480892,29.590313,28.239944,26.152988,17,0,18.0
T000008,2005-07-01,2004-12-01,25.140072,27.56093,28.125729,27.025688,27.470541,23.208994,27.876207,31.022888,31.739815,27.882114,25,0,26.0
T000008,2005-08-01,2004-12-01,26.168272,28.240604,28.189432,26.7978,29.047026,23.79729,32.757042,29.810596,33.452137,28.29152,22,0,40.0
T000008,2005-09-01,2004-12-01,26.149736,27.786268,27.60788,26.597935,26.427391,22.301435,26.979738,27.167934,27.764408,24.746532,23,0,30.0
T000008,2005-10-01,2004-12-01,25.55444,28.635977,28.244703,26.2747,26.956154,23.253723,28.02203,29.140484,27.314978,27.105698,33,0,25.0
T000008,2005-11-01,2004-12-01,24.970278,26.397892,26.463142,26.036745,24.977995,22.957306,26.110964,27.087898,25.027332,24.331585,28,0,30.0
T000008,2005-12-01,2004-12-01,24.619246,24.195381,23.454386,25.922224,26.954872,23.299011,24.467752,24.939796,24.021618,23.936615,36,0,20.0
T000009,2005-01-01,2004-12-01,14.991746,14.037675,14.133371,17.746004,16.03937,14.169287,13.214825,14.798854,15.397042,15.777647,22,0,17.0
T000009,2005-02-01,2004-12-01,14.954224,13.449277,12.9712105,15.511309,15.87047,13.092939,13.928039,13.834532,13.801274,13.367902,20,0,13.0
T000009,2005-03-01,2004-12-01,15.836396,15.308822,15.67438,16.146069,17.221447,14.502153,14.880603,15.555578,16.03378,15.880398,17,0,17.0
T000009,2005-04-01,2004-12-01,15.236134,16.228107,16.129574,16.651632,15.853909,14.425668,12.983974,15.435972,15.9578905,14.761624,13,0,12.0
T000009,2005-05-01,2004-12-01,16.377832,17.336489,17.170465,17.303837,16.012087,15.97013,16.79925,16.086971,16.917488,15.846499,9,0,19.0
T000009,2005-06-01,2004-12-01,16.503233,17.09472,16.68487,17.473658,17.142996,15.846061,15.041419,15.935535,16.84482,15.448711,12,0,18.0
T000009,2005-07-01,2004-12-01,17.288214,18.858055,18.944746,17.91443,17.18073,17.491476,17.965033,17.606228,16.08255,16.150906,12,0,23.0
T000009,2005-08-01,2004-12-01,16.48731,19.262127,19.07213,18.743364,15.767724,17.82374,15.122232,17.513723,14.772128,16.53344,11,0,11.0
T000009,2005-09-01,2004-12-01,16.553814,16.052715,15.860465,18.914114,16.185307,16.973001,15.35462,16.317244,16.41819,14.803416,11,0,16.0
T000009,2005-10-01,2004-12-01,16.626953,16.318792,16.040522,18.770296,15.029373,15.989735,17.277409,15.6765785,16.632957,15.919181,20,0,20.0
T000009,2005-11-01,2004-12-01,16.181046,15.111175,14.987339,18.646158,15.23053,14.855214,13.28034,14.429401,15.535028,14.462857,6,0,12.0
T000009,2005-12-01,2004-12-01,16.016758,15.170831,15.104596,18.545145,14.824176,14.964202,15.7745285,14.681892,14.699276,14.724832,11,0,14.0
T000010,2005-01-01,2004-12-01,28.031271,25.334661,25.45487,31.241278,26.749187,28.232464,25.6425,30.950539,25.628542,29.753847,21,0,19.0
T000010,2005-02-01,2004-12-01,27.122768,24.035301,24.606228,36.200123,28.345547,28.231892,28.000048,28.000944,25.03537,25.186028,21,0,26.0
T000010,2005-03-01,2004-12-01,29.912111,27.9815,27.75782,36.77643,30.065079,30.929296,30.078974,32.3236,27.90326,32.026096,23,0,30.0
T000010,2005-04-01,2004-12-01,29.743841,28.42098,28.473183,35.51379,28.322378,31.042969,27.80986,31.199932,28.79758,32.491413,23,0,25.0
T000010,2005-05-01,2004-12-01,31.500883,28.256397,28.429186,35.206127,32.747505,32.488064,32.57081,33.103973,31.388615,34.342026,33,0,35.0
T000010,2005-06-01,2004-12-01,29.762756,28.211628,28.439594,34.50481,28.268332,31.097496,28.877348,32.7191,29.41912,32.176918,23,0,27.0
T000010,2005-07-01,2004-12-01,30.371603,30.958271,30.826612,33.795475,30.86908,30.903355,32.08448,33.24692,31.17111,33.60663,27,0,31.0
T000010,2005-08-01,2004-12-01,29.623205,31.067839,30.99817,33.638077,29.664604,31.084335,32.41213,32.19161,31.053677,35.196762,20,0,32.0
T000010,2005-09-01,2004-12-01,28.996227,28.757957,28.457275,33.82026,27.59458,30.473442,27.093498,30.009785,28.185244,29.888275,31,0,23.0
T000010,2005-10-01,2004-12-01,30.140642,29.76459,29.759752,33.970737,28.885958,32.1103,32.58722,33.10347,30.255571,34.419327,35,0,35.0
T000010,2005-11-01,2004-12-01,29.159992,26.508083,26.923937,34.011166,25.98224,30.58791,26.62914,31.30606,27.869268,31.126228,27,0,29.0
T000010,2005-12-01,2004-12-01,28.224186,26.1963,26.003511,33.981525,27.850422,30.199894,28.319641,28.96741,26.107283,30.22499,30,0,24.0
T000011,2005-01-01,2004-12-01,14.741652,15.626787,15.339139,13.824127,13.481653,14.300841,15.432634,13.873627,13.128516,15.552296,23,0,15.0
T000011,2005-02-01,2004-12-01,13.958811,13.369157,13.071063,13.628956,12.992277,14.179494,13.215705,13.035257,13.715746,12.780119,9,0,13.0
T000011,2005-03-01,2004-12-01,12.931548,15.375179,15.249995,14.614133,12.225006,12.9031925,12.881155,13.7978325,12.8548975,15.34831,12,0,9.0
T000011,2005-04-01,2004-12-01,14.415601,14.537827,14.347219,15.069206,13.767411,15.819019,15.649097,14.250294,13.668491,13.968867,14,0,18.0
T000011,2005-05-01,2004-12-01,13.740524,16.734354,16.673674,15.146854,12.457805,14.64693,12.504168,15.384008,13.89563,15.037908,9,0,10.0
T000011,2005-06-01,2004-12-01,15.704966,15.122404,15.0477915,15.265622,14.642177,16.475784,16.030891,15.481615,15.026031,14.570553,14,0,14.0
T000011,2005-07-01,2004-12-01,14.675282,16.4412,16.520636,15.164467,14.378811,16.465963,14.926913,17.412199,16.651722,15.470303,17,0,15.0
T000011,2005-08-01,2004-12-01,16.056911,16.027723,15.966524,14.934343,14.34361,17.323107,17.801651,16.94431,18.102331,15.861775,12,0,22.0
T000011,2005-09-01,2004-12-01,16.114864,14.307748,14.124742,14.804117,14.307323,17.552696,15.720342,15.595179,14.400587,14.203458,12,0,13.0
T000011,2005-10-01,2004-12-01,15.355211,15.692407,15.729937,14.778133,13.560846,16.179176,13.843744,14.6953125,13.482388,15.235051,10,0,11.0
T000011,2005-11-01,2004-12-01,16.131203,14.316415,14.103815,14.781082,13.749964,16.480892,16.184952,13.384598,13.900576,13.589133,17,0,18.0
T000011,2005-12-01,2004-12-01,15.224192,15.453676,15.203338,14.716067,12.301231,15.657311,13.795682,13.271096,13.946246,14.424983,20,0,12.0
T000012,2005-01-01,2004-12-01,20.827852,21.561333,21.712395,17.25694,20.556803,20.131653,19.722698,18.913294,20.36997,21.433756,32,0,24.0
T000012,2005-02-01,2004-12-01,20.001959,19.315445,18.861671,16.916945,19.68449,18.539623,17.910297,16.691612,18.852564,18.443073,22,0,17.0
T000012,2005-03-01,2004-12-01,21.787067,20.639944,20.788702,15.578983,23.19819,21.406567,20.437605,18.600222,20.830456,21.989447,24,0,23.0
T000012,2005-04-01,2004-12-01,20.912663,19.43955,19.414545,16.191053,21.39452,20.068815,19.28657,17.436342,19.32425,20.500906,23,0,23.0
T000012,2005-05-01,2004-12-01,21.88021,19.378675,19.277678,17.144873,21.843021,21.91654,20.340912,18.66811,19.757725,22.002428,17,0,21.0
T000012,2005-06-01,2004-12-01,21.18635,18.183935,18.108406,17.368252,21.566053,21.309685,21.294024,18.457956,19.0177,20.973557,19,0,26.0
T000012,2005-07-01,2004-12-01,20.081821,19.156195,18.89017,17.359383,19.136354,20.871283,18.962086,19.280478,19.139975,21.821573,16,0,17.0
T000012,2005-08-01,2004-12-01,20.45648,20.14575,20.220385,17.244703,20.88732,22.003275,19.998447,19.611057,18.837437,21.99304,30,0,18.0
T000012,2005-09-01,2004-12-01,20.414234,19.299904,19.216087,17.210218,20.365602,20.709852,20.657917,17.536434,20.625689,19.754038,20,0,27.0
T000012,2005-10-01,2004-12-01,21.567192,19.436996,19.446098,17.477625,19.991467,22.026978,19.852303,18.158077,19.13607,22.07362,25,0,21.0
T000012,2005-11-01,2004-12-01,20.206312,18.64655,18.80258,17.732674,20.005827,21.41514,17.346025,16.077234,19.065054,20.116985,18,0,10.0
T000012,2005-12-01,2004-12-01,21.606659,17.900345,17.783731,17.883335,21.195223,22.295029,21.19411,17.194468,18.634483,19.622957,19,0,21.0
T000013,2005-01-01,2004-12-01,17.183174,19.174686,18.521551,16.596079,19.904285,19.679941,19.59911,16.944433,17.583006,18.358082,16,0,20.0
T000013,2005-02-01,2004-12-01,16.617998,14.64878,14.440055,15.9809475,17.294226,19.990929,17.72111,15.532675,15.079592,15.988001,23,0,13.0
T000013,2005-03-01,2004-12-01,17.56549,18.282059,18.554924,15.155297,20.825565,20.065395,21.063423,17.177406,17.76207,17.77858,14,0,25.0
T000013,2005-04-01,2004-12-01,16.53583,18.68714,18.638311,15.589336,17.023012,19.368011,16.477808,15.102389,16.024487,16.226727,16,0,15.0
T000013,2005-05-01,2004-12-01,15.691407,18.577003,19.186028,16.533533,16.772638,18.159576,16.778381,15.172203,15.204287,16.52839,21,0,10.0
T000013,2005-06-01,2004-12-01,15.813558,15.7596,15.869105,16.64363,16.475956,19.464115,16.13479,15.06793,14.643131,15.78809,17,0,14.0
T000013,2005-07-01,2004-12-01,16.317854,18.802694,18.335764,16.36593,15.310502,18.968613,15.493887,14.354074,14.456701,15.601937,12,0,14.0
T000013,2005-08-01,2004-12-01,16.832317,19.231041,19.359528,16.26524,17.86921,17.44756,16.813976,15.182886,14.947576,15.998757,23,0,15.0
T000013,2005-09-01,2004-12-01,16.01842,16.70476,16.54604,16.118492,16.8562,18.76464,15.900427,13.076787,15.954785,15.0423975,27,0,16.0
T000013,2005-10-01,2004-12-01,17.445871,18.711735,18.88081,15.9823265,18.374344,18.064966,17.971714,15.494533,15.249363,17.002443,16,0,16.0
T000013,2005-11-01,2004-12-01,17.50378,16.39951,16.426035,15.979402,18.239645,19.185318,17.143898,14.589328,16.21855,15.594219,18,0,13.0
T000013,2005-12-01,2004-12-01,18.223806,18.320696,18.147999,16.083303,18.875463,19.720467,20.814564,15.025166,17.330343,16.667095,25,0,22.0
T000014,2005-01-01,2004-12-01,26.093708,24.24086,23.711832,22.46754,28.040474,28.183628,29.084505,25.156706,23.575151,22.46802,13,0,27.0
T000014,2005-02-01,2004-12-01,23.435413,20.017796,19.817259,22.01977,24.535828,24.717915,25.149675,22.578413,21.324524,19.58438,13,0,16.0
T000014,2005-03-01,2004-12-01,24.813965,24.84217,25.224957,20.797411,26.981276,26.496857,27.625519,22.964869,22.726076,23.43188,21,0,24.0
T000014,2005-04-01,2004-12-01,24.16263,24.4048,24.226418,19.982529,25.202724,25.22609,26.192654,22.053137,23.142967,22.23859,15,0,22.0
T000014,2005-05-01,2004-12-01,23.535929,25.683575,26.225224,19.11417,23.813633,24.179403,24.40021,22.74834,20.634455,23.739891,21,0,18.0
T000014,2005-06-01,2004-12-01,24.665344,24.09846,24.319357,18.558939,25.330927,26.780952,26.607655,21.498617,21.159344,22.340956,21,0,24.0
T000014,2005-07-01,2004-12-01,22.85902,25.146145,24.413593,18.517971,22.769308,26.354862,22.640589,20.479025,18.65557,23.078712,17,0,18.0
T000014,2005-08-01,2004-12-01,24.334276,25.819138,25.471321,18.673859,24.653866,26.47364,24.330414,20.958656,18.226933,23.398975,15,0,16.0
T000014,2005-09-01,2004-12-01,23.668747,22.876139,22.873508,19.023067,24.56291,24.463106,23.377123,19.367115,20.594622,20.651499,23,0,17.0
T000014,2005-10-01,2004-12-01,24.939056,26.290508,26.337399,19.564919,24.688665,25.915699,24.88173,22.64685,22.273598,23.593943,24,0,21.0
T000014,2005-11-01,2004-12-01,25.378323,23.19168,23.199995,20.181807,26.984287,26.400534,28.107983,21.590199,23.733482,21.623253,30,0,30.0
T000014,2005-12-01,2004-12-01,25.508419,25.136301,25.529518,20.96988,26.831669,25.755173,27.541918,22.961407,24.960024,20.735674,27,0,26.0
T000015,2005-01-01,2004-12-01,20.01907,21.617933,21.39049,16.225613,21.84288,19.639473,21.66253,20.600994,19.063198,21.058231,19,0,21.0
T000015,2005-02-01,2004-12-01,19.670311,19.505108,19.588408,16.059818,21.223555,19.328644,21.580244,17.898106,19.773998,18.952839,16,0,21.0
T000015,2005-03-01,2004-12-01,18.514984,20.762594,20.765291,16.484194,19.957087,19.439207,18.897552,20.293564,19.002089,21.25804,14,0,13.0
T000015,2005-04-01,2004-12-01,18.910763,20.0964,19.89641,16.416887,20.893759,19.328146,20.407703,18.81503,18.8392,20.22797,13,0,16.0
T000015,2005-05-01,2004-12-01,18.534184,20.233185,20.554808,16.339874,20.135843,19.597588,20.046144,20.095348,18.300035,21.099268,24,0,18.0
T000015,2005-06-01,2004-12-01,19.994625,19.096426,19.443634,16.472725,21.270159,19.432116,21.09555,20.023682,19.236967,20.633137,15,0,21.0
T000015,2005-07-01,2004-12-01,19.257736,20.72879,20.041105,16.56185,21.004768,19.52842,22.30081,20.767189,18.979147,21.308287,23,0,20.0
T000015,2005-08-01,2004-12-01,19.660587,19.747702,19.762014,16.614786,20.749056,19.62888,21.229568,21.170048,18.900074,21.53869,18,0,19.0
T000015,2005-09-01,2004-12-01,20.595749,18.862692,18.751535,16.634382,22.199272,19.25162,22.76398,18.643852,19.928871,20.247646,20,0,22.0
T000015,2005-10-01,2004-12-01,19.030237,20.421661,20.624363,16.620108,20.703005,19.624151,21.01614,19.593456,19.033436,21.027233,28,0,17.0
T000015,2005-11-01,2004-12-01,20.281763,19.12266,19.32443,16.584877,21.283516,19.669218,21.77297,17.105925,19.772709,19.764986,16,0,20.0
T000015,2005-12-01,2004-12-01,19.604597,19.66945,19.715069,16.555243,21.813341,19.762835,23.118326,18.475222,20.493568,20.616774,27,0,24.0
