unique_id,ds,cutoff,AutoNBEATS,AutoTiDE,AutoNLinear,AutoTFT,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
T000003,1994-01-31,1993-08-31,3326.0537,3696.9927,2866.9612,2448.0498,3812.2861,3471.974,4435.3643,3831.036,3756.2812,4011.0527,4360.0,0,2440.0
T000003,1994-02-28,1993-08-31,3574.838,3708.1108,3268.091,2223.4126,4219.2773,3431.1973,4105.974,3239.4849,3362.5933,3726.1094,4640.0,0,2180.0
T000003,1994-03-31,1993-08-31,3539.724,3905.3816,2988.748,2208.76,4439.6665,3219.1353,4248.9453,3270.5571,3513.5703,4080.3608,7420.0,0,2020.0
T000003,1994-04-30,1993-08-31,3176.772,4163.1484,3855.8438,2253.0576,4503.282,3375.4893,4174.232,3205.6968,4142.6455,3750.335,4260.0,0,4160.0
T000003,1994-05-31,1993-08-31,3464.5654,3662.106,2827.6006,2359.5417,4326.7197,3611.045,4020.4526,2925.8564,3643.587,4531.697,2740.0,0,2760.0
T000003,1994-06-30,1993-08-31,3239.4714,3148.6768,4120.164,2582.4946,4261.002,3446.2834,4166.901,3380.0732,3775.7844,3970.625,3200.0,0,3480.0
T000003,1994-07-31,1993-08-31,3103.2422,3933.974,3301.6477,2755.2385,4233.9785,3392.8325,4051.3477,3332.7195,3625.2524,4231.1353,7140.0,0,2240.0
T000003,1994-08-31,1993-08-31,2916.6133,3391.3406,3555.6484,2888.2876,5108.27,3775.4614,5281.217,3798.4233,5308.283,3738.25,6960.0,0,5900.0
T000004,1993-09-30,1993-08-31,4604.0244,6054.144,7041.2915,6957.2886,4751.121,8218.178,6731.68,6775.6206,6844.5083,7441.3433,11150.0,0,5200.0
T000004,1993-10-31,1993-08-31,4848.293,5705.264,6612.6714,6401.0557,5347.246,6481.4893,6331.926,6296.8345,6354.1104,7528.663,7250.0,0,3800.0
T000004,1993-11-30,1993-08-31,4204.881,5532.756,7056.4834,6276.62,5361.6855,7117.7485,6857.3584,7000.956,6699.6436,7515.207,5650.0,0,3750.0
T000004,1993-12-31,1993-08-31,8054.572,8131.9956,8290.106,6229.2847,9004.325,10130.952,7712.176,8534.014,7238.0312,7949.6167,12000.0,0,11100.0
T000004,1994-01-31,1993-08-31,4922.1553,5916.2964,5289.802,5805.1855,5362.432,7622.1763,6815.1567,7166.694,7031.556,7195.378,11550.0,0,6800.0
T000004,1994-02-28,1993-08-31,5175.142,5657.341,5290.9365,5142.5874,5221.67,9487.182,7078.2964,7253.382,6645.0117,7026.0796,7450.0,0,6600.0
T000004,1994-03-31,1993-08-31,4799.2534,6935.991,6061.1455,4878.9365,5605.7075,8898.782,6892.772,6543.4995,6497.0723,7101.8906,7350.0,0,5100.0
T000004,1994-04-30,1993-08-31,6715.561,6916.04,6186.9126,4921.997,6107.8647,8173.601,6900.731,6228.989,6640.3066,7289.551,6500.0,0,5400.0
T000004,1994-05-31,1993-08-31,9676.522,8130.4053,8334.546,5171.786,8762.213,11729.8,8634.518,7807.2573,8766.061,7563.3823,2700.0,0,11400.0
T000004,1994-06-30,1993-08-31,6991.1475,7887.8135,7808.849,5619.036,7608.1533,9743.695,7650.3955,7365.7876,8037.765,7503.4707,8700.0,0,9400.0
T000004,1994-07-31,1993-08-31,6768.4756,6360.565,6107.1426,6285.994,6662.7686,8163.879,6227.7456,7016.456,6052.6885,7260.538,9250.0,0,4150.0
T000004,1994-08-31,1993-08-31,7900.4062,6250.2188,5811.429,7068.093,6513.8657,9128.48,7199.235,7189.52,7293.079,7397.445,10250.0,0,7500.0
T000005,1993-09-30,1993-08-31,2166.0415,1834.7561,2509.7302,1997.4069,2103.8147,2233.6917,1400.7587,1732.3024,1516.536,1238.8071,1350.0,0,2550.0
T000005,1993-10-31,1993-08-31,1627.8593,707.57776,1167.3303,2135.835,955.345,2132.2336,1330.964,1564.2115,1919.9204,1331.6477,2100.0,0,1350.0
T000005,1993-11-30,1993-08-31,1816.1047,1332.1278,1323.8705,2281.4778,1157.6926,2792.211,1542.4857,1562.6666,1988.0854,1904.1501,1800.0,0,3150.0
T000005,1993-12-31,1993-08-31,1559.1161,983.4125,1120.0426,2349.753,1439.4847,2332.1428,1600.4823,1707.0255,2314.4895,1868.9813,6750.0,0,1500.0
T000005,1994-01-31,1993-08-31,1621.4066,1024.4148,2031.8083,2294.3184,1333.1687,2814.686,1888.0833,1921.8662,2642.4722,2008.6094,2400.0,0,3150.0
T000005,1994-02-28,1993-08-31,2110.5835,1645.1669,2569.1873,2217.5881,1698.4456,2847.0454,1972.6678,2220.873,2607.119,2367.4788,4200.0,0,3150.0
T000005,1994-03-31,1993-08-31,1125.5212,1674.3821,2104.5415,2169.1367,1214.8298,2497.6348,1658.879,1954.882,1936.7968,1998.3851,450.0,0,1500.0
T000005,1994-04-30,1993-08-31,1604.6772,1629.5144,2844.9436,2155.5872,1731.5017,2940.8818,2364.4067,2311.6838,2601.4026,2306.8599,2400.0,0,3150.0
T000005,1994-05-31,1993-08-31,1863.052,2016.7311,2701.28,2178.2236,2006.9218,2565.9534,2057.034,2150.0369,2533.5864,1807.5457,3000.0,0,2550.0
T000005,1994-06-30,1993-08-31,1672.8173,1915.4834,2554.4116,2196.866,1750.0773,2657.1128,2012.34,1961.5702,2376.7686,2274.841,1650.0,0,2250.0
T000005,1994-07-31,1993-08-31,2207.1362,1742.2549,2970.4758,2212.9873,2217.0173,2812.9312,2285.8691,1955.1465,3021.8486,1489.265,1950.0,0,3750.0
T000005,1994-08-31,1993-08-31,1099.358,1218.0312,2447.6172,2227.793,1547.8711,1957.1299,1072.5079,1706.5286,1354.0453,1345.2783,750.0,0,450.0
T000006,1993-09-30,1993-08-31,1540.5402,1733.2963,2288.3564,2468.851,1628.7229,2297.7148,2006.4446,2072.195,2008.4773,1943.7622,1500.0,0,2550.0
T000006,1993-10-31,1993-08-31,2100.8262,1819.8816,2858.8843,2741.2046,2210.9272,2440.8606,2052.9543,1997.786,2414.8308,2358.538,2550.0,0,1950.0
T000006,1993-11-30,1993-08-31,2233.0261,1992.4413,2502.437,2864.4126,2206.3762,3148.7651,2359.5674,2181.944,2658.2017,2808.9917,4950.0,0,4050.0
T000006,1993-12-31,1993-08-31,2195.566,2469.4294,3008.076,2958.7993,2326.9795,3284.7812,2518.364,2620.7095,3002.5107,2736.455,6750.0,0,3750.0
T000006,1994-01-31,1993-08-31,2507.375,1806.8125,3211.0083,3115.2334,2443.3577,3655.1008,2646.1514,2306.576,3324.3066,2814.0654,3750.0,0,4350.0
T000006,1994-02-28,1993-08-31,2333.5845,2233.6387,2488.9707,3118.851,2379.9812,3201.3037,2537.4453,2444.965,2903.169,2656.1992,7050.0,0,3450.0
T000006,1994-03-31,1993-08-31,2923.7617,2365.1084,2461.8105,2922.9746,2585.5586,2256.2344,2066.8145,2772.5522,2068.6992,2357.1394,2100.0,0,1350.0
T000006,1994-04-30,1993-08-31,2227.5544,2149.6738,2831.1255,2513.7295,2298.1514,2863.9424,2697.533,2792.7622,2806.766,2315.1885,3300.0,0,3300.0
T000006,1994-05-31,1993-08-31,2529.3958,2284.515,3176.311,2261.5112,2473.1436,2998.3057,2467.5188,2720.5547,2835.9392,2125.1025,5550.0,0,3000.0
T000006,1994-06-30,1993-08-31,2761.4285,2083.204,2517.4937,2241.612,2760.6863,2967.9607,2260.1895,2469.9785,2455.6655,2483.8052,4800.0,0,2100.0
T000006,1994-07-31,1993-08-31,2634.999,2263.9219,3161.7822,2257.6118,2935.4626,2714.1099,2754.2246,2257.6963,3302.331,1942.5149,3600.0,0,4050.0
T000006,1994-08-31,1993-08-31,2249.035,2086.62,2594.0132,2280.2708,2656.3486,1938.9089,1746.8087,2011.9105,1880.4519,2057.88,5100.0,0,1200.0
T000007,1993-09-30,1993-08-31,1467.6707,1106.4602,1495.1969,1126.656,1228.7422,1556.1349,869.67175,1207.1267,1203.899,1292.9607,3150.0,0,2400.0
T000007,1993-10-31,1993-08-31,1028.6456,394.08032,1530.1097,1251.7152,1633.2568,1546.8582,1157.0731,1325.8116,1506.2942,2275.3633,3450.0,0,1950.0
T000007,1993-11-30,1993-08-31,1892.6299,1412.7937,1674.5978,1620.0892,2218.7766,1984.0542,1446.7388,1319.9144,1944.5425,2883.0396,2850.0,0,4500.0
T000007,1993-12-31,1993-08-31,1747.0181,1201.4447,1347.0803,1841.2393,1739.76,2342.7385,1528.9982,1577.378,2369.2473,2760.1511,7800.0,0,2550.0
T000007,1994-01-31,1993-08-31,2049.0386,1351.962,2369.1365,1961.8124,2465.3914,3172.8904,2096.255,1250.6558,2950.0864,2593.2544,2550.0,0,6300.0
T000007,1994-02-28,1993-08-31,1474.8076,1233.1461,950.21106,1911.7474,1125.6562,1479.6294,1119.539,1321.9221,1505.558,1890.2659,4200.0,0,1500.0
T000007,1994-03-31,1993-08-31,1401.1854,1508.3967,773.6583,1613.8186,1016.9542,1454.574,1040.8687,1554.7428,1229.1512,1611.0797,3000.0,0,750.0
T000007,1994-04-30,1993-08-31,1589.7521,1667.2195,1150.8333,1457.7734,1756.261,1679.941,1520.0969,1399.2649,1624.9854,1070.3813,3000.0,0,1500.0
T000007,1994-05-31,1993-08-31,1773.1812,1821.0642,2115.0352,1473.5123,1192.953,1828.8445,1357.3276,1494.3845,1816.2786,983.5384,2550.0,0,1950.0
T000007,1994-06-30,1993-08-31,2110.25,1379.193,1503.7944,1513.7944,1486.5593,2477.4626,1738.9547,1287.617,2150.5054,1447.2521,2250.0,0,2550.0
T000007,1994-07-31,1993-08-31,2079.9194,1553.619,1580.4016,1531.8812,2120.562,1847.1241,1572.5917,1269.8193,1990.3632,864.37415,3900.0,0,2850.0
T000007,1994-08-31,1993-08-31,1210.1602,1728.6705,1828.0112,1543.0635,1459.4319,1471.9202,664.4149,1169.6311,697.05896,1499.0103,4200.0,0,150.0
T000008,1993-09-30,1993-08-31,2951.2808,2580.3005,2198.9233,2598.942,2531.0898,2762.1807,2236.4976,2932.5989,2513.4958,2594.935,4900.0,0,2400.0
T000008,1993-10-31,1993-08-31,3049.7817,2706.0745,2539.8203,3113.9573,2991.3154,3462.2822,2454.2996,3043.2075,2608.8457,3092.847,4820.0,0,3120.0
T000008,1993-11-30,1993-08-31,3243.9521,2912.6743,3053.7532,3655.9873,2913.4724,3793.123,2626.1965,3026.1804,2981.082,3513.6782,2780.0,0,4000.0
T000008,1993-12-31,1993-08-31,2951.7336,2874.9614,2967.381,3923.1624,2991.7083,3781.0425,2416.5042,3010.818,2860.6074,3486.0315,3540.0,0,3260.0
T000008,1994-01-31,1993-08-31,3970.7373,4026.041,3869.2915,3535.6836,4254.2515,4249.129,2647.4253,3082.1443,3154.5706,3438.2676,4840.0,0,4240.0
T000008,1994-02-28,1993-08-31,3687.3286,3207.754,3447.642,2914.901,3625.5588,3917.9595,2662.6895,3235.493,2994.7732,3223.4602,5100.0,0,3740.0
T000008,1994-03-31,1993-08-31,2757.268,2867.0972,3229.9294,2368.1616,2966.8193,3815.5557,2622.1448,2458.6094,2922.941,3092.822,2820.0,0,3060.0
T000008,1994-04-30,1993-08-31,2517.7202,2472.2446,2962.7686,2142.1377,2659.148,3743.9468,2683.3523,2745.901,2946.4976,3006.5405,5620.0,0,3380.0
T000008,1994-05-31,1993-08-31,2921.0706,2771.0928,3449.856,2099.5505,2887.6433,3818.6504,2800.078,3089.044,3208.1316,2809.1343,3380.0,0,4260.0
T000008,1994-06-30,1993-08-31,2536.487,2204.5525,2403.728,2122.3718,2449.1445,2611.376,2120.456,2955.4653,2286.0312,2578.5203,1480.0,0,2120.0
T000008,1994-07-31,1993-08-31,1758.7954,1795.0774,1683.4194,2163.2842,2438.7058,1735.9026,1772.6366,3004.2117,1892.0377,2365.7947,2320.0,0,900.0
T000008,1994-08-31,1993-08-31,2301.9832,2105.1282,2076.4526,2215.1128,2616.7432,3098.0107,2401.1643,2771.9182,2682.5886,2615.124,3320.0,0,2800.0
T000009,1993-09-30,1993-08-31,3564.6182,3919.3784,3076.667,3681.505,4282.247,4026.2363,3638.9207,4566.8135,3982.8076,4180.46,5440.0,0,3260.0
T000009,1993-10-31,1993-08-31,3491.0933,3574.8518,3510.5276,3917.0398,4330.975,5153.384,4011.9836,4708.9956,4158.1094,4664.7046,5260.0,0,4780.0
T000009,1993-11-30,1993-08-31,4227.805,4401.9404,5107.018,4796.3706,5342.721,5678.2124,4250.558,4630.453,4720.6533,5186.001,5060.0,0,6400.0
T000009,1993-12-31,1993-08-31,3629.2922,4140.6895,4168.086,5324.9634,5053.5425,5064.912,3547.4155,4581.059,4176.254,5241.7324,3460.0,0,3880.0
T000009,1994-01-31,1993-08-31,4618.0435,4946.7817,5799.918,5308.374,5953.398,5984.195,3976.6484,4778.5547,4428.41,5097.1387,6260.0,0,5080.0
T000009,1994-02-28,1993-08-31,3925.714,4516.063,5591.8643,4531.4897,5418.5444,5348.5806,4063.3723,4934.3745,4487.06,5045.4766,6140.0,0,4760.0
T000009,1994-03-31,1993-08-31,3673.4453,3883.2603,5176.991,3547.7793,4719.899,5671.157,4136.9736,4735.453,4782.2026,4906.6626,4380.0,0,4460.0
T000009,1994-04-30,1993-08-31,3925.8423,4050.9478,5452.5176,3079.9116,5486.7417,6158.252,4689.358,5117.9785,5480.317,4985.0547,5080.0,0,7580.0
T000009,1994-05-31,1993-08-31,3585.4612,3582.4265,4706.201,3000.999,4599.4253,5190.833,4057.0066,4391.2646,4681.6313,4680.09,4740.0,0,5740.0
T000009,1994-06-30,1993-08-31,3074.0537,2911.9019,3316.958,3022.4314,4003.019,3847.6387,2935.142,4460.706,2890.3054,4351.9053,3800.0,0,1780.0
T000009,1994-07-31,1993-08-31,2149.8557,2963.3804,2371.7656,3073.8164,3624.4763,2493.592,2799.2651,4470.6616,3012.63,3998.6045,5060.0,0,1480.0
T000009,1994-08-31,1993-08-31,2867.6887,2895.1116,3018.6116,3142.4639,3913.2163,5300.425,3839.4739,4152.2534,4347.5186,4149.905,4260.0,0,4600.0
T000010,1993-09-30,1993-08-31,2391.5713,2630.3765,2239.477,2414.7217,2646.3652,2432.6143,2462.0786,2505.9968,2628.6287,2619.1572,3480.0,0,2480.0
T000010,1993-10-31,1993-08-31,2325.1785,2605.1826,2573.2246,2753.9282,2797.8726,2298.4846,2589.0186,2431.0632,2602.6252,3242.9277,3720.0,0,2120.0
T000010,1993-11-30,1993-08-31,3086.8357,2951.8113,3746.6543,3123.2827,3777.2131,3423.3516,3114.4766,2773.198,3393.8838,3814.794,3460.0,0,5580.0
T000010,1993-12-31,1993-08-31,2548.9,2844.9106,3401.231,2994.7285,3163.5789,2677.9392,2553.7236,2868.905,2850.0415,3733.42,2020.0,0,3180.0
T000010,1994-01-31,1993-08-31,3198.2588,3288.4163,4014.204,2397.0303,3920.601,3461.144,2723.4314,2852.9631,2888.9382,3569.564,4980.0,0,3340.0
T000010,1994-02-28,1993-08-31,2613.0771,2512.5508,3527.162,2026.682,2903.1597,3030.564,2616.0027,2828.5469,2701.431,3208.8652,3380.0,0,2700.0
T000010,1994-03-31,1993-08-31,2298.0515,2323.824,2959.3264,1857.4858,2533.7886,2889.2263,2670.443,2384.4321,3063.174,3090.9502,2920.0,0,3640.0
T000010,1994-04-30,1993-08-31,2362.5215,2223.0396,2700.7214,1782.8041,2868.2563,3100.567,2676.9885,2596.4038,2914.2993,3006.2427,3540.0,0,3440.0
T000010,1994-05-31,1993-08-31,2448.474,2372.9814,2904.0823,1775.2113,2615.1877,2308.474,2342.8843,2501.1858,2609.0544,2758.7202,2620.0,0,2720.0
T000010,1994-06-30,1993-08-31,1912.49,1961.5249,2120.579,1793.1412,2267.3005,2001.5568,1995.3208,2659.3696,1946.8617,2447.067,2540.0,0,1440.0
T000010,1994-07-31,1993-08-31,1286.2524,1874.7926,1706.7512,1820.8069,2027.7963,2137.0178,1945.448,2428.6147,2041.9629,2203.324,2100.0,0,1260.0
T000010,1994-08-31,1993-08-31,1811.5511,2012.7766,2209.6406,1850.1294,2462.92,2658.7834,2639.0156,2296.5408,2804.6958,2613.4155,3900.0,0,2980.0
T000011,1993-09-30,1993-08-31,3997.1113,3996.8237,6999.877,4188.648,2648.9167,5777.8105,4738.6665,5300.227,4158.902,3553.8987,1320.0,0,5760.0
T000011,1993-10-31,1993-08-31,5632.578,5056.661,6552.7676,3798.7695,4040.2842,5918.3667,3982.9646,5600.023,4751.7847,3638.5293,1560.0,0,5980.0
T000011,1993-11-30,1993-08-31,4573.226,3509.1565,3118.9866,4753.3525,4767.9824,5623.1787,4200.9146,6164.162,4074.326,4129.4453,8320.0,0,2660.0
T000011,1993-12-31,1993-08-31,4854.5337,6138.4443,8393.906,5748.466,6157.467,7678.573,4825.0073,7402.2485,5496.6816,4480.8096,1760.0,0,7920.0
T000011,1994-01-31,1993-08-31,4737.837,4318.5205,3741.5977,4967.542,4640.3525,5560.1606,5181.9688,6163.5063,5674.066,4228.637,5380.0,0,5240.0
T000011,1994-02-28,1993-08-31,4573.32,4325.883,4400.3506,3389.9258,4943.602,9035.973,6919.508,5361.0674,9769.512,4660.0195,13820.0,0,15080.0
T000011,1994-03-31,1993-08-31,3764.687,3488.531,3905.1543,2761.4539,3141.0486,4452.6562,4541.058,3572.187,3932.5232,4170.107,7360.0,0,940.0
T000011,1994-04-30,1993-08-31,3804.6333,4745.2715,7072.5176,2760.8623,4140.07,7075.5586,6558.967,4870.327,7288.794,5032.966,980.0,0,10720.0
T000011,1994-05-31,1993-08-31,3370.0916,4859.393,5368.22,2868.745,3725.9873,6227.4556,4197.857,3210.7715,3283.6719,4252.995,1180.0,0,600.0
T000011,1994-06-30,1993-08-31,3832.0703,3886.966,6590.454,2959.057,4701.365,5248.214,5064.852,3844.896,5917.6367,4934.833,2940.0,0,6780.0
T000011,1994-07-31,1993-08-31,2400.0786,3546.8308,8330.205,3066.2578,2336.612,6887.66,5908.549,3609.0361,5950.572,3940.2551,8840.0,0,7380.0
T000011,1994-08-31,1993-08-31,3554.2478,3427.6433,3494.7815,3373.836,3937.7349,4362.078,3561.2139,3146.7417,3757.9312,3530.3481,3780.0,0,2340.0
T000012,1993-09-30,1993-08-31,2874.4426,2633.872,2916.9739,2482.1677,2983.1763,2830.9775,2667.1064,2844.591,2831.2493,2748.8237,550.0,0,4950.0
T000012,1993-10-31,1993-08-31,3043.2183,2727.7998,3142.223,2515.4175,3367.35,3359.4468,2517.1797,2864.3325,2800.0403,2665.2825,3950.0,0,2200.0
T000012,1993-11-30,1993-08-31,3262.9912,2504.966,2477.525,3057.7454,2937.7954,3302.4966,2685.1658,2589.9524,2982.0552,2923.0054,550.0,0,4850.0
T000012,1993-12-31,1993-08-31,2771.0522,2593.8672,2488.3513,3501.244,2885.9434,2826.3506,2549.2783,2497.572,2817.3154,3020.6006,2000.0,0,2350.0
T000012,1994-01-31,1993-08-31,2646.192,1978.5995,2751.0671,3218.8557,2342.503,2762.0784,2375.4177,2444.9172,2474.0378,2417.8254,4150.0,0,2400.0
T000012,1994-02-28,1993-08-31,3132.0276,2405.0417,3334.7983,2448.6323,2945.2678,2480.2986,2366.0266,2444.9688,2385.2185,2587.3176,5900.0,0,1500.0
T000012,1994-03-31,1993-08-31,2835.3013,2641.2795,3003.4639,2138.461,2569.1807,2633.5642,2464.667,2226.6265,2812.2786,2427.9404,2700.0,0,3300.0
T000012,1994-04-30,1993-08-31,2590.7178,2058.101,2245.3713,2129.5713,2269.5642,2282.7412,2592.8865,2410.0774,2422.5505,2583.7095,2500.0,0,2100.0
T000012,1994-05-31,1993-08-31,2353.371,2152.0999,3440.8208,2164.019,2116.3594,2545.554,2871.4202,2948.1765,3099.46,2425.5984,4650.0,0,3800.0
T000012,1994-06-30,1993-08-31,2586.5044,2596.8726,3095.0833,2201.706,2458.983,2352.601,2578.0942,2822.2402,2369.3108,2833.6187,2750.0,0,1550.0
T000012,1994-07-31,1993-08-31,2798.724,2315.23,4452.4697,2274.9768,3395.1873,2758.4153,3299.017,2822.3247,3630.8647,2504.7065,9250.0,0,4700.0
T000012,1994-08-31,1993-08-31,1965.288,1579.346,2926.9343,2389.1216,2525.137,3053.7227,2614.1528,2611.986,2388.939,2702.6475,2100.0,0,2150.0
T000013,1993-09-30,1993-08-31,3950.6035,3729.9373,3892.455,3180.495,3518.918,4481.257,3727.8076,4238.7065,3693.792,4217.204,2650.0,0,7200.0
T000013,1993-10-31,1993-08-31,3223.0938,2247.543,2697.9604,3623.0186,2791.136,4284.6387,3150.1226,3996.6738,3692.522,4059.231,6350.0,0,4150.0
T000013,1993-11-30,1993-08-31,4051.5176,3476.5483,3851.6702,4588.2593,3591.9844,4769.785,3853.8682,4799.413,4340.416,4490.478,1900.0,0,6100.0
