unique_id,ds,cutoff,AutoTFT,AutoNBEATS,AutoTiDE,AutoNLinear,AutoKAN,AutoMLP,AutoDLinear,AutoNHITS,AutoDeepNPTS,AutoPatchTST,y,fold,SeasonalNaive
10,2019-06-10,2019-06-04,0.023587035,0.04181463,0.04258053,0.013058739,0.0074744523,0.08596335,0.021982845,0.033717826,0.04597594,0.046735708,0.1946798185698658,0,1.196915053480171
10,2019-06-11,2019-06-04,0.028521,0.04509175,0.09644671,0.063508235,0.07089919,0.11331368,0.073116034,0.071811095,0.06845686,0.05311484,0.24540519372450978,0,0.7935665058795337
10,2019-06-12,2019-06-04,0.07237118,0.020254064,0.05630462,0.054744933,0.020055741,0.1378932,0.0384958,0.063498616,0.073312044,0.07003167,0.3836727485815232,0,0.6307544146573699
10,2019-06-13,2019-06-04,0.07224713,0.11836286,0.082402706,0.12868011,0.09312141,0.19667003,0.14623295,0.065361544,0.10487294,0.11277096,0.19467981856986574,0,0.4008539240371285
10,2019-06-14,2019-06-04,-0.07447592,-0.14153585,-0.17253849,-0.1631064,-0.116076425,-0.19025561,-0.1425838,-0.15603928,-0.0522148,-0.19696777,0.07113898553194242,0,0.564484166471464
10,2019-06-15,2019-06-04,-0.026273008,-0.035173636,-0.0027592257,-0.051233478,-0.05053191,-0.046607412,-0.052700914,-0.023074657,0.0039434135,-0.06649149,-0.02131210144345717,0,0.04659444916679209
10,2019-06-16,2019-06-04,-0.003005281,0.089732185,0.08755186,0.09822049,0.1156261,0.09803247,0.107748605,0.06647074,0.07351473,0.077054515,0.02859512249901523,0,0.6315725658695416
10,2019-06-17,2019-06-04,0.0020515136,0.041282408,0.04035063,0.005938818,0.008145429,0.10265789,0.032209683,0.018431216,0.031609505,0.039415125,0.092410917048406,0,0.7035698725406491
10,2019-06-18,2019-06-04,0.014277739,0.04476975,0.1052994,0.052071307,0.08185415,0.11067099,0.055043142,0.059239537,0.07239401,0.050279085,0.27894939342354846,0,0.8091113789107957
100,2019-06-05,2019-06-04,-0.082464784,-0.075659916,0.011609436,-0.041140255,0.0016061254,-0.1547737,-0.085740656,-0.05817539,-0.087569416,-0.03743161,-0.02836930004151524,0,-0.25280327248825535
100,2019-06-06,2019-06-04,0.42777616,0.37492985,0.35175708,0.27499384,0.32390696,0.31591576,0.28031898,0.29571134,0.18314306,0.3408978,0.3777857094979315,0,-0.07388447568716512
100,2019-06-07,2019-06-04,0.3800726,0.422955,0.43123326,0.36339822,0.40877506,0.40686888,0.34296492,0.35106573,0.30084556,0.45229256,0.35952868941618754,0,0.32012749258861
100,2019-06-08,2019-06-04,-0.14976278,-0.13083622,-0.15004516,-0.14015916,-0.10265743,-0.13084158,-0.1647014,-0.18409528,-0.15641311,-0.08812876,0.4621925837363195,0,0.4711088028460084
100,2019-06-09,2019-06-04,-0.15632391,-0.21300922,-0.25533912,-0.22882846,-0.26704735,-0.20632404,-0.2664596,-0.28170064,-0.21856599,-0.19383557,-0.10020855115386564,0,-0.11566333094399305
100,2019-06-10,2019-06-04,-0.13678467,-0.23113123,-0.22660756,-0.22611538,-0.24811274,-0.21320483,-0.25271028,-0.20453104,-0.26860744,-0.19165137,-0.002130140947287996,0,-0.23064009927274295
100,2019-06-11,2019-06-04,-0.15327618,-0.17560966,-0.11569366,-0.14777574,-0.1818167,-0.1999823,-0.18815182,-0.15277311,-0.14326797,-0.13642313,0.062151553014945175,0,-0.24371722063362
100,2019-06-12,2019-06-04,-0.09907194,-0.085295156,0.005675175,-0.050620332,0.00956088,-0.1421291,-0.10523027,-0.033912808,-0.06452082,-0.025102437,0.20115965475361844,0,-0.25322785435062145
100,2019-06-13,2019-06-04,0.41597298,0.33755064,0.32951796,0.2515495,0.3203723,0.27887374,0.25819582,0.29885727,0.22130622,0.34242675,0.4846954224417248,0,-0.11651249466872533
100,2019-06-14,2019-06-04,0.39806506,0.38369435,0.39276916,0.34096658,0.40235183,0.3761729,0.3501332,0.3371888,0.32403284,0.45993373,0.5197658842731677,0,0.28675535820663167
100,2019-06-15,2019-06-04,-0.13703305,-0.16828416,-0.15505655,-0.14101472,-0.10669213,-0.13038874,-0.15613952,-0.16185409,-0.16204254,-0.07324584,0.07225660133925925,0,0.35197113226607035
100,2019-06-16,2019-06-04,-0.14691304,-0.23604059,-0.2536368,-0.25226942,-0.25472328,-0.26547602,-0.26035112,-0.28272557,-0.23059706,-0.19450441,-0.06836491147640535,0,-0.2269886952563942
100,2019-06-17,2019-06-04,-0.13732025,-0.23631854,-0.25600195,-0.24348567,-0.20391013,-0.18876617,-0.25563815,-0.21298887,-0.2746154,-0.16754872,-0.016735757012683095,0,-0.2010892016520598
100,2019-06-18,2019-06-04,-0.16055101,-0.16227567,-0.1386174,-0.1655897,-0.13332042,-0.18912221,-0.18699536,-0.16758594,-0.15369886,-0.13665587,0.17534507752175732,0,-0.19455064097162134
101,2019-06-05,2019-06-04,-0.07708973,-0.06662992,-0.008633286,-0.042240832,-0.039232556,-0.10145903,-0.06513324,-0.046720453,-0.07088991,-0.048685916,-0.017043425603278328,0,-0.1215524273734689
101,2019-06-06,2019-06-04,0.17642975,0.20846134,0.19442321,0.14754394,0.1755428,0.18319032,0.15552652,0.15892427,0.099253565,0.18668884,0.312561887671938,0,-0.040624943951423916
101,2019-06-07,2019-06-04,0.16445193,0.19259854,0.1702039,0.1432184,0.14446525,0.15739784,0.13448703,0.14478894,0.10808376,0.18982875,0.3393590676130125,0,0.2664707381732898
101,2019-06-08,2019-06-04,-0.15232322,-0.12905075,-0.15195355,-0.13648438,-0.13714921,-0.13735312,-0.15051205,-0.15996173,-0.1610914,-0.11508745,0.13248483846791737,0,0.2846928205332205
101,2019-06-09,2019-06-04,-0.14445826,-0.15530047,-0.18521434,-0.16457596,-0.19445504,-0.14159217,-0.18606189,-0.18076643,-0.16646828,-0.15102059,-0.09797090902532331,0,-0.07599722147364224
101,2019-06-10,2019-06-04,-0.119837366,-0.15839316,-0.16570161,-0.14956295,-0.16653593,-0.15363228,-0.16193275,-0.13169555,-0.1624721,-0.1451128,-0.17353895645915343,0,-0.13012752495461266
101,2019-06-11,2019-06-04,-0.12021353,-0.13361505,-0.11188662,-0.13230091,-0.13833469,-0.14482751,-0.15269767,-0.121403776,-0.12047174,-0.11601971,-0.13816667893693504,0,-0.19015320802261962
101,2019-06-12,2019-06-04,-0.07824382,-0.07634832,-0.015617544,-0.055282522,-0.021132983,-0.08996318,-0.08897978,-0.036572523,-0.057147574,-0.03908595,0.03440715988358469,0,-0.16549980247683105
101,2019-06-13,2019-06-04,0.18355769,0.19220348,0.17951766,0.13429086,0.17843904,0.17312616,0.14310867,0.1622543,0.11403317,0.19324055,0.22573902466285656,0,-0.05509542111960414
101,2019-06-14,2019-06-04,0.16369441,0.1744348,0.15822084,0.1366113,0.15333812,0.15980512,0.13847692,0.14305204,0.12233593,0.20230731,0.20644505510528297,0,0.20430128070999698
101,2019-06-15,2019-06-04,-0.14365721,-0.13880046,-0.15209381,-0.13274539,-0.11839027,-0.11283622,-0.1471452,-0.14228025,-0.14945896,-0.103011474,-0.10333034501353826,0,0.18071976236185142
101,2019-06-16,2019-06-04,-0.12651598,-0.15866533,-0.17504242,-0.17192833,-0.18035331,-0.16474771,-0.17689438,-0.17494608,-0.16776249,-0.14406367,-0.06795806749131988,0,-0.10547411940882423
101,2019-06-17,2019-06-04,-0.11272913,-0.15787919,-0.17898059,-0.15413868,-0.14047018,-0.120372005,-0.15958026,-0.12950167,-0.15424898,-0.13336998,-0.06206268790428349,0,-0.14406205852397147
101,2019-06-18,2019-06-04,-0.115665935,-0.1269543,-0.13176471,-0.14280167,-0.104498774,-0.12855177,-0.15700604,-0.12820533,-0.12499834,-0.11233911,0.17375249557717207,0,-0.11136949899586057
102,2019-06-05,2019-06-04,-0.04769174,-0.034186512,-0.07726766,-0.027276479,-0.01275843,-0.07445487,-0.03072578,-0.06900139,-0.060149744,-0.057224784,-0.04237834279201106,0,-0.07352033163474567
102,2019-06-06,2019-06-04,0.012072511,0.012593638,0.010498153,0.08133068,-0.011988208,0.07911983,0.07522665,0.020005073,0.013900004,0.009149089,0.42636228237535684,0,0.075209511631418
102,2019-06-07,2019-06-04,0.09146474,0.009600099,0.03629089,0.08053387,0.036463015,0.01985801,0.06495553,0.07759346,0.056666017,0.01380752,0.6094556995369519,0,0.1723939940544347
102,2019-06-08,2019-06-04,0.020000182,-0.052419998,-0.062759146,-0.05111049,-0.085855335,-0.016219087,-0.067710325,-0.0711506,-0.039984584,-0.07104048,0.5418024134303214,0,0.09292822942124974
102,2019-06-09,2019-06-04,-0.020343892,-0.09885658,-0.069538794,-0.09610799,-0.12663402,-0.058390655,-0.1342497,-0.12442531,-0.077967286,-0.08677038,-0.08318508679283577,0,-0.20882690384800653
102,2019-06-10,2019-06-04,-0.011988692,-0.12549031,-0.04239992,-0.09711582,-0.081451826,-0.05131053,-0.12055257,-0.106143445,-0.088966176,-0.10259482,-0.15728154300485958,0,-0.2141962122691677
102,2019-06-11,2019-06-04,-0.014541879,-0.05848745,0.012364119,-0.044752065,-0.0035741925,-0.052836858,-0.07719862,-0.05083793,-0.023541257,-0.03936985,0.08272654342104359,0,-0.25124444037517957
102,2019-06-12,2019-06-04,-0.00022340566,-0.0033173598,0.04812038,0.0248655,0.043688297,-0.032209925,-0.008153345,0.00066551194,0.0065682903,-0.0070336536,0.07520951163141797,0,-0.135804309320215
102,2019-06-13,2019-06-04,0.038447455,0.034334462,0.1044542,0.09549271,0.0652644,0.09634384,0.09245077,0.081434056,0.08081406,0.058721274,0.13319804257995835,0,-0.01929031658101818
102,2019-06-14,2019-06-04,0.11405384,0.01736888,0.07285627,0.0958556,0.07062476,0.047112264,0.09348185,0.09795061,0.064093016,0.06467164,0.12621794163244884,0,0.17991102584406038
102,2019-06-15,2019-06-04,0.040590256,-0.039570313,-0.007142598,-0.016240265,-0.07756175,-0.03302928,-0.04675073,-0.035443407,-0.04787299,0.0011398494,-0.1363412401623311,0,0.02420108163038712
102,2019-06-16,2019-06-04,0.0023892596,-0.0552705,-0.053657122,-0.073588446,-0.1400514,-0.068699844,-0.097868435,-0.11442624,-0.086287394,-0.035042807,-0.16211392058390456,0,-0.13311965510963444
102,2019-06-17,2019-06-04,0.0027083978,-0.0257878,-0.045537982,-0.084258154,-0.11420436,-0.026976772,-0.11068642,-0.103555605,-0.0813503,-0.04821176,-0.0778157783716746,0,-0.15513381963639514
102,2019-06-18,2019-06-04,-0.012008272,0.021893244,0.03493779,-0.009519547,-0.009212243,-0.025584377,-0.042307526,-0.04073349,-0.014498398,0.008361965,-0.009088630580811977,0,-0.28560801427061094
103,2019-06-05,2019-06-04,0.3829984,0.41177148,0.3261518,0.34034604,0.30258352,0.541816,0.41487223,0.26428148,0.18807907,0.31094968,0.534321705111072,0,0.1920397118807652
103,2019-06-06,2019-06-04,-0.84046704,-0.89590687,-0.8274393,-0.6573307,-0.7628988,-0.80097944,-0.71461904,-0.92639893,-0.91001314,-0.9193939,-0.9834695366152951,0,-0.009500678732952525
103,2019-06-07,2019-06-04,-1.0868616,-0.95129526,-1.0128496,-0.790929,-1.0004892,-1.0329305,-0.79900956,-1.0786461,-1.0359248,-1.0279087,-1.1797288164366455,0,-1.1914792879496627
103,2019-06-08,2019-06-04,0.13544154,0.23210086,-0.02141514,0.121844485,0.14304323,0.20143461,0.16191083,0.10649404,0.08969292,0.12217502,-1.0842067249797016,0,-1.2751848940086847
103,2019-06-09,2019-06-04,0.39158,0.30317825,0.24364485,0.24827527,0.34601325,0.41281712,0.31687212,0.2825374,0.27511135,0.27023286,0.20689283598429833,0,0.11599171647067587
103,2019-06-10,2019-06-04,0.38769093,0.44442242,0.43378687,0.40249652,0.48703015,0.5439237,0.42685312,0.30942854,0.4481957,0.36529362,0.5160358589925002,0,0.23184608447823388
103,2019-06-11,2019-06-04,0.37105942,0.45711482,0.3907147,0.41932297,0.50769615,0.6443329,0.46430743,0.35737166,0.47548515,0.38938892,0.4665914591989611,0,0.4584717513556964
103,2019-06-12,2019-06-04,0.35393015,0.32242113,0.23812757,0.2277977,0.29702824,0.44873926,0.29869807,0.20292291,0.22244304,0.18532391,0.28663760894904483,0,0.28247873420005554
103,2019-06-13,2019-06-04,-0.84736955,-0.8411678,-0.86426973,-0.7040948,-0.6618272,-0.78594303,-0.73123616,-0.90817237,-0.9164822,-1.0158494,-0.8544784055117233,0,0.0046923065215346465
103,2019-06-14,2019-06-04,-1.0924182,-0.9416746,-1.0482545,-0.7866911,-0.9366146,-1.0695134,-0.75798965,-1.0689584,-1.0411292,-1.1218491,-0.9857800225869559,0,-0.99317357769627
103,2019-06-15,2019-06-04,0.12510401,0.18616284,0.021491691,0.096382484,0.18870167,0.24825102,0.16262479,0.09487885,0.03609032,0.00993526,-0.0329356078740825,0,-1.1146391259207182
103,2019-06-16,2019-06-04,0.39351946,0.30913967,0.19160767,0.24353163,0.39731276,0.42741865,0.30904025,0.28682077,0.24471161,0.20988907,0.2769335678680699,0,0.23369447325556247
103,2019-06-17,2019-06-04,0.3761472,0.4075563,0.27855963,0.3423823,0.4653762,0.44770542,0.43284255,0.3216733,0.43072954,0.29987663,0.4805203889138299,0,0.28188460923591424
103,2019-06-18,2019-06-04,0.36252528,0.46164507,0.375813,0.43586814,0.4622267,0.5346968,0.44823122,0.38097057,0.44329143,0.34922028,0.31442945449387777,0,0.2092693358408636
104,2019-06-05,2019-06-04,0.3291291,0.32519796,0.41105223,0.29101267,0.39489615,0.3509639,0.30686387,0.22758698,0.25812823,0.3312069,0.3910789366087268,0,0.7225636962755712
104,2019-06-06,2019-06-04,0.31136304,0.3566444,0.21076857,0.35399637,0.30489075,0.322044,0.3527282,0.10175902,0.2702294,0.33643603,-0.11090574211096328,0,0.706105182219188
104,2019-06-07,2019-06-04,0.12847605,-0.015138805,0.039265238,-0.0266653,-0.16178519,0.013406187,-0.014992267,-0.076999426,0.123527944,-0.0373182,-0.21531444065614477,0,0.522489884777662
104,2019-06-08,2019-06-04,0.30650884,0.2055187,0.25442111,0.18512973,0.0930136,0.28507262,0.1613219,0.25753433,0.17764312,0.19690065,-0.19062666957156982,0,0.07605269099826549
104,2019-06-09,2019-06-04,0.35458374,0.3234008,0.28512084,0.30802125,0.38979793,0.34985155,0.25842798,0.26704675,0.26397318,0.31441903,-0.002896743615948053,0,0.635642168915297
104,2019-06-10,2019-06-04,0.37755257,0.34781644,0.3576783,0.33668315,0.33100212,0.3992799,0.32995054,0.26941758,0.30612558,0.31032282,0.22212200324866715,0,0.6024679765203995
104,2019-06-11,2019-06-04,0.39261058,0.36625043,0.42881376,0.33413205,0.30019206,0.40006396,0.325122,0.39368033,0.2957651,0.3278586,0.19897721785687814,0,0.8231149305887878
104,2019-06-12,2019-06-04,0.40880072,0.36576372,0.4679758,0.37308383,0.31449306,0.38688195,0.33834097,0.48544335,0.3148821,0.40077907,0.09791165497939953,0,0.8735191298864616
104,2019-06-13,2019-06-04,0.3441366,0.4155315,0.3239693,0.3961277,0.16088295,0.33287776,0.395872,0.26985282,0.32657403,0.3855155,-0.19191249098222474,0,0.680131589723958
104,2019-06-14,2019-06-04,0.15353692,0.08695313,0.0318394,0.03782025,-0.20650369,0.03125757,0.024233222,0.009067297,0.117715776,0.023757577,-0.2873204396528216,0,0.21003528198851062
104,2019-06-15,2019-06-04,0.33003804,0.2786944,0.29382825,0.2241224,0.060304284,0.30439672,0.21318129,0.26265275,0.19045943,0.26475537,-0.14099396312028903,0,0.16426003976919462
104,2019-06-16,2019-06-04,0.3746064,0.3869556,0.39515698,0.3434814,0.32689625,0.3566659,0.3457835,0.35874307,0.29353422,0.35663587,0.09508284787595868,0,0.3818210224520111
104,2019-06-17,2019-06-04,0.38666916,0.37359822,0.44926387,0.36440527,0.27892822,0.3913512,0.35339874,0.3503365,0.3070615,0.312566,0.07913866238383736,0,0.4643707570160585
104,2019-06-18,2019-06-04,0.3867934,0.38455912,0.4976117,0.3512668,0.31630135,0.3850579,0.3267258,0.50306094,0.29313475,0.33576337,-0.04738616442460908,0,0.6160976834733419
105,2019-06-05,2019-06-04,-0.25987256,-0.33234274,-0.38348132,-0.37146643,-0.31847703,-0.39491233,-0.45515245,-0.2915945,-0.32496274,-0.28313765,-0.29845016930059104,0,-0.32771451913991406
105,2019-06-06,2019-06-04,-0.033552542,-0.06218402,-0.36693078,-0.1395271,-0.1746693,-0.24426025,-0.17238379,-0.09038524,-0.16189669,0.0018188376,-0.015561454187135093,0,-0.29845016930059104
105,2019-06-07,2019-06-04,1.0011144,1.3553871,1.1882437,0.95749205,1.1028059,1.0101658,0.91071975,0.9818489,1.0008693,1.3529472,1.54520387057676,0,-0.03507102074668376
105,2019-06-08,2019-06-04,0.27274516,0.3693037,0.3709997,0.17378731,0.14485794,0.1043222,0.11645639,0.25283444,0.17088056,0.33595592,2.2377934834407385,0,1.5939777869756317
105,2019-06-09,2019-06-04,-0.33298117,-0.28480756,-0.34507763,-0.3431258,-0.3839303,-0.44069856,-0.41108304,-0.3627441,-0.34598562,-0.29942548,0.3453655271645157,0,0.4526681432420336
105,2019-06-10,2019-06-04,-0.25349548,-0.3091306,-0.35861468,-0.3491639,-0.39561817,-0.39037034,-0.37984562,-0.2880591,-0.3452749,-0.32774857,-0.32771451913991406,0,-0.29845016930059104
105,2019-06-11,2019-06-04,-0.2619199,-0.3035457,-0.22497785,-0.3285848,-0.41056675,-0.3780964,-0.39001346,-0.27056846,-0.3158338,-0.30565774,-0.2886953860208167,0,-0.32771451913991406
105,2019-06-12,2019-06-04,-0.23858322,-0.2877586,-0.41928723,-0.4059445,-0.2985695,-0.34608603,-0.4621067,-0.28885284,-0.33671966,-0.26776573,-0.3082049525803654,0,-0.32771451913991406
105,2019-06-13,2019-06-04,-0.018684965,-0.06334664,-0.27371505,-0.15661226,-0.103623606,-0.19282846,-0.1832173,-0.084371835,-0.15823182,-0.026278313,-0.1326188535444272,0,-0.32771451913991406
105,2019-06-14,2019-06-04,0.9779818,1.3081259,1.2342916,0.95392275,1.132926,1.0093588,0.92806476,0.9424942,0.99430805,1.3368374,1.3988821213801446,0,-0.14237363682420154
105,2019-06-15,2019-06-04,0.37461463,0.33060372,0.3388691,0.19788602,0.18060505,0.19327092,0.17035855,0.32148126,0.17801097,0.33311734,0.3258559606049669,0,1.437901254499242
105,2019-06-16,2019-06-04,-0.32251146,-0.3192472,-0.42448497,-0.3739395,-0.368724,-0.44761708,-0.37863433,-0.35711843,-0.34601364,-0.32653603,-0.31795973586013976,0,0.3453655271645157
105,2019-06-17,2019-06-04,-0.27281123,-0.24361861,-0.28467876,-0.35266265,-0.2952231,-0.3274492,-0.36053616,-0.2784472,-0.33959725,-0.28747728,-0.36673365225901144,0,-0.2789406027410423
105,2019-06-18,2019-06-04,-0.283377,-0.26331985,-0.32947305,-0.34485343,-0.32957798,-0.3409933,-0.39732707,-0.28244832,-0.30723646,-0.27087107,-0.3082049525803654,0,-0.28869538602081674
106,2019-06-05,2019-06-04,-0.31281912,-0.34531093,-0.27967638,-0.31323814,-0.3568725,-0.48180816,-0.35507125,-0.38690656,-0.3455257,-0.32880428,-0.42610585005686613,0,-0.379707753063476
106,2019-06-06,2019-06-04,-0.017602384,-0.07897976,-0.020225883,-0.023712486,-0.19353662,-0.16972019,-0.041846007,-0.031476125,-0.039546147,-0.14673021,-0.056230111328994005,0,-0.3613812319939864
106,2019-06-07,2019-06-04,0.8546685,0.30099258,0.4176401,0.44143307,0.26213443,0.6833073,0.41132465,0.3877653,0.49140045,0.29588526,0.6302871858772806,0,0.1354711170010632
106,2019-06-08,2019-06-04,0.09745146,-0.18139729,-0.11984001,-0.124342285,-0.27194205,-0.06944576,-0.16195697,-0.1772137,-0.12278801,-0.19090305,0.7040296158949885,0,1.1915732557753769
106,2019-06-09,2019-06-04,-0.373834,-0.43290237,-0.36463672,-0.35480624,-0.51225406,-0.47489217,-0.4401511,-0.49088275,-0.40535587,-0.41046286,-0.16415295762709906,0,0.22375840501042943
106,2019-06-10,2019-06-04,-0.28515077,-0.34123015,-0.2727039,-0.33456725,-0.42825067,-0.36192703,-0.3742577,-0.3631646,-0.3873791,-0.40168262,-0.3442182995638295,0,-0.332873310330336
106,2019-06-11,2019-06-04,-0.29883465,-0.36802524,-0.24176095,-0.3505705,-0.3827955,-0.36537546,-0.41203457,-0.4122708,-0.3853954,-0.3675848,-0.4185425239012038,0,-0.40079779715138053
