unique_id,ds,cutoff,NBEATS,TiDE,NLinear,TFT,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
T000003,1982-06-30,1982-01-31,5131.503,4880.7544,5903.7036,4797.2266,5468.7026,4483.2314,6131.189,4771.9995,6631.73,7188.8667,5355.0,6618.0
T000003,1982-07-31,1982-01-31,5035.0527,5407.9287,3943.752,4761.277,5519.3394,4399.6147,5092.074,4115.0967,6640.1387,7334.3726,5060.0,5719.0
T000004,1986-12-31,1986-11-30,43.27079,44.88496,47.703278,42.964035,42.547546,44.15871,51.003487,44.211773,43.132637,45.64425,37.79,52.44
T000004,1987-01-31,1986-11-30,43.411606,51.24784,43.14864,43.79631,41.31088,43.663406,49.75055,42.36217,46.1405,45.61439,42.23,48.63
T000004,1987-02-28,1986-11-30,44.732098,45.440117,45.1093,43.907368,40.011703,42.607758,43.553715,41.93381,45.46533,46.507957,44.52,45.67
T000004,1987-03-31,1986-11-30,45.0176,48.53549,47.903095,43.621212,42.398956,43.27672,44.555473,43.63097,47.016598,46.397827,43.13,49.56
T000004,1987-04-30,1986-11-30,45.255016,40.65688,41.837902,43.394314,40.585396,42.253685,46.87671,40.839466,44.722286,46.570015,43.29,44.56
T000004,1987-05-31,1986-11-30,44.494076,45.069515,43.625675,43.2746,40.602856,43.141335,44.67394,41.364532,45.321438,46.933743,42.65,46.32
T000005,1980-06-30,1980-05-31,5498.54,6069.594,4809.65,4899.392,4674.613,5214.5522,6491.7715,5188.8203,3909.8623,3853.583,5056.0,3464.0
T000005,1980-07-31,1980-05-31,6126.2236,5570.2124,4349.3096,3514.608,3663.8135,4389.646,6151.797,4382.8994,2955.802,3841.938,4157.0,2557.0
T000005,1980-08-31,1980-05-31,2594.0212,2117.8982,3353.0186,2311.173,1912.5647,3067.4468,3549.8892,3698.8262,2203.4055,4554.747,2880.0,1927.0
T000005,1980-09-30,1980-05-31,3792.42,1357.0774,1890.1426,1400.4723,1032.9148,1539.6525,3052.903,2923.9358,1835.19,4422.9766,1754.0,984.0
T000005,1980-10-31,1980-05-31,3121.8884,201.85486,2474.9856,1667.7,713.34985,1230.0309,3235.0503,2584.6377,1386.9462,4576.2705,972.0,699.0
T000005,1980-11-30,1980-05-31,2388.048,1443.6302,3599.07,2329.407,944.85205,1494.3466,1975.8568,2553.1843,1411.717,4871.911,909.0,708.0
T000006,1980-06-30,1980-05-31,172622.9,169521.84,173899.39,185248.78,191812.34,170971.33,209102.6,179676.81,203151.77,155374.97,162622.0,139844.0
T000006,1980-07-31,1980-05-31,131684.14,142710.12,141072.19,170008.75,123801.86,134331.92,180290.7,139778.12,133344.64,155237.03,110771.0,99098.0
T000006,1980-08-31,1980-05-31,154940.28,137815.95,167292.23,150504.61,172066.16,155051.12,171414.92,168530.56,159544.34,167572.48,170540.0,123147.0
T000006,1980-09-30,1980-05-31,179476.88,161388.94,169847.72,130664.516,192419.1,159441.78,167502.23,184874.45,161989.25,165180.97,191787.0,136589.0
T000006,1980-10-31,1980-05-31,143044.14,116299.7,146043.03,124676.17,180813.88,129688.74,156747.72,157738.84,155558.36,167899.62,144563.0,109528.0
T000006,1980-11-30,1980-05-31,136151.86,119157.555,141381.1,135305.23,153595.52,111939.67,117544.33,119844.28,121944.71,172959.89,124708.0,88284.0
T000007,1980-06-30,1980-05-31,907.4283,1026.0533,964.35626,652.38135,693.8251,860.65424,958.6343,875.64307,780.1707,694.5017,872.0,1109.0
T000007,1980-07-31,1980-05-31,871.7283,1061.5178,333.36154,658.82874,378.75195,712.7549,549.4674,633.3524,636.5631,693.83124,522.0,582.0
T000007,1980-08-31,1980-05-31,899.87225,708.4845,785.86865,650.9171,649.0563,728.01355,595.7953,651.8223,630.6978,717.37994,585.0,597.0
T000007,1980-09-30,1980-05-31,840.2537,748.2074,729.3728,646.00946,377.52094,747.21045,641.47156,793.8274,696.0317,713.5033,649.0,719.0
T000007,1980-10-31,1980-05-31,891.1383,591.8076,565.0413,640.518,716.6928,749.58655,621.92816,798.9287,669.6798,718.2716,669.0,662.0
T000007,1980-11-30,1980-05-31,777.72626,743.2022,546.39136,640.1454,656.95984,671.5773,627.52985,782.1008,714.6463,728.26685,973.0,685.0
T000008,1980-06-30,1980-05-31,10576.537,13563.713,12732.031,11544.174,11963.26,15150.646,15102.068,12470.721,11718.881,7855.3535,12097.0,12656.0
T000008,1980-07-31,1980-05-31,9593.678,9821.987,5358.025,9104.482,6408.947,8501.215,9726.468,8027.7217,6410.4307,7865.4893,5576.0,6081.0
T000008,1980-08-31,1980-05-31,6324.8657,5790.543,7629.9243,6767.7725,5000.489,8457.962,6711.2373,7274.0957,5391.74,8921.814,5683.0,5045.0
T000008,1980-09-30,1980-05-31,8001.591,4174.883,5614.679,5050.304,7382.268,6010.1177,7665.701,7360.961,5925.823,8683.998,5999.0,5085.0
T000008,1980-10-31,1980-05-31,5339.4077,1603.8411,3161.3613,4975.8184,6625.6357,5308.4395,6101.875,6514.202,5248.6455,8939.438,4673.0,3659.0
T000008,1980-11-30,1980-05-31,5078.1396,3960.6,7580.087,5574.3228,4925.0596,2838.9644,4864.8115,6088.817,4074.0984,9351.025,4554.0,3551.0
T000009,1987-05-31,1987-04-30,4240.7715,3843.043,3209.1372,5223.731,3821.0745,3592.413,3845.9243,3963.544,3233.0913,4696.8525,3299.0,2863.0
T000009,1987-06-30,1987-04-30,3863.253,5272.751,4135.5176,5220.9883,5569.0557,3923.519,4837.3936,5002.264,4184.01,4698.2188,4070.0,3955.0
T000009,1987-07-31,1987-04-30,5853.1445,5231.0825,4618.928,5202.3267,6284.507,4464.601,5074.036,5835.7207,4819.164,4825.6865,5329.0,4638.0
T000009,1987-08-31,1987-04-30,6814.789,7351.6733,6979.1455,5127.025,8163.8027,7122.077,6705.8486,8222.471,8208.461,4804.6,8180.0,8562.0
T000009,1987-09-30,1987-04-30,6230.913,5477.8374,6033.164,4999.63,6006.3643,5223.6987,6037.657,6607.6187,5475.601,4834.4946,7789.0,5507.0
T000009,1987-10-31,1987-04-30,5911.7305,5346.619,4209.278,4882.8325,6678.538,5517.7656,4893.0566,6426.66,5535.012,4878.8086,5709.0,4898.0
T000010,1987-10-31,1987-09-30,3028.574,3170.5527,3400.2664,3722.563,3740.6338,3639.3823,3797.8933,3260.2969,4169.521,4673.2036,3309.0,4942.0
T000010,1987-11-30,1987-09-30,3973.3096,4199.638,3690.124,3822.4329,3646.7036,3547.6682,4335.728,3271.5552,3902.549,4665.9937,3176.0,5021.0
T000010,1987-12-31,1987-09-30,5009.643,4224.3364,3655.1226,3799.9512,3697.851,3616.5227,4048.3767,3599.9277,3750.3557,4933.1006,2593.0,5748.0
T000010,1988-01-31,1987-09-30,3946.9163,3734.3975,3451.4546,3728.1074,3231.1736,3421.7905,3209.8809,3141.3252,3867.7642,4898.577,2851.0,4897.0
T000010,1988-02-29,1987-09-30,3515.8154,3665.9875,3764.5789,3683.8481,3825.0864,3182.1643,4417.1777,3352.5269,3382.6987,4951.663,3417.0,4873.0
T000010,1988-03-31,1987-09-30,4538.4277,4776.0903,3994.6743,3667.3555,4093.1357,3589.777,4228.6284,4043.2097,4230.5337,5057.9707,4115.0,5869.0
T000011,1985-09-30,1985-08-31,29.805853,27.570028,27.380041,31.39447,26.18304,29.300505,30.908422,27.080713,28.849182,28.70211,19.9,25.3
T000011,1985-10-31,1985-08-31,30.841324,34.86733,32.488243,31.900066,31.819374,33.779022,38.07615,34.32347,29.301605,28.711006,28.7,36.8
T000011,1985-11-30,1985-08-31,31.124125,28.615576,30.074766,32.116753,28.592396,32.582394,29.746101,32.1424,29.29377,29.656404,25.9,33.6
T000011,1985-12-31,1985-08-31,31.258741,30.614384,29.298775,31.731659,32.22526,32.44625,29.631668,30.553017,28.369923,29.465681,27.9,30.4
T000011,1986-01-31,1985-08-31,31.8639,30.284441,32.262478,30.908447,34.332127,35.38948,36.78301,32.78513,29.831486,29.691067,28.5,37.9
T000011,1986-02-28,1985-08-31,31.142529,28.199522,30.5209,30.205442,27.921324,29.833164,30.657532,26.340672,27.496714,30.045208,20.6,27.2
T000012,1985-09-30,1985-08-31,19.120293,21.253098,21.240957,20.766802,20.791168,19.723194,23.303492,21.291727,21.524689,22.42414,14.4,23.6
T000012,1985-10-31,1985-08-31,20.385162,21.937521,18.877636,20.349829,21.895838,19.906162,22.684803,21.565569,21.851345,22.386301,18.0,22.8
T000012,1985-11-30,1985-08-31,17.099237,19.922348,19.692171,20.26715,18.521574,19.575294,17.684082,19.93679,20.986761,22.955809,20.4,21.8
T000012,1985-12-31,1985-08-31,19.671204,22.086922,20.04321,20.031818,21.388561,19.054577,17.486292,20.107208,20.481396,22.894566,24.6,20.2
T000012,1986-01-31,1985-08-31,21.920557,20.444895,25.010246,19.720018,25.207436,23.517439,23.439344,24.79341,25.719347,22.98843,25.3,26.2
T000012,1986-02-28,1985-08-31,18.625786,19.53201,17.985813,19.38805,20.268583,18.190313,16.965214,18.729317,20.94976,23.251444,13.8,16.0
T000013,1983-01-31,1982-12-31,1023.8894,1423.3766,1256.4988,1171.2036,1321.5363,1214.3179,1399.4747,1168.9961,1422.8875,1632.0955,1128.0,1686.0
T000013,1983-02-28,1982-12-31,1142.8087,1297.4703,1124.6237,1167.3145,1335.048,1234.4584,1577.2106,1133.5134,1454.9502,1626.7839,986.0,1751.0
T000013,1983-03-31,1982-12-31,652.7214,1094.3265,625.23035,1230.2651,917.72986,958.0633,625.50024,663.28485,1007.42505,1723.5353,846.0,1015.0
T000013,1983-04-30,1982-12-31,728.2261,897.1441,669.0745,1243.239,486.54456,835.49335,573.44794,614.81866,961.59174,1713.1012,1173.0,788.0
T000013,1983-05-31,1982-12-31,1302.1877,1244.1357,1196.5479,1234.7772,1445.5499,1253.4381,1357.733,1251.9127,1553.6658,1729.9111,2171.0,1524.0
T000013,1983-06-30,1982-12-31,1418.2375,1689.9716,1581.978,1222.6628,1392.0957,1284.5947,1543.6768,1453.8939,1685.4888,1772.4075,2700.0,1872.0
T000014,1986-02-28,1986-01-31,12011.4,11178.593,12455.806,10050.336,11527.793,11563.003,11204.26,10641.161,9714.845,10771.983,8207.5,9222.5
T000014,1986-03-31,1986-01-31,12188.898,12614.527,12165.455,10730.174,13724.881,11348.304,17389.55,12800.326,11570.256,10756.373,8142.5,15527.5
T000014,1986-04-30,1986-01-31,11557.45,11912.508,13732.043,10829.905,10063.051,10559.211,9427.243,10137.641,9761.049,11854.136,6880.0,8742.5
T000014,1986-05-31,1986-01-31,11522.182,11661.141,11163.483,10623.817,10913.494,11240.633,9324.86,10747.022,10285.033,11672.909,4390.0,9315.0
T000014,1986-06-30,1986-01-31,11906.614,7639.6025,11839.937,10306.518,15564.484,13635.556,10943.113,13792.805,13085.412,11907.849,3842.5,8247.5
T000014,1986-07-31,1986-01-31,11190.393,8571.248,8474.893,9971.592,8626.64,12402.979,8519.469,10099.817,11170.1455,12343.417,8315.0,4735.0
T000015,1978-06-30,1978-05-31,95.661995,85.503685,101.05513,94.14583,89.00905,99.43525,114.75355,86.29931,93.484055,106.19941,98.0,111.0
T000015,1978-07-31,1978-05-31,95.23825,93.319916,90.01133,96.45651,80.88873,98.98901,116.13989,83.72936,93.28678,106.03876,99.0,103.0
T000015,1978-08-31,1978-05-31,103.83188,90.89586,83.98094,98.377754,77.095856,97.99167,87.000565,85.91188,92.86513,110.248665,97.0,101.0
T000015,1978-09-30,1978-05-31,102.49848,102.731155,87.11657,99.301674,86.20674,100.05886,89.13206,84.33753,97.46634,109.69709,98.0,97.0
T000015,1978-10-31,1978-05-31,101.17442,60.25744,88.4347,99.02458,82.727585,95.882576,106.8094,81.6071,90.768074,110.497475,93.0,90.0
T000015,1978-11-30,1978-05-31,101.767784,97.59299,83.557724,99.03091,84.975624,106.23344,84.21688,87.48745,92.38948,112.27201,101.0,93.0
T000016,1978-05-31,1978-04-30,32.673595,33.627964,32.707176,36.14867,31.203442,31.034275,38.439404,30.313332,31.877031,35.15399,32.3,39.5
T000016,1978-06-30,1978-04-30,30.70742,32.622475,27.891638,36.29702,28.335922,29.394,36.642544,26.528742,30.511147,35.11224,31.3,34.2
T000016,1978-07-31,1978-04-30,31.892767,33.26512,30.399975,35.05432,28.314034,30.116388,28.770796,28.030167,32.961365,36.56109,33.0,36.9
T000016,1978-08-31,1978-04-30,32.27159,32.426773,28.836432,33.63804,32.568268,29.084747,27.262085,27.886711,30.941992,36.36055,30.6,33.6
T000016,1978-09-30,1978-04-30,29.979982,26.19077,31.26979,32.558468,29.57182,30.13707,32.758892,27.168255,30.86248,36.64823,31.7,30.9
T000016,1978-10-31,1978-04-30,31.23795,31.577919,31.495605,32.054493,27.523031,29.11679,26.684662,25.687393,31.371365,37.239277,30.9,26.6
T000017,1985-04-30,1985-03-31,3359.1304,3903.7788,3658.17,3458.8945,3331.3186,4004.3474,4548.2764,4227.001,3620.984,3414.8496,3257.03,3514.32
T000017,1985-05-31,1985-03-31,3267.1455,4685.52,3581.3625,3346.1716,2819.12,3773.1494,3427.626,3668.4304,3562.4949,3415.3037,4192.45,2279.72
T000017,1985-06-30,1985-03-31,3606.1636,2729.7935,2972.4983,3284.4373,2798.8062,3298.2378,3631.7488,3663.9092,3960.254,3678.371,2084.26,1840.93
T000017,1985-07-31,1985-03-31,3818.4553,4354.799,4566.273,3412.4922,4281.315,4003.9768,5098.342,4627.909,3866.0142,3628.2344,5227.6,4539.49
T000017,1985-08-31,1985-03-31,3528.4653,2965.9678,3484.3477,3571.4487,2884.038,3012.514,3731.222,3404.8242,3656.6016,3688.87,3123.39,2120.16
T000017,1985-09-30,1985-03-31,3606.8608,3718.147,4056.019,3599.5312,4230.7617,4142.0254,3494.099,4914.878,3544.588,3789.4595,2590.86,3626.01
T000018,1982-02-28,1982-01-31,5456.4746,6130.034,5637.883,7248.804,5306.9453,7024.9683,5237.842,5807.702,6978.652,7194.4136,3563.16,6538.1
T000018,1982-03-31,1982-01-31,7016.0205,9338.617,7331.867,7894.731,7664.449,7607.8276,7156.229,7747.5986,8653.844,7181.527,5600.57,8883.89
T000018,1982-04-30,1982-01-31,7755.0234,9211.571,7620.981,8138.587,7815.1523,7277.5234,7931.2886,7706.9106,9014.025,7499.1465,6640.57,9371.54
T000018,1982-05-31,1982-01-31,6997.7583,7848.5664,6739.3364,8157.3535,7110.1475,6566.064,6379.854,7652.3604,7986.2827,7458.2085,5681.69,8139.19
T000018,1982-06-30,1982-01-31,7510.8657,7567.4966,5274.3535,8029.3447,6704.659,7495.727,6250.9565,7439.7944,7542.082,7517.9067,6415.91,7537.95
T000018,1982-07-31,1982-01-31,7473.5225,6262.226,3464.6277,7709.596,6610.6587,6953.469,4402.1406,5705.38,7801.1655,7652.8345,7129.81,5355.45
T000019,1982-02-28,1982-01-31,4696.083,5552.3877,6491.522,6904.948,5694.857,6775.1807,6607.336,5777.103,8040.904,7956.647,5989.47,8638.1
T000019,1982-03-31,1982-01-31,6427.2363,8454.604,7163.1934,7596.6177,6180.744,7611.7925,7727.704,6648.207,9313.089,7931.298,5858.84,9839.43
T000019,1982-04-30,1982-01-31,6584.0938,8382.327,6955.006,7840.1753,6700.9766,7333.9336,7367.731,6449.3916,9052.098,8503.567,4274.57,9447.45
T000019,1982-05-31,1982-01-31,5946.006,6739.0586,6017.445,7947.0195,5016.5503,5910.9937,6252.1064,5655.6074,7465.5176,8432.937,5330.62,7067.82
T000019,1982-06-30,1982-01-31,6591.4795,7298.262,5561.7437,7802.9814,6294.386,7374.49,7651.0723,6595.9463,7901.2563,8538.387,7981.59,7878.69
T000019,1982-07-31,1982-01-31,6644.406,6709.3057,4183.452,7449.01,5736.343,7423.527,5309.0967,5647.0903,8223.225,8783.636,6128.42,6494.98
T000020,1982-02-28,1982-01-31,8819.421,8792.881,8275.825,10323.101,10086.495,9426.369,9284.187,9440.411,10041.452,10085.15,9994.74,10395.2
T000020,1982-03-31,1982-01-31,9815.58,11331.281,8875.393,10214.968,10344.352,9756.857,9701.489,10112.539,10020.202,10067.136,10022.7,11084.3
T000020,1982-04-30,1982-01-31,9303.762,10790.666,8194.562,10130.0,9342.455,9570.356,8994.972,9392.82,10170.976,10259.511,9421.18,10260.1
T000020,1982-05-31,1982-01-31,9374.242,9275.52,7375.4883,10352.3125,9918.832,8819.831,8428.238,9222.668,10078.845,10249.844,8935.15,9426.45
T000020,1982-06-30,1982-01-31,10325.163,10087.666,6952.314,10457.548,10898.855,10150.535,10174.348,10539.467,10004.286,10275.782,10642.5,11081.8
T000020,1982-07-31,1982-01-31,9584.841,9617.422,7671.13,10383.525,9875.192,9316.276,8601.658,9800.537,9845.826,10367.926,9329.66,9477.98
T000021,1981-02-28,1981-01-31,1645.9988,1994.3535,2329.6687,2082.2383,1739.4832,1860.8098,2090.048,1725.6248,2565.2952,2803.676,2033.23,3032.52
T000021,1981-03-31,1981-01-31,1691.0564,2145.099,2311.583,2279.2888,2164.522,1794.3286,2530.2905,1893.5144,2742.731,2792.2422,1756.23,3326.0
T000021,1981-04-30,1981-01-31,1977.6401,2335.595,2384.813,2469.0679,2380.947,1707.1094,2187.203,2196.154,3009.8333,2995.2563,2491.0,3066.12
T000021,1981-05-31,1981-01-31,2047.4022,2579.158,2998.052,2585.2107,2907.0393,1793.0105,2216.454,2232.6306,3180.2437,2973.7866,2369.0,3138.41
T000021,1981-06-30,1981-01-31,1985.6321,2004.6237,2360.5403,2631.4382,2835.4146,1713.7141,2459.4072,2246.2112,2856.9832,3008.7715,2365.0,2808.51
T000021,1981-07-31,1981-01-31,1981.3325,2000.6187,1520.3788,2585.1016,2243.5806,1673.9647,1858.2703,1753.946,2782.4358,3098.2324,2149.0,2352.03
T000022,1981-06-30,1981-05-31,43.76871,39.9521,43.53556,38.05389,42.67153,38.831978,49.878365,40.02874,41.568783,40.8217,44.24,41.92
T000022,1981-07-31,1981-05-31,33.93466,39.741295,26.120516,38.141712,36.845665,32.70204,34.568047,32.568867,29.654037,40.833225,27.36,26.91
T000022,1981-08-31,1981-05-31,45.0496,42.828857,45.29259,38.27814,42.8815,39.14353,42.81294,41.2168,40.882065,41.92621,41.49,41.6
T000022,1981-09-30,1981-05-31,47.261944,43.580486,41.380375,38.36306,40.69175,38.1017,42.215557,39.113995,38.297867,41.68423,38.35,38.31
T000022,1981-10-31,1981-05-31,45.209282,35.370537,34.731674,38.45074,41.403168,38.645958,42.930916,39.38677,40.654762,41.94885,37.71,41.02
T000022,1981-11-30,1981-05-31,44.62658,42.71726,43.846527,38.508213,41.91452,38.329487,40.372528,38.234528,37.795864,42.369923,39.27,35.6
T000023,1983-07-31,1983-06-30,681.3771,696.20593,679.70844,672.1216,664.9191,665.1693,744.95874,674.1128,683.14935,682.54553,680.0,676.0
T000023,1983-08-31,1983-06-30,698.6581,760.0426,668.3545,670.9802,663.5258,670.6447,792.1014,678.879,681.8878,682.435,693.0,680.0
T000023,1983-09-30,1983-06-30,704.97876,708.9034,684.7502,671.9906,676.766,668.7767,693.0128,686.4818,685.7896,685.45044,668.0,688.0
T000023,1983-10-31,1983-06-30,700.51196,754.1017,678.294,673.17206,666.74054,672.54114,644.8562,681.873,686.4648,685.104,685.0,686.0
T000023,1983-11-30,1983-06-30,706.8175,627.92957,675.41833,674.1303,668.7055,663.6525,753.93854,680.678,677.42194,685.6733,679.0,677.0
T000023,1983-12-31,1983-06-30,701.10443,729.4889,668.5848,674.27246,668.8759,670.694,708.73114,682.26135,682.0013,686.9035,644.0,694.0
T000024,1983-03-31,1983-02-28,1085.924,939.4148,837.16223,1296.426,1138.7502,1184.698,1136.3152,1184.2517,926.5896,1128.6343,1028.0,722.0
T000024,1983-04-30,1983-02-28,741.1164,1233.4866,883.7189,1383.0477,1401.1881,1111.2386,961.8745,1240.9631,904.2497,1130.2593,1035.0,677.0
T000024,1983-05-31,1983-02-28,1394.0527,1110.416,1182.126,1491.5035,1496.6376,1318.9811,1254.0984,1500.0278,1253.5923,1240.5464,1635.0,957.0
T000024,1983-06-30,1983-02-28,1907.5823,1780.2515,1785.652,1541.9098,2422.1099,2007.8491,1572.1705,2160.3523,1689.3147,1219.4943,1612.0,1734.0
T000024,1983-07-31,1983-02-28,1807.0823,1994.5792,1874.7009,1523.2319,2620.3496,2360.4907,2051.6484,2317.4573,2293.0808,1246.1196,1855.0,2323.0
T000024,1983-08-31,1983-02-28,1746.1443,1883.3818,1699.4529,1471.3137,2098.6882,1970.479,1971.0769,2090.1465,1626.3369,1285.504,1421.0,1763.0
T000025,1981-06-30,1981-05-31,4970.1045,4525.342,3755.4377,3151.9402,3539.6418,3466.7576,4175.5864,3204.3044,3929.8455,4808.2446,4389.0,3966.0
T000025,1981-07-31,1981-05-31,4322.99,3298.1313,3852.3071,2966.486,4070.3347,3470.5754,4902.9297,3149.9316,4060.9185,4785.2915,5289.0,4225.0
T000025,1981-08-31,1981-05-31,3125.516,3390.285,3374.9194,2727.5947,3751.9648,3503.7212,3765.0815,3552.8933,4369.236,5305.495,5114.0,4634.0
T000025,1981-09-30,1981-05-31,3046.0535,4010.0469,3189.3635,2569.1367,3565.115,3645.0137,2947.5007,3213.505,3786.5261,5241.2236,6090.0,3475.0
T000025,1981-10-31,1981-05-31,2036.739,1579.4653,3026.9768,2618.0354,1850.999,2267.89,2587.4238,1585.4265,2660.6118,5337.1553,3673.0,1548.0
T000025,1981-11-30,1981-05-31,2085.931,1578.4031,482.68823,2717.127,2053.711,2465.1685,675.55005,659.8342,2642.8403,5559.978,2436.0,856.0
T000026,1982-06-30,1982-05-31,3142.1826,3338.511,2976.589,3394.9155,3551.7944,3125.713,3304.0034,2915.7632,3785.6738,3922.04,2496.0,4109.0
T000026,1982-07-31,1982-05-31,3532.962,3964.391,2698.9436,3488.912,3114.15,2987.5715,2571.9,2808.8179,3808.246,3912.3564,3514.0,3511.0
T000026,1982-08-31,1982-05-31,3088.7454,3114.412,2167.0005,3465.638,3268.6487,2803.4595,2673.8289,2711.0347,3661.1497,4040.8154,5800.0,3667.0
T000026,1982-09-30,1982-05-31,3420.2122,3713.8306,3042.9565,3428.6465,3429.0686,2768.214,3092.0808,3205.474,3399.864,4030.8564,4776.0,4416.0
T000026,1982-10-31,1982-05-31,3464.3188,2471.7974,2134.9849,3405.6187,3176.1506,2805.2651,2509.2883,2771.7773,3741.9514,4050.537,4578.0,4065.0
T000026,1982-11-30,1982-05-31,2926.0225,2372.6458,1747.8745,3389.6516,2929.629,2581.7656,1783.8254,1955.004,3639.2578,4109.636,4037.0,1732.0
T000027,1982-06-30,1982-05-31,2106.4146,1909.5137,2232.1558,1987.761,2105.4631,1942.4678,2328.335,2468.3315,2233.7515,1972.304,844.0,2402.0
T000027,1982-07-31,1982-05-31,1990.9718,2249.3875,2170.7808,2104.008,1918.3682,1901.2507,2377.4397,2434.493,2178.5427,1970.3309,1056.0,2138.0
T000027,1982-08-31,1982-05-31,2331.931,2440.2422,2959.3054,2176.7036,1855.0765,1972.8522,2813.332,2647.562,2158.2854,2094.202,1495.0,2532.0
T000027,1982-09-30,1982-05-31,2363.569,2206.934,2406.9211,2185.6382,2098.6016,1855.1633,2086.04,2433.3862,2187.9192,2073.649,1478.0,1966.0
T000027,1982-10-31,1982-05-31,2130.9548,1906.3413,2178.914,2142.0786,1821.0054,1833.9631,2146.9868,2416.6792,1490.4844,2100.006,1354.0,1479.0
T000027,1982-11-30,1982-05-31,2170.602,2254.8176,2146.4478,2084.059,2211.8052,2023.1449,2094.6965,2762.297,2127.4814,2149.647,817.0,2509.0
T000028,1982-06-30,1982-05-31,157.18217,163.2617,208.75452,169.66194,160.49078,179.89966,201.90341,149.62483,182.08398,183.45987,123.0,182.0
T000028,1982-07-31,1982-05-31,121.19969,136.84071,72.38971,170.08023,106.530716,119.653336,144.76625,96.44783,133.48027,183.22223,134.0,105.0
T000028,1982-08-31,1982-05-31,206.03099,194.5028,243.64299,166.69519,177.89998,192.53302,167.76794,180.97906,189.23361,191.43674,115.0,181.0
T000028,1982-09-30,1982-05-31,207.72932,202.62968,211.57327,162.41632,206.92383,206.97058,155.33022,175.20726,177.17175,190.0491,136.0,152.0
