unique_id,ds,cutoff,TFT,NBEATS,TiDE,NLinear,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
0,2019-06-30,2019-06-18,-0.5909582,-0.56494737,-0.54862225,-0.5337204,-0.54058486,-0.5893237,-0.5366343,-0.5458799,-0.55460024,-0.5380835,-0.5545917104963091,-0.6424914985072764
0,2019-07-01,2019-06-18,-0.59994584,-0.58960724,-0.53921336,-0.5666503,-0.53545827,-0.59461087,-0.57056546,-0.5487698,-0.5630591,-0.5622776,-0.5376879051095846,-0.667847206587363
0,2019-07-02,2019-06-18,-0.60819083,-0.6018655,-0.59669226,-0.59808385,-0.59611726,-0.6083247,-0.6036363,-0.58825135,-0.5909077,-0.5829571,-0.5917800823471029,-0.6357299763525864
1,2019-06-19,2019-06-18,-0.85876775,-0.8632586,-0.86647815,-0.8781463,-0.8596829,-0.8729551,-0.8841817,-0.85989356,-0.8473062,-0.86210984,-0.8410844641167246,-0.21144605176331
1,2019-06-20,2019-06-18,-0.865224,-0.85576904,-0.8424276,-0.8703596,-0.855878,-0.8609768,-0.8733587,-0.87659085,-0.8394687,-0.8546929,-0.826810545448763,-0.12580253975554076
1,2019-06-21,2019-06-18,-0.8599767,-0.84845537,-0.82470465,-0.85524774,-0.84051,-0.8631926,-0.84900665,-0.8489096,-0.8328871,-0.84066397,-0.8410844641167246,-0.14324844034971598
1,2019-06-22,2019-06-18,-0.85911226,-0.8274609,-0.81964093,-0.8192219,-0.8216481,-0.84200615,-0.8158532,-0.8607858,-0.82530934,-0.8253095,-0.7966767171497331,-0.14166244938660913
1,2019-06-23,2019-06-18,-0.85687214,-0.8555398,-0.8444207,-0.8754182,-0.84086585,-0.87174225,-0.86399555,-0.89512974,-0.86544037,-0.850227,-0.8442564460429383,-0.20193010598466898
1,2019-06-24,2019-06-18,-0.8460354,-0.82571346,-0.8173291,-0.852122,-0.8428149,-0.82939905,-0.8438258,-0.8812298,-0.8284628,-0.8463837,-0.6967592864740023,-0.08139479278854929
1,2019-06-25,2019-06-18,-0.8445686,-0.8155583,-0.8258803,-0.82222134,-0.83756346,-0.8273023,-0.8088333,-0.85664314,-0.82743555,-0.83325994,-0.8426704550798313,-0.18924217827981427
1,2019-06-26,2019-06-18,-0.86068624,-0.83623546,-0.84126925,-0.866176,-0.8377604,-0.8738245,-0.8415025,-0.87770677,-0.8495119,-0.850066,-0.8299825273749767,-0.14166244938660913
1,2019-06-27,2019-06-18,-0.8610811,-0.8346497,-0.82308453,-0.8602896,-0.83836937,-0.8563875,-0.8457275,-0.8848187,-0.83752793,-0.8434179,-0.885492211083716,-0.19241416020602795
1,2019-06-28,2019-06-18,-0.8576543,-0.84021485,-0.82142365,-0.85432,-0.83155614,-0.858215,-0.849694,-0.8561564,-0.83153665,-0.8414935,-0.9203840122720665,-0.17338226864874592
1,2019-06-29,2019-06-18,-0.85997117,-0.827894,-0.81972194,-0.816417,-0.8258312,-0.83400947,-0.814545,-0.8638386,-0.81977,-0.8284443,-0.7855747804079852,-0.1940001511691348
1,2019-06-30,2019-06-18,-0.86102366,-0.8566874,-0.8461242,-0.8785837,-0.84768844,-0.86329675,-0.87137973,-0.886603,-0.84140193,-0.8480215,-0.7935047352235194,-0.19717213309534845
1,2019-07-01,2019-06-18,-0.84787846,-0.837745,-0.82492745,-0.85867226,-0.8393315,-0.81863636,-0.85715485,-0.87186074,-0.83284634,-0.83473146,-0.6777273949167203,-0.09884069338272454
1,2019-07-02,2019-06-18,-0.844574,-0.8174266,-0.80455166,-0.8194886,-0.82371235,-0.831888,-0.810307,-0.852587,-0.82646096,-0.82635325,-0.9489318496079895,-0.31770744629146813
10,2019-06-19,2019-06-18,0.23966041,0.2846361,0.22536765,0.27996767,0.23462296,0.2766489,0.3065896,0.26716295,0.26216367,0.2871684,0.40739913373450193,0.7052061749649926
10,2019-06-20,2019-06-18,0.22674996,0.2794263,0.2362333,0.24301204,0.25297922,0.2632037,0.25787622,0.22351222,0.21349606,0.2674925,0.19386166735769406,0.7068424773893359
10,2019-06-21,2019-06-18,0.12946436,0.046969637,0.03948353,0.030764412,0.05366463,0.14105794,0.04677437,0.009774543,0.077963285,0.024710575,-0.01885764780694212,0.8811086855819031
10,2019-06-22,2019-06-18,0.041774504,0.023001865,0.042626448,0.012614537,-0.012207616,0.04912827,0.0030753314,0.054228786,0.049227394,0.008551348,0.38040014373283654,0.488396103739498
10,2019-06-23,2019-06-18,0.119944006,0.13531351,0.1327287,0.0933111,0.12856445,0.102557674,0.10732591,0.12201142,0.094722874,0.1161409,0.5914831564731293,0.8402011249733193
10,2019-06-24,2019-06-18,0.15544741,0.15669425,0.12202008,0.11180221,0.15086398,0.16328135,0.1286233,0.10862422,0.12500057,0.13191086,0.3836727485815232,0.9220162461904872
10,2019-06-25,2019-06-18,0.16159883,0.18050775,0.18520387,0.19662148,0.1885879,0.21177539,0.23117298,0.18180107,0.19348603,0.1852558,0.26504082281663,0.5685749225323223
10,2019-06-26,2019-06-18,0.17097618,0.21114272,0.17759494,0.22265786,0.180297,0.21391247,0.26284248,0.19697416,0.19119284,0.23265079,0.27322233493834686,0.7084787798136792
10,2019-06-27,2019-06-18,0.19148639,0.23655948,0.22863407,0.22008389,0.21360329,0.20851088,0.2454687,0.19441234,0.17998615,0.2289058,0.26095006675577165,0.9915590992250797
10,2019-06-28,2019-06-18,0.12401648,0.011210617,0.063787855,0.01545894,0.0433082,0.08871462,0.04775187,-0.004362073,0.02612961,-0.0028550178,-0.05567445235466759,0.9162891877052853
10,2019-06-29,2019-06-18,0.039672382,0.006170403,0.04645676,0.0032002367,-0.020465694,0.0006400421,0.031946313,0.05100746,0.028289273,-0.018525101,0.5734838298053525,0.5890287028366143
10,2019-06-30,2019-06-18,0.10712827,0.13558257,0.12681696,0.112187736,0.12916395,0.05530546,0.13160712,0.13581342,0.07940223,0.09466577,0.5767564346540391,1.0365574158945219
10,2019-07-01,2019-06-18,0.13770601,0.1551735,0.1677957,0.12120277,0.14896032,0.13212587,0.14964144,0.12586187,0.107359745,0.13188532,0.5890287028366142,0.9228343974026587
10,2019-07-02,2019-06-18,0.15184271,0.20682001,0.2083851,0.209066,0.19752364,0.2090476,0.20997813,0.1834611,0.2013692,0.18356892,2.168060542327952,0.3910361094910684
100,2019-06-19,2019-06-18,0.16657408,0.17991792,0.23903868,0.22101873,0.25585195,0.19935909,0.19983009,0.21588486,0.14913632,0.22171023,0.43060369317627895,-0.10632252997193802
100,2019-06-20,2019-06-18,0.23055944,0.48417377,0.47479054,0.45913076,0.5152903,0.28462428,0.47742373,0.5337672,0.39515752,0.50252134,0.4592205106997566,0.008908987474231569
100,2019-06-21,2019-06-18,0.34947714,0.5794114,0.5669204,0.5096096,0.5655364,0.3089084,0.49053854,0.584523,0.41848654,0.586461,0.511698828888211,0.38050303341707475
100,2019-06-22,2019-06-18,0.0950773,0.16982965,0.14919204,0.18044686,0.16191731,0.24093622,0.18511514,0.14823559,0.12309724,0.25043246,0.08567338819002912,0.35324487785316877
100,2019-06-23,2019-06-18,0.023491025,0.0054066256,-0.05395772,-0.039683804,-0.013038218,-0.0016365051,-0.03409844,-0.053639676,-0.08429076,0.024824198,0.23716419668226693,0.06894486281280339
100,2019-06-24,2019-06-18,0.08727594,0.013187371,-0.00632561,-0.03271974,0.00391577,0.03189607,-0.011850558,-0.019175448,-0.05725139,0.057493776,-0.15132820738274855,-0.20338194370883692
100,2019-06-25,2019-06-18,0.13926026,0.10476757,0.095586434,0.0691108,0.111576706,0.16124049,0.068610355,0.10058565,0.11366595,0.09890929,-1.7106475551086235,-1.3992592172492986
100,2019-06-26,2019-06-18,0.16247754,0.16345721,0.16465114,0.1490525,0.19731566,0.21442693,0.169812,0.1938726,0.08750322,0.19463956,-0.2853262431455014,-0.3147073080212381
100,2019-06-27,2019-06-18,0.22202095,0.5168491,0.43350914,0.42125744,0.48405102,0.29908112,0.40868008,0.5263571,0.3531089,0.49683794,0.41913998289239324,0.09076837053842284
100,2019-06-28,2019-06-18,0.3370591,0.59939206,0.55395347,0.49084264,0.55660087,0.2923582,0.49781862,0.57677597,0.44653124,0.5868474,0.5405703955291085,0.3062012075030008
100,2019-06-29,2019-06-18,0.16072235,0.17516732,0.17023724,0.16552736,0.19000785,0.21966657,0.15376008,0.1714774,0.16508082,0.25019708,0.1696556805660511,0.44402048002704886
100,2019-06-30,2019-06-18,0.040691867,0.025714647,-0.09264168,-0.039596863,0.011766383,-0.024024382,-0.06609988,-0.024981845,-0.088185,0.045175474,0.14825675470279778,0.10511923748639825
100,2019-07-01,2019-06-18,0.111555204,0.037327845,0.023520246,-0.032083817,0.045829903,0.042060822,-0.029718995,0.04353239,-0.042230073,0.05342982,0.037950386860075395,-0.27292845276441025
100,2019-07-02,2019-06-18,0.16641071,0.15051219,0.11510214,0.07373583,0.17894499,0.15195268,0.047605835,0.144151,0.08207622,0.121338576,-0.580155888372547,-0.3878203047206869
101,2019-06-19,2019-06-18,0.12741163,0.18074884,0.18658012,0.18666263,0.203523,0.12637018,0.19291621,0.15879701,0.0752739,0.18001306,0.13248483846791737,-0.12048054017582592
101,2019-06-20,2019-06-18,0.3167376,0.37501913,0.30104154,0.3217578,0.35873997,0.23882914,0.34241232,0.33176765,0.22631359,0.363205,0.310418113276652,0.06870755020816006
101,2019-06-21,2019-06-18,0.275052,0.34403145,0.30686793,0.291008,0.3334795,0.2007437,0.29970044,0.30066442,0.21268249,0.33160046,0.2707582869638618,0.26218318938271795
101,2019-06-22,2019-06-18,0.02148896,0.012318719,0.00896804,0.032597616,0.07035193,0.03620103,0.045780823,-0.0011126883,-0.05205748,0.07823411,0.0965766173468775,0.25146431740628805
101,2019-06-23,2019-06-18,0.0019434914,0.002350383,-0.07240145,-0.03137813,-0.028234923,-0.0145107545,-0.02434381,-0.07546434,-0.08193379,0.020237314,0.1072954893233073,0.0654918886152311
101,2019-06-24,2019-06-18,0.040947594,0.002236886,-0.043053325,-0.040530417,-0.009516064,-0.0109859,-0.028594732,-0.0502372,-0.10092494,0.012542894,-0.42596839150407523,-0.5578105168141617
101,2019-06-25,2019-06-18,0.04332566,0.051577143,0.0335669,0.036066618,0.04911983,0.060545757,0.04721915,0.024596043,0.10280892,0.050425757,-1.5718158057844205,-1.5927176061384587
101,2019-06-26,2019-06-18,0.066315845,0.11383853,0.06632154,0.10071246,0.12136712,0.10592954,0.1232232,0.092291266,0.02956634,0.118847236,-0.2592899322705918,-0.4152495195276453
101,2019-06-27,2019-06-18,0.2446092,0.33888206,0.243573,0.28295612,0.3234121,0.2366973,0.27910918,0.30984628,0.21445328,0.32864246,0.3286401956365827,-0.002037004836276677
101,2019-06-28,2019-06-18,0.24829577,0.32258716,0.276735,0.2698509,0.3136629,0.1882949,0.2812186,0.27633372,0.21688226,0.31005594,0.30398679009079416,0.20376533711117548
101,2019-06-29,2019-06-18,0.017775979,0.019170202,0.022397934,0.019970302,0.08072218,0.03301431,0.021796318,0.008424112,-0.027983472,0.050625414,0.13623644365966778,0.31202594407311646
101,2019-06-30,2019-06-18,-0.0321027,-0.0005114544,-0.09132445,-0.033892404,-0.013688665,-0.019574847,-0.05128439,-0.06476575,-0.087574914,0.0066715013,0.24985648660982362,0.07299509899873201
101,2019-07-01,2019-06-18,0.0021082722,-0.006547821,-0.046796784,-0.043574043,0.013427768,0.0025584772,-0.05046523,-0.021698352,-0.108680986,0.003346235,-0.2721525786423075,-0.5454838140412674
101,2019-07-02,2019-06-18,0.012824941,0.064664885,0.036610387,0.019925276,0.07466647,0.048475605,0.0059465207,0.03132852,0.0020037657,0.04889997,-1.5300122050763445,-0.7169857656641442
102,2019-06-19,2019-06-18,0.035446223,0.008202098,0.030006457,0.0045000836,0.03681004,0.042029846,-0.019121394,0.009137936,0.0031158775,0.0054100454,0.21588539226584,-0.2303041375326511
102,2019-06-20,2019-06-18,0.08918668,0.12446913,0.12349258,0.16170864,0.10715504,0.04113168,0.16636471,0.08953884,0.05874402,0.09955358,0.47683378153427164,0.006482363840555301
102,2019-06-21,2019-06-18,0.23563068,0.18626979,0.15519875,0.2105634,0.110518456,0.05677268,0.1863302,0.10952473,0.10588543,0.15062048,0.48005536658696824,0.26635689142475477
102,2019-06-22,2019-06-18,0.0134997815,0.007973865,0.0025572153,0.042542398,-0.012230502,0.036725186,0.050724365,-0.041265495,-0.031003587,0.0432694,0.29642501858325715,0.034402767630593294
102,2019-06-23,2019-06-18,-0.07890226,-0.07037748,-0.10881287,-0.11704808,-0.08686651,-0.05801551,-0.11127434,-0.14455856,-0.11689549,-0.07772636,0.3576351345844942,-0.020364178265250374
102,2019-06-24,2019-06-18,-0.030519277,-0.06932976,-0.10306767,-0.118966766,-0.06767069,-0.03690663,-0.11073088,-0.11066163,-0.072253816,-0.074535616,-0.6834737682786517,-0.7312606132269859
102,2019-06-25,2019-06-18,0.036783,0.0018879473,-0.03873451,-0.021441989,0.03817786,0.045123,-0.036734678,-0.039323445,-0.0007847622,0.010765143,-2.127280802728883,-1.9291533219880372
102,2019-06-26,2019-06-18,0.045619767,0.019484647,0.0058525447,0.003094852,0.048632674,0.04984511,-0.0005636439,-0.00039054453,0.014284253,0.031753384,-0.44990885195814195,-0.7119311029108059
102,2019-06-27,2019-06-18,0.08864894,0.17852637,0.1250103,0.1713001,0.1377541,0.05822078,0.16172746,0.090923205,0.098673865,0.13870706,0.1675616164753897,-0.159429266373324
102,2019-06-28,2019-06-18,0.27467114,0.23635957,0.16798978,0.2463735,0.1491706,0.084308214,0.24411723,0.113839224,0.16176191,0.21176806,0.14447359026439674,-0.11056855974075763
102,2019-06-29,2019-06-18,0.12001229,0.073694006,0.06463571,0.08223352,0.057685543,0.060783654,0.068444364,-0.026695546,0.0047770515,0.10435625,0.050510692894076746,-0.09499756531939026
102,2019-06-30,2019-06-18,-0.0136804655,-0.01847066,-0.09849168,-0.10087109,-0.054202236,-0.0056699365,-0.113258906,-0.11699133,-0.09842039,-0.0352102,0.06447089478909573,-0.22010245153244493
102,2019-07-01,2019-06-18,0.011284679,-0.025877267,-0.07862516,-0.11341607,-0.016733035,0.0060065165,-0.11448965,-0.08586304,-0.080690004,-0.04303979,-0.5621273979604098,-0.5385024409073008
102,2019-07-02,2019-06-18,0.059892125,0.06494208,0.018133543,-0.027773418,0.071438715,0.08444299,-0.040581055,-0.034044895,0.015842564,0.030394845,-1.8974744023031866,-0.6716612897520972
103,2019-06-19,2019-06-18,0.29872495,0.3967742,0.12884566,0.23775157,0.22163542,0.22540419,0.3836899,0.11544584,0.300591,0.33751267,0.31258106571654926,0.0103695006233295
103,2019-06-20,2019-06-18,-0.88030744,-0.8211149,-0.82791746,-0.789318,-0.8683417,-0.6295454,-0.7329703,-0.9663648,-0.8860509,-0.8854256,-0.9926454666170331,-0.38663800319288355
103,2019-06-21,2019-06-18,-1.060958,-1.0431828,-0.99628365,-0.9388598,-1.1980705,-0.8764952,-0.8115366,-1.1347365,-0.9802272,-0.9824536,-1.1321988193053396,-1.0869132942607898
103,2019-06-22,2019-06-18,0.20355673,-0.092064194,0.036785662,-0.27404577,-0.010876216,-0.28214753,-0.23182404,-0.15608856,-0.046176106,-0.26361045,-0.17064057178506029,-1.1376119578675161
103,2019-06-23,2019-06-18,0.39054674,0.2225151,0.35945636,0.15914261,0.29110813,0.18980001,0.215592,0.13282116,0.23932861,0.09287257,0.2072229054088213,-0.5729952002785453
103,2019-06-24,2019-06-18,0.38650465,0.37475458,0.46287537,0.38853338,0.5157102,0.37164658,0.4140086,0.31487745,0.4524576,0.25170848,-0.8702557240039207,-0.9809610089889205
103,2019-06-25,2019-06-18,0.35064715,0.38978136,0.43503124,0.34502578,0.46606725,0.44259185,0.4880447,0.32853687,0.3701262,0.37209553,-1.1120645844094392,-1.2600677143655332
103,2019-06-26,2019-06-18,0.32844537,0.3818527,0.29570138,0.21109071,0.34001595,0.186473,0.3973613,0.1584843,0.3837421,0.3492802,-0.8181047549292934,-0.8775172513434257
103,2019-06-27,2019-06-18,-0.7749737,-0.85261464,-0.7430844,-0.82165056,-0.8097516,-0.5741884,-0.65032464,-0.90197945,-0.93330187,-0.92894757,-1.1555677345615651,-0.8054961029125165
103,2019-06-28,2019-06-18,-1.0646464,-1.0544282,-0.93525726,-1.0046426,-1.1577158,-0.8322606,-0.89569104,-1.148563,-1.0186459,-0.9921177,-1.1818412607535924,-1.2551826868825935
103,2019-06-29,2019-06-18,0.13217537,-0.082243875,0.08428761,-0.32568613,0.011731498,-0.29490113,-0.19378203,-0.14767152,-0.23007867,-0.24485263,-0.7485921341247587,-1.2939988512064933
103,2019-06-30,2019-06-18,0.38383335,0.26152167,0.48277587,0.14046848,0.35754925,0.21126105,0.240482,0.13335395,0.19523053,0.12499184,-0.7006000397991206,-0.7661518275093799
103,2019-07-01,2019-06-18,0.3676321,0.37964663,0.57567,0.36332303,0.48678792,0.3365699,0.39748493,0.31795317,0.44477856,0.3040056,-0.8019313531276685,-0.9152111796239475
103,2019-07-02,2019-06-18,0.34250754,0.47018716,0.45235223,0.3384699,0.45722115,0.40844733,0.45947364,0.37029165,0.36563504,0.39376858,-1.118864014554612,-1.2258065081000502
104,2019-06-19,2019-06-18,0.014851114,0.0077973455,0.028460339,0.004309252,0.004017785,0.014481321,0.0146570355,0.04075604,0.011792541,0.0021971166,0.036192227267962236,0.752651917284897
104,2019-06-20,2019-06-18,-0.1480338,-0.1016566,-0.024164498,-0.13471931,-0.03130403,-0.07187545,-0.13287254,-0.07035585,-0.0218094,-0.08934754,-0.24000221174071967,0.5106603277996365
104,2019-06-21,2019-06-18,-0.25775015,-0.2666822,-0.21168149,-0.30788326,-0.23835546,-0.17353097,-0.2950428,-0.29841486,-0.11700702,-0.23424327,-0.3536688244426167,0.2360088744837405
104,2019-06-22,2019-06-18,-0.04988834,-0.13697778,-0.08391601,-0.17021015,-0.114934325,-0.105444,-0.18777321,-0.048967853,-0.023259401,-0.13442609,-0.12427828478177473,0.15705943986952695
104,2019-06-23,2019-06-18,0.045080677,-0.054433897,0.04558742,-0.017425895,0.02579242,0.035449225,-0.013035864,0.015527651,0.0904178,-0.041760117,-0.1337933632206213,0.6852748753665779
104,2019-06-24,2019-06-18,0.054242935,0.00468193,0.07674131,0.078102134,0.05033824,0.054142702,0.07147151,0.07428931,0.0980885,0.0056239516,-0.2757480469569271,0.11642748329283072
104,2019-06-25,2019-06-18,0.054686036,-0.0019119084,0.04702796,0.05380611,0.04339008,0.05065735,0.10673799,0.081944525,0.062114656,0.0115651935,-0.393272123890789,0.16040257553722978
104,2019-06-26,2019-06-18,0.031238882,0.016500711,0.10228133,0.06287061,0.04793699,0.04241916,0.12231885,0.2717237,0.11809033,0.01716204,-0.07978886397311369,0.660072775717741
104,2019-06-27,2019-06-18,-0.15118314,-0.10405542,0.007552877,-0.10975775,-0.0043758154,-0.064116396,-0.051400363,0.13383874,0.047463953,-0.0916037,-0.21428578352762082,0.7300214604573699
104,2019-06-28,2019-06-18,-0.23563194,-0.25458848,-0.20891905,-0.30854648,-0.23712239,-0.16862042,-0.28046358,-0.13243161,-0.09733051,-0.2410945,-0.22688683335203927,0.5044883850284928
104,2019-06-29,2019-06-18,-0.039609976,-0.124113366,-0.09491512,-0.16889584,-0.12591916,-0.08125897,-0.13652475,0.08729917,-0.01217705,-0.13813576,-0.10061917082572376,0.19100512511081746
104,2019-06-30,2019-06-18,0.03568481,-0.06466846,0.039961293,-0.061636746,0.015996799,0.04677641,-0.025346622,0.14943522,0.11525464,-0.044898376,-0.1908838338537008,0.6724166612600285
104,2019-07-01,2019-06-18,0.048918642,-0.00237827,0.0719966,0.048746213,0.038656652,0.052323055,0.0569911,0.19719425,0.12928861,0.006762013,-0.277548196931844,0.1465157043021564
104,2019-07-02,2019-06-18,0.043508787,-0.012206972,0.024981052,0.037608847,0.007417962,0.06414982,0.08474973,0.16312702,0.07240778,-0.006718397,-0.29529253239888226,0.05805119124909627
105,2019-06-19,2019-06-18,-0.2098177,-0.28995353,-0.19083068,-0.36200464,-0.27379712,-0.1752172,-0.4658137,-0.29996666,-0.29130125,-0.34194058,-0.29845016930059104,-0.3472240856994628
105,2019-06-20,2019-06-18,0.16402723,-0.09932983,-0.1389148,-0.1363777,-0.06293016,0.03596136,-0.14224617,-0.042084545,0.017524123,0.008281432,-0.06433537058600684,-0.29845016930059104
105,2019-06-21,2019-06-18,1.5978189,1.3144964,1.2596116,1.0095521,0.98084605,1.0735298,0.90441334,1.1299603,1.017946,1.322327,1.486675170898114,0.003948112372413604
105,2019-06-22,2019-06-18,0.77405876,0.63133097,0.6769803,0.54991126,0.28606027,0.7334249,0.6032356,0.6093012,0.6388027,0.8293902,0.40389422684316173,1.5647134371363085
105,2019-06-23,2019-06-18,-0.31459296,-0.21423568,-0.21956372,-0.23664482,-0.35580274,-0.28136772,-0.23074321,-0.2812563,-0.21720223,-0.16207768,-0.3082049525803654,0.35512031044429
105,2019-06-24,2019-06-18,-0.32635856,-0.28307092,-0.30271932,-0.37644768,-0.39433542,-0.42792708,-0.37267488,-0.32897928,-0.35212806,-0.19409068,-0.09359972042532984,-0.16188320338375026
105,2019-06-25,2019-06-18,-0.35233176,-0.32887882,-0.35987413,-0.33241975,-0.4065304,-0.28988367,-0.45159185,-0.23834997,-0.2953151,-0.20397146,1.7500543194520208,1.330598638421724
105,2019-06-26,2019-06-18,-0.32413417,-0.20563354,-0.33744067,-0.35361487,-0.2652056,-0.23698162,-0.41936004,-0.28020656,-0.25790894,-0.24313016,0.36487509372406435,0.23806291108699784
105,2019-06-27,2019-06-18,-0.046518162,-0.018246114,-0.14103398,-0.109084785,0.008456975,-0.08833273,-0.25753874,0.037556887,0.014138658,0.06384716,-0.05458058730623246,-0.32771451913991406
105,2019-06-28,2019-06-18,1.4984926,1.3522382,1.4297707,1.0462832,1.0507315,1.1007777,0.96418226,1.1502119,1.0921121,1.4012305,1.379372554820596,-0.14237363682420157
105,2019-06-29,2019-06-18,0.7785102,0.7151378,0.781448,0.6018167,0.43610153,0.73288053,0.5245048,0.69215155,0.82788014,0.92373776,0.36487509372406435,1.496429954177888
105,2019-06-30,2019-06-18,-0.28893024,-0.17338808,-0.29760697,-0.1909302,-0.2399039,-0.26407897,-0.2583514,-0.15401658,-0.11990793,-0.035466254,-0.2204119030623963,0.36487509372406435
105,2019-07-01,2019-06-18,-0.3342132,-0.21822874,-0.1644477,-0.3561142,-0.18302253,-0.25911558,-0.3773439,-0.15022337,-0.34345984,-0.1486051,-0.09359972042532987,-0.1521284201039759
105,2019-07-02,2019-06-18,-0.38134432,-0.1489067,-0.23509774,-0.3193528,-0.21791783,-0.22824733,-0.37720847,-0.1613046,-0.2639446,-0.12058866,0.0917411618903827,1.408636904659919
106,2019-06-19,2019-06-18,-0.345612,-0.4229504,-0.32752186,-0.44122723,-0.46789184,-0.35268387,-0.51699936,-0.41142154,-0.4084752,-0.4086701,-0.4098156091062088,-0.3510543828199089
106,2019-06-20,2019-06-18,0.029701836,-0.09743613,-0.06452654,-0.097574785,-0.18892586,-0.21589774,-0.10879293,-0.08846764,-0.041670233,-0.038434062,-0.03819448741933765,-0.35221797145924166
106,2019-06-21,2019-06-18,0.58272773,0.7543354,0.45283148,0.52947193,0.32028484,0.3309716,0.4633894,0.35526672,0.4550805,0.7385453,0.604688235811962,0.15627026392913465
106,2019-06-22,2019-06-18,-0.08437798,0.059781164,-0.069075115,0.01873988,-0.12853877,0.05999913,0.045594484,-0.035473496,0.008486882,0.19628876,-0.1541170056128548,1.0805959892990236
106,2019-06-23,2019-06-18,-0.43523422,-0.3679171,-0.4116692,-0.39557907,-0.38775277,-0.41235024,-0.39128938,-0.388901,-0.38001484,-0.33505648,-0.4474867913046039,0.08340052539092625
106,2019-06-24,2019-06-18,-0.42620274,-0.37936306,-0.44591963,-0.4351593,-0.38527066,-0.44408804,-0.4268667,-0.35578907,-0.4138713,-0.32615712,-0.3267644699738395,-0.02961302120425922
106,2019-06-25,2019-06-18,-0.42020413,-0.37579194,-0.46023414,-0.44525984,-0.38778764,-0.38765258,-0.50589573,-0.35214514,-0.4154824,-0.38057554,0.5475269439047445,0.550145018343243
106,2019-06-26,2019-06-18,-0.3780323,-0.3440351,-0.37795952,-0.4516572,-0.3438354,-0.3712123,-0.46521553,-0.33186048,-0.3883962,-0.35173896,-0.1141186461357943,-0.05492107410974475
106,2019-06-27,2019-06-18,0.11590635,-0.023247264,-0.075382106,-0.085290395,-0.10384342,-0.26176965,-0.15382197,-0.009492442,-0.04589078,0.0052661374,-0.031067507003425043,-0.4505412114828522
106,2019-06-28,2019-06-18,0.5436199,0.81899035,0.5479826,0.54721975,0.3810846,0.34449014,0.5045454,0.37788227,0.52774394,0.7732141,0.570071473791815,-0.04924857949299799
106,2019-06-29,2019-06-18,-0.1131241,0.12203349,0.0071035177,0.024531133,-0.0682312,0.051818974,-0.025917064,-0.0028954595,0.07496163,0.20949078,0.27030195058373624,0.5908706207198865
106,2019-06-30,2019-06-18,-0.41435286,-0.35172498,-0.47765258,-0.4210533,-0.33597332,-0.39958844,-0.49087209,-0.32957625,-0.34785435,-0.30793244,-0.43105110177402994,0.09372737456500373
