unique_id,ds,cutoff,NBEATS,TiDE,NLinear,TFT,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
T000004,1992-12-31,1991-12-31,4748.9106,4673.6475,4285.7837,4452.954,4330.249,4534.3384,4374.4985,4411.868,4317.9,4344.631,4007.9,4317.9
T000004,1993-12-31,1991-12-31,5037.3584,4485.0454,4152.2114,4564.1465,4220.3735,4567.569,4458.485,4454.017,4317.9,4433.0405,4323.4,4317.9
T000004,1994-12-31,1991-12-31,5224.552,4632.5537,4205.016,4734.541,4230.0674,4632.8096,4494.0996,4512.157,4317.9,4469.7026,4819.4,4317.9
T000005,1992-12-31,1991-12-31,4132.58,4097.4424,3907.9214,3983.174,3937.8313,4056.0786,4014.828,3995.275,3950.49,3959.63,3715.59,3950.49
T000005,1993-12-31,1991-12-31,4350.3574,4017.506,3854.3398,4167.1724,3883.8513,4094.9756,4092.9795,4085.0054,3950.49,3993.3813,3958.3,3950.49
T000005,1994-12-31,1991-12-31,4392.3794,4081.3167,3919.7395,4262.633,3904.7407,4153.55,4131.922,4170.3687,3950.49,4007.5732,4140.39,3950.49
T000006,1992-12-31,1991-12-31,4753.0244,4942.3823,4772.036,4836.5195,4767.744,4913.1855,4863.0205,4923.7666,4786.4,4807.9116,4926.47,4786.4
T000006,1993-12-31,1991-12-31,4663.6484,4885.0767,4710.694,5088.2427,4717.5244,4968.167,4958.013,4971.6143,4786.4,4863.9194,5068.83,4786.4
T000006,1994-12-31,1991-12-31,4598.0107,4916.325,4770.146,5245.989,4750.371,5050.828,5007.982,5027.8125,4786.4,4880.367,5318.19,4786.4
T000007,1992-12-31,1991-12-31,8181.277,8414.786,8019.192,8923.551,7978.7397,8426.906,8100.9243,8143.7793,7991.01,8060.9014,7294.08,7991.01
T000007,1993-12-31,1991-12-31,8855.809,8379.857,7987.6562,9877.604,7905.746,8863.675,8262.017,8912.298,7991.01,8249.064,7163.37,7991.01
T000007,1994-12-31,1991-12-31,9541.183,8329.82,8153.753,10190.398,7979.311,9493.307,8347.757,9695.883,7991.01,8291.653,7478.31,7991.01
T000008,1992-12-31,1991-12-31,6630.3594,7227.849,6635.1035,7335.0137,6724.658,6751.043,6853.2007,6675.2085,6741.69,6743.779,6600.69,6741.69
T000008,1993-12-31,1991-12-31,6682.5845,7697.248,6562.6934,7798.2773,6831.268,7099.5957,7007.098,7094.828,6741.69,6852.2783,7850.17,6741.69
T000008,1994-12-31,1991-12-31,6929.217,7322.7197,6886.179,7881.527,6971.505,7588.331,7098.979,7471.175,6741.69,6887.173,8485.26,6741.69
T000009,1992-12-31,1991-12-31,8920.252,9388.374,8474.685,8885.949,8809.332,9006.04,8858.294,8601.595,8751.0,8854.653,3472.0,8751.0
T000009,1993-12-31,1991-12-31,9561.945,9303.789,8335.455,9429.796,8735.141,9030.663,9036.233,8994.993,8751.0,9129.524,3187.0,8751.0
T000009,1994-12-31,1991-12-31,9950.08,9261.526,8399.266,9783.566,8820.413,9090.762,9125.502,9336.938,8751.0,9193.128,3058.0,8751.0
T000010,1992-12-31,1991-12-31,6166.3984,6137.6084,6057.9614,6472.4883,6140.029,6207.6284,6054.065,6206.3687,5937.9,5988.384,5627.4,5937.9
T000010,1993-12-31,1991-12-31,6541.662,6375.868,6063.8906,6930.8545,6264.3853,6536.366,6173.7466,6654.8555,5937.9,6038.1323,5982.7,5937.9
T000010,1994-12-31,1991-12-31,6917.1543,6303.0923,6261.419,7078.713,6369.388,6982.8086,6252.192,7115.238,5937.9,6061.6626,5931.6,5937.9
T000011,1992-12-31,1991-12-31,7893.4062,7689.6826,7425.5005,7954.158,7744.9927,7861.4004,7402.5933,7777.036,7247.0,7614.343,8205.0,7247.0
T000011,1993-12-31,1991-12-31,8535.423,8192.947,7514.847,8594.615,7999.252,8425.115,7547.207,8364.881,7247.0,7947.109,10158.5,7247.0
T000011,1994-12-31,1991-12-31,9289.469,8116.3525,7798.806,8800.203,8171.609,9178.236,7652.9644,8939.081,7247.0,8066.654,12495.5,7247.0
T000012,1992-12-31,1991-12-31,6674.139,6746.5996,6455.433,6861.544,6460.1543,6632.02,6588.4326,6655.394,6479.2,6486.7847,6452.3,6479.2
T000012,1993-12-31,1991-12-31,7176.3447,6992.8154,6444.6094,7158.2314,6513.0503,6816.0635,6726.505,7004.495,6479.2,6558.0327,6271.6,6479.2
T000012,1994-12-31,1991-12-31,7552.534,6787.665,6548.086,7254.39,6612.3135,7071.8115,6808.887,7323.782,6479.2,6580.8037,6405.2,6479.2
T000013,1992-12-31,1991-12-31,4565.2505,4128.784,4254.9316,4505.747,4117.865,4542.5938,4160.4565,4153.8413,4084.2,4081.74,4330.2,4084.2
T000013,1993-12-31,1991-12-31,4652.771,4178.481,4140.591,4836.4053,4148.1323,4914.139,4243.9165,4395.2744,4084.2,4084.593,4552.4,4084.2
T000013,1994-12-31,1991-12-31,4890.8164,4145.855,4430.1846,4943.522,4198.5693,5425.426,4291.7505,4692.1113,4084.2,4084.9292,4724.0,4084.2
T000014,1992-12-31,1991-12-31,6909.6294,6924.7905,6741.502,7149.373,6897.8633,6930.0522,6799.3345,6940.103,6670.0,6724.9604,6941.5,6670.0
T000014,1993-12-31,1991-12-31,7346.1763,7231.6274,6782.758,7574.2427,7045.879,7263.4165,6934.5605,7348.3184,6670.0,6781.9067,7010.0,6670.0
T000014,1994-12-31,1991-12-31,7776.1807,7121.1143,6966.577,7711.078,7170.542,7714.2803,7024.496,7749.5234,6670.0,6809.057,7539.5,6670.0
T000015,1992-12-31,1991-12-31,7606.714,7628.9287,7414.4297,7803.9746,7654.1636,7627.818,7519.178,7540.6265,7375.8,7466.274,5748.3,7375.8
T000015,1993-12-31,1991-12-31,7835.4756,7926.5454,7492.08,8177.459,7816.291,7912.2246,7665.0107,7754.832,7375.8,7549.411,5915.4,7375.8
T000015,1994-12-31,1991-12-31,8215.586,7852.499,7620.3936,8253.998,7947.977,8293.129,7763.891,7970.631,7375.8,7586.433,5759.3,7375.8
T000016,1992-12-31,1991-12-31,5873.2856,6083.3984,5886.8584,6245.774,5961.4937,6001.331,6061.7515,6062.92,5963.7,5979.2524,5454.85,5963.7
T000016,1993-12-31,1991-12-31,6058.5195,6035.0376,5856.847,6473.456,5933.7583,6005.7495,6177.3657,6273.1587,5963.7,6020.3394,5420.0,5963.7
T000016,1994-12-31,1991-12-31,6300.666,6064.5024,5885.586,6549.416,5979.969,6017.3345,6243.0864,6450.012,5963.7,6033.347,5561.65,5963.7
T000017,1992-12-31,1991-12-31,7178.3677,6673.0986,6645.314,6607.617,6379.211,6771.3257,6509.507,6821.349,6413.6,6445.7236,5775.2,6413.6
T000017,1993-12-31,1991-12-31,8065.709,6561.952,6434.932,7164.054,6284.9883,6884.0166,6633.3896,7019.84,6413.6,6531.8887,4983.4,6413.6
T000017,1994-12-31,1991-12-31,8389.438,6633.9014,6436.0986,7563.3154,6322.036,7072.3027,6699.7607,7197.869,6413.6,6560.7603,4782.4,6413.6
T000018,1992-12-31,1991-12-31,6471.964,6565.9155,6457.3574,6477.271,6578.2817,6054.686,6412.5796,6563.65,6275.53,6302.69,6026.32,6275.53
T000018,1993-12-31,1991-12-31,6436.041,6613.6895,6531.188,6732.1587,6578.538,6170.312,6517.5293,6734.0815,6275.53,6272.588,5260.44,6275.53
T000018,1994-12-31,1991-12-31,6536.9346,6950.3115,6567.2866,6875.2344,6635.6885,6333.408,6595.003,6866.764,6275.53,6226.63,6278.0,6275.53
T000019,1992-12-31,1991-12-31,8764.759,9319.324,8518.655,9588.92,8738.469,8809.221,8793.594,8679.4,8687.2,8787.208,8423.0,8687.2
T000019,1993-12-31,1991-12-31,9708.027,9192.637,8442.676,10300.154,8644.042,8898.262,8968.0,9375.094,8687.199,9047.453,7742.5,8687.2
T000019,1994-12-31,1991-12-31,10751.521,9196.577,8432.459,10537.137,8719.52,9060.258,9054.976,9996.687,8687.2,9110.217,7399.7,8687.2
T000020,1992-12-31,1991-12-31,10468.344,10869.4795,10474.05,11095.042,10573.698,10634.458,10658.288,10670.716,10476.5,10454.881,11016.0,10476.5
T000020,1993-12-31,1991-12-31,10884.465,11311.524,10526.091,11598.094,10724.901,10974.101,10872.867,11125.088,10476.5,10478.108,10540.5,10476.5
T000020,1994-12-31,1991-12-31,11172.898,11026.91,10690.6,11693.276,10902.008,11441.266,11012.863,11541.041,10476.5,10479.666,10580.5,10476.5
T000021,1992-12-31,1991-12-31,4786.5845,4605.343,4446.486,4758.825,4355.8438,4583.831,4418.8325,4544.523,4350.8,4385.8184,4609.33,4350.8
T000021,1993-12-31,1991-12-31,5183.4023,4395.415,4315.3203,5051.2534,4250.6787,4768.7056,4497.114,4819.0674,4350.8,4458.731,4772.4,4350.8
T000021,1994-12-31,1991-12-31,5412.626,4628.1763,4500.19,5146.813,4247.817,5036.741,4534.955,5133.4785,4350.8,4487.794,5199.0,4350.8
T000022,1992-12-31,1991-12-31,4407.5957,4432.948,4272.165,4355.5786,4467.5273,4265.495,4280.9014,4621.3105,4183.4,4371.434,4896.2,4183.4
T000022,1993-12-31,1991-12-31,4747.348,4680.605,4354.8086,5277.6636,4568.518,4395.148,4363.513,4534.748,4183.4,4541.343,4876.4,4183.4
T000022,1994-12-31,1991-12-31,4631.202,4714.3604,4356.386,5781.8496,4655.369,4566.088,4421.5596,4382.266,4183.4,4604.33,3502.2,4183.4
T000023,1992-12-31,1991-12-31,7491.3735,7166.6514,7096.5986,7561.08,7189.2705,7221.189,7162.9717,7313.0938,7032.42,7069.4565,6788.04,7032.42
T000023,1993-12-31,1991-12-31,8063.926,7326.1377,7089.153,7999.964,7288.8315,7490.0273,7300.4834,7787.542,7032.42,7105.0947,8569.5,7032.42
T000023,1994-12-31,1991-12-31,8539.18,7280.2705,7283.607,8141.757,7389.1333,7855.832,7389.682,8231.299,7032.42,7121.7817,8602.47,7032.42
T000024,1992-12-31,1991-12-31,6044.3706,6094.7935,5930.7764,6261.46,6037.2593,6047.17,5975.675,6067.9404,5862.2,5894.2334,6434.6,5862.2
T000024,1993-12-31,1991-12-31,6415.768,6375.911,5958.0166,6611.1274,6162.7837,6310.1196,6096.8774,6418.3545,5862.2,5930.402,6655.4,5862.2
T000024,1994-12-31,1991-12-31,6767.664,6255.48,6098.6743,6723.8076,6273.259,6666.823,6175.459,6762.4307,5862.2,5950.1797,6970.6,5862.2
T000025,1992-12-31,1991-12-31,7951.0195,8230.83,7698.8438,8342.267,7753.823,8136.162,7849.5723,7804.4805,7748.0,7821.3154,7596.0,7748.0
T000025,1993-12-31,1991-12-31,8422.701,8102.291,7510.181,8733.077,7648.472,8364.004,8002.8677,8200.548,7748.0,8011.2446,7232.0,7748.0
T000025,1994-12-31,1991-12-31,8570.7295,8140.9272,7742.3022,8861.143,7705.4346,8699.18,8080.908,8632.955,7748.0,8059.9297,8216.0,7748.0
T000026,1992-12-31,1991-12-31,5574.705,5807.29,5443.0635,5855.6045,5669.4097,5697.833,5368.1924,5697.912,5243.28,5397.4355,6276.36,5243.28
T000026,1993-12-31,1991-12-31,5939.915,6477.7,5537.286,6433.774,5888.8584,6193.7817,5483.953,6180.9893,5243.28,5546.116,7026.27,5243.28
T000026,1994-12-31,1991-12-31,6499.0713,6283.7183,5749.8877,6557.0586,6034.712,6856.5063,5570.141,6636.38,5243.28,5615.8223,8885.16,5243.28
T000027,1992-12-31,1991-12-31,14224.78,13086.114,13181.092,14097.395,13262.465,13552.347,13116.832,13627.635,12881.5,12900.595,13480.5,12881.5
T000027,1993-12-31,1991-12-31,15435.476,13114.488,13075.151,15097.962,13407.51,14198.742,13344.845,14743.066,12881.5,12878.17,7086.5,12881.5
T000027,1994-12-31,1991-12-31,16266.608,13356.38,13593.412,15421.357,13543.099,15077.544,13503.56,15827.979,12881.5,12844.512,7598.0,12881.5
T000028,1992-12-31,1991-12-31,4532.6636,4497.9175,4137.0464,4461.2334,4425.5723,5074.0435,4476.5596,4415.4585,4395.0,4389.329,4602.0,4395.0
T000028,1993-12-31,1991-12-31,4969.1914,4612.376,4379.6704,4640.0366,4471.882,5276.044,4568.3813,4478.6577,4395.0,4396.0703,4829.0,4395.0
T000028,1994-12-31,1991-12-31,5301.3784,4536.888,4014.126,5025.6147,4533.9478,5587.277,4622.0894,4357.061,4395.0,4396.946,4841.0,4395.0
T000029,1992-12-31,1991-12-31,7438.789,7194.064,7105.686,7576.2217,7287.238,7360.347,7213.5728,7357.3887,7079.44,7091.0737,7873.68,7079.44
T000029,1993-12-31,1991-12-31,7759.9395,7289.5254,7109.904,8002.1235,7386.1724,7693.467,7346.911,7696.8086,7079.44,7102.478,8304.85,7079.44
T000029,1994-12-31,1991-12-31,8135.2393,7334.6494,7372.3096,8087.7725,7476.83,8143.8994,7434.953,8050.998,7079.44,7109.384,8966.21,7079.44
T000030,1992-12-31,1991-12-31,9217.494,8688.595,8636.82,9091.988,8852.472,9033.64,8635.082,8940.471,8468.2,8489.555,9231.5,8468.2
T000030,1993-12-31,1991-12-31,9850.898,8798.042,8646.923,9649.046,8997.207,9503.963,8786.841,9509.148,8468.2,8486.617,9811.36,8468.2
T000030,1994-12-31,1991-12-31,10460.1875,8979.752,8966.652,9828.392,9106.105,10134.252,8893.662,10072.0625,8468.2,8472.793,11374.3,8468.2
T000031,1992-12-31,1991-12-31,4967.9004,4958.4385,4954.6064,5186.8164,4876.213,5144.48,4961.9644,4986.8354,4878.6,4891.901,5099.6,4878.6
T000031,1993-12-31,1991-12-31,5198.1357,4955.87,4935.1206,5488.061,4869.767,5268.6523,5059.5776,5245.6426,4878.5996,4928.2744,5050.8,4878.6
T000031,1994-12-31,1991-12-31,5542.3984,4942.451,4947.324,5587.1406,4914.3906,5445.0547,5114.194,5493.9707,4878.6,4936.382,5505.4,4878.6
T000032,1992-12-31,1991-12-31,3916.9473,4097.23,3799.6804,4166.0054,3841.5847,4052.0544,3872.4863,3760.773,3819.84,3863.4497,3816.98,3819.84
T000032,1993-12-31,1991-12-31,3981.582,4038.3376,3680.052,4409.932,3798.394,4261.3604,3953.4634,3936.3062,3819.84,3976.7385,3472.72,3819.84
T000032,1994-12-31,1991-12-31,4049.5913,4043.6975,3887.8833,4489.6855,3830.8376,4562.468,3988.9355,4189.9746,3819.84,4004.3218,4063.7,3819.84
T000033,1992-12-31,1991-12-31,9553.521,9717.592,9521.161,9587.179,9856.389,9832.214,9493.144,9461.355,9303.02,9690.096,9592.14,9303.02
T000033,1993-12-31,1991-12-31,9501.071,10162.115,9593.061,9926.155,10128.733,10350.604,9670.818,9596.826,9303.02,10041.252,9611.4,9303.02
T000033,1994-12-31,1991-12-31,9690.416,10153.735,9754.432,10071.66,10313.257,10876.453,9800.576,9714.657,9303.02,10164.946,9505.0,9303.02
T000034,1992-12-31,1991-12-31,3613.9768,3622.5117,3454.505,3473.3389,3431.4001,3555.9307,3473.2922,3437.2168,3407.4,3395.7703,3500.6,3407.4
T000034,1993-12-31,1991-12-31,3838.1235,3859.1614,3481.8286,3735.4766,3496.884,3633.3726,3552.8303,3409.2231,3407.4,3411.6382,3437.8,3407.4
T000034,1994-12-31,1991-12-31,3946.7078,3699.7986,3435.5225,3911.0803,3569.3438,3740.5667,3597.8628,3371.5366,3407.4,3414.5962,3007.0,3407.4
T000035,1992-12-31,1991-12-31,6610.28,6361.01,5979.217,6063.8096,6001.775,6278.5996,5750.809,6283.1553,5589.92,6219.166,9170.12,5589.92
T000035,1993-12-31,1991-12-31,7360.2026,7138.122,6202.831,6739.876,6016.167,7178.3154,5858.762,6747.05,5589.92,6788.644,8793.24,5589.92
T000035,1994-12-31,1991-12-31,8351.287,7220.746,6347.144,6886.2515,6082.3994,8009.3896,5956.6494,7159.3887,5589.92,6995.82,10438.96,5589.92
T000036,1992-12-31,1991-12-31,3452.5386,3424.3403,3314.8225,3605.8872,3433.6924,3536.5317,3270.3713,3479.178,3193.0298,3406.6262,3756.92,3193.03
T000036,1993-12-31,1991-12-31,3597.6743,3683.2139,3328.399,3987.4888,3543.0417,3905.0503,3338.5127,3800.3142,3193.0298,3600.3345,5400.23,3193.03
T000036,1994-12-31,1991-12-31,3885.6729,3653.7424,3563.9543,4110.1494,3624.0398,4401.065,3384.0305,4141.839,3193.0298,3668.471,8299.04,3193.03
T000037,1992-12-31,1991-12-31,9287.28,9015.731,8989.459,9621.148,9099.51,9209.131,9022.961,9257.152,8858.75,9004.644,9702.85,8858.75
T000037,1993-12-31,1991-12-31,9845.157,9183.227,9017.312,10246.807,9229.181,9576.374,9190.944,9909.227,8858.75,9136.989,11116.85,8858.75
T000037,1994-12-31,1991-12-31,10524.129,9181.802,9220.415,10449.06,9351.039,10074.453,9303.81,10526.754,8858.75,9183.668,12344.85,8858.75
T000038,1992-12-31,1991-12-31,5168.159,5824.3677,5164.7456,5747.7363,5119.0117,5178.8135,5201.9443,5329.319,5090.2,5120.052,5245.8,5090.2
T000038,1993-12-31,1991-12-31,5759.516,6700.921,5320.1514,6315.9365,5161.76,5566.365,5330.7603,5775.962,5090.2,5174.106,5217.4,5090.2
T000038,1994-12-31,1991-12-31,6255.8325,6247.4277,5390.4033,6431.252,5198.0254,6094.0337,5419.5474,6180.291,5090.2,5198.9673,5713.4,5090.2
T000039,1992-12-31,1991-12-31,4054.5015,3787.9355,3697.023,3946.9727,3803.2798,3954.7114,3633.8323,3900.559,3546.6802,3672.619,5304.05,3546.68
T000039,1993-12-31,1991-12-31,4493.277,4018.931,3735.2566,4314.642,3878.1086,4298.8667,3704.24,4255.058,3546.6802,3785.7107,6379.21,3546.68
T000039,1994-12-31,1991-12-31,5006.3516,4066.356,3891.2266,4432.8574,3953.2246,4706.748,3753.7551,4596.822,3546.6802,3831.7178,7146.98,3546.68
T000040,1992-12-31,1991-12-31,4539.451,4918.86,3790.1323,4248.324,4292.85,4417.251,4058.4038,4193.065,4035.35,3996.33,4815.54,4035.35
T000040,1993-12-31,1991-12-31,5237.5605,4318.301,3516.461,4988.1357,4256.6704,4540.843,4124.4688,4481.955,4035.35,4058.2092,7010.89,4035.35
T000040,1994-12-31,1991-12-31,5459.093,4885.986,3814.3052,5390.6504,4444.238,4746.2476,4132.3594,4793.565,4035.35,4085.823,4328.0,4035.35
T000041,1992-12-31,1991-12-31,4723.4414,4549.7017,4534.2197,4739.8623,4620.1978,4728.1284,4475.674,4644.9883,4380.0,4397.1606,4951.0,4380.0
T000041,1993-12-31,1991-12-31,4922.5713,4689.8193,4568.365,5054.7656,4707.677,4965.2734,4559.576,4966.302,4380.0,4413.896,4854.0,4380.0
T000041,1994-12-31,1991-12-31,5238.499,4758.407,4663.4326,5156.247,4778.4424,5280.5225,4615.903,5275.0293,4380.0,4423.8677,5091.0,4380.0
T000042,1992-12-31,1991-12-31,10081.591,10061.982,9719.984,10693.792,9866.772,10000.767,9858.23,10143.78,9683.85,9687.663,10154.67,9683.85
T000042,1993-12-31,1991-12-31,11113.742,10509.321,9777.428,11531.971,10040.971,10520.46,10055.977,11004.763,9683.85,9712.227,9313.98,9683.85
T000042,1994-12-31,1991-12-31,12078.1045,10264.547,10074.371,11802.77,10215.821,11231.304,10187.26,11817.277,9683.85,9720.116,9246.51,9683.85
T000043,1992-12-31,1991-12-31,3892.794,4235.44,3959.2432,4111.36,3990.379,4044.082,4077.066,4013.8262,4016.2,4025.6084,4734.0,4016.2
T000043,1993-12-31,1991-12-31,4011.5747,4111.6733,3925.415,4291.698,3899.5496,4032.9033,4155.67,4135.2407,4016.2,4069.6113,5037.7,4016.2
T000043,1994-12-31,1991-12-31,4110.3975,4213.375,3889.8398,4420.816,3911.7598,4034.457,4192.494,4236.046,4016.2,4088.603,5105.6,4016.2
T000044,1992-12-31,1991-12-31,6897.8096,6890.356,6682.843,6999.258,6931.9136,6992.6543,6654.7017,6833.371,6516.51,6748.0454,7095.96,6516.51
T000044,1993-12-31,1991-12-31,7406.3535,7322.2456,6794.1377,7441.978,7155.738,7439.479,6786.267,7233.5117,6516.51,6957.0283,7396.23,6516.51
T000044,1994-12-31,1991-12-31,7970.1875,7238.0376,6894.868,7584.334,7307.1274,7942.1,6879.853,7623.3257,6516.51,7037.5947,7678.38,6516.51
T000045,1992-12-31,1991-12-31,5871.2275,5832.6973,5799.64,6044.7188,5828.6895,5890.0747,5815.773,5850.793,5708.2,5733.6816,5906.7,5708.2
T000045,1993-12-31,1991-12-31,6117.0073,5982.9233,5801.1133,6323.2974,5911.9473,6073.852,5930.09,6143.2285,5708.2,5760.413,6017.45,5708.2
T000045,1994-12-31,1991-12-31,6348.54,5925.9575,5892.609,6413.311,5996.6455,6323.822,6002.185,6428.9087,5708.2,5773.248,6952.3,5708.2
T000046,1992-12-31,1991-12-31,5305.881,5692.161,5514.8823,5772.6934,5655.9033,5651.1714,5539.451,5664.1313,5429.7,5486.176,5457.9,5429.7
T000046,1993-12-31,1991-12-31,5057.758,6008.2715,5543.313,6027.7407,5801.1284,5947.5293,5652.645,5694.508,5429.7,5544.7324,5872.5,5429.7
T000046,1994-12-31,1991-12-31,5073.9453,5894.118,5708.9585,6105.368,5915.4614,6347.869,5727.414,5738.1685,5429.7,5572.6553,6412.2,5429.7
T000047,1992-12-31,1991-12-31,6869.009,6820.5186,6518.5347,7069.0107,6803.045,6869.46,6503.8037,6812.2446,6366.5,6494.8945,6574.92,6366.5
T000047,1993-12-31,1991-12-31,7567.8145,7359.354,6610.8213,7707.9863,7054.4395,7408.11,6636.88,7391.1113,6366.5,6617.726,6989.74,6366.5
T000047,1994-12-31,1991-12-31,8333.494,7206.8315,6871.717,7913.5234,7223.636,8131.578,6732.169,7965.741,6366.5,6675.0376,8629.08,6366.5
T000048,1992-12-31,1991-12-31,8617.922,8353.356,8209.41,8792.123,8403.85,8529.44,8022.659,8517.99,7854.54,8211.661,7973.55,7854.54
T000048,1993-12-31,1991-12-31,9249.945,8925.759,8216.04,9627.199,8690.286,9227.5625,8179.815,9319.161,7854.54,8534.639,8616.99,7854.54
T000048,1994-12-31,1991-12-31,10003.618,8824.714,8617.003,9896.087,8882.463,10168.974,8295.744,10149.07,7854.54,8654.62,8504.07,7854.54
T000049,1992-12-31,1991-12-31,5215.465,5497.16,4822.193,5103.932,5075.6543,5147.9355,5063.6855,4919.217,5006.5,5076.847,4556.0,5006.5
T000049,1993-12-31,1991-12-31,5570.8677,5333.306,4678.13,5663.166,4995.507,5270.657,5165.8716,5127.6436,5006.5,5259.2393,4466.5,5006.5
T000049,1994-12-31,1991-12-31,5656.4023,5411.611,4876.854,5952.8066,5029.1406,5461.3735,5208.214,5359.217,5006.5,5310.008,4350.5,5006.5
T000050,1992-12-31,1991-12-31,6784.7915,8043.089,7221.0493,7916.1523,7363.04,7153.7197,7430.0293,7280.273,7292.2,7260.7534,7492.8,7292.2
T000050,1993-12-31,1991-12-31,6606.883,8907.866,7358.944,8378.226,7520.491,7497.7134,7602.8813,7351.5737,7292.2,7301.5884,6424.6,7292.2
T000050,1994-12-31,1991-12-31,6698.382,8383.601,7461.364,8490.385,7675.5786,7974.6655,7717.09,7410.42,7292.2,7303.151,6068.0,7292.2
T000051,1992-12-31,1991-12-31,7232.6846,7109.0645,7008.765,7380.795,7187.591,7237.3887,6991.1504,7188.5566,6852.72,7092.1777,7395.21,6852.72
T000051,1993-12-31,1991-12-31,7711.0605,7390.9404,7088.126,7969.0186,7359.432,7546.1226,7124.6665,7692.6846,6852.72,7309.3945,8045.42,6852.72
T000051,1994-12-31,1991-12-31,8314.113,7370.2534,7161.9434,8157.8994,7485.139,7928.2754,7216.9727,8146.1074,6852.72,7385.7476,8543.22,6852.72
T000052,1992-12-31,1991-12-31,7578.615,8081.4497,6998.1797,8015.325,7443.923,7514.8145,7365.4443,7305.3423,7292.25,7417.123,7216.75,7292.25
T000052,1993-12-31,1991-12-31,8452.286,7923.4663,6766.806,8459.078,7381.1167,7728.133,7517.39,7807.1016,7292.25,7742.088,7217.0,7292.25
T000052,1994-12-31,1991-12-31,8857.646,7928.183,7085.4395,8604.731,7454.9536,8056.5996,7582.7466,8314.502,7292.25,7820.446,7242.0,7292.25
T000053,1992-12-31,1991-12-31,8927.882,8719.948,8451.744,8775.7,8791.725,8877.145,8409.285,8762.743,8232.45,8687.926,8585.2,8232.45
T000053,1993-12-31,1991-12-31,9485.059,9255.822,8561.795,9322.242,9051.807,9524.166,8569.768,9235.055,8232.45,9101.099,8170.85,8232.45
T000053,1994-12-31,1991-12-31,10244.235,9216.893,8740.665,9439.155,9238.488,10160.95,8689.598,9666.697,8232.45,9246.33,9184.75,8232.45
T000054,1992-12-31,1991-12-31,2463.6187,2853.1377,2586.692,2725.4844,2642.9995,2688.905,2624.4194,2585.6719,2576.76,2652.186,2922.0,2576.76
T000054,1993-12-31,1991-12-31,2276.375,2589.9854,2492.735,2778.132,2597.051,2717.9229,2662.8833,2491.4438,2576.76,2716.928,3391.19,2576.76
T000054,1994-12-31,1991-12-31,1997.7294,2973.0056,2555.1868,2900.3564,2597.3303,2773.3892,2677.7532,2381.8052,2576.76,2727.0347,2833.4,2576.76
T000055,1992-12-31,1991-12-31,8483.834,8529.518,8089.4937,9209.424,8258.652,8313.678,8309.714,8347.465,8164.52,8145.3794,8111.18,8164.52
T000055,1993-12-31,1991-12-31,9299.047,8943.84,8098.6367,10063.2295,8395.746,8861.8,8481.236,8935.765,8164.52,8165.884,8383.62,8164.52
T000055,1994-12-31,1991-12-31,10129.868,8682.693,8527.09,10225.695,8546.242,9617.315,8591.615,9555.576,8164.52,8166.55,9360.96,8164.52
