unique_id,ds,cutoff,NBEATS,TiDE,NLinear,TFT,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
T000003,2006-06-30,2005-12-31,77633.1,70449.0,76746.88,75453.37,81817.305,70537.78,77974.516,72660.39,70931.0,84763.78,76102.0,70931.0
T000003,2006-09-30,2005-12-31,74079.766,74869.66,73940.49,71807.0,79753.91,74535.78,73606.45,80816.875,68004.0,83691.2,75129.0,68004.0
T000003,2006-12-31,2005-12-31,102059.7,105845.91,97814.11,98785.02,105174.83,110005.39,98757.336,106940.06,95829.0,99122.87,104259.0,95829.0
T000004,2006-03-31,2005-12-31,131995.28,140387.6,132536.08,124364.586,140418.92,127284.86,127804.81,141768.86,114837.0,137829.67,127910.0,114837.0
T000004,2006-06-30,2005-12-31,144704.14,134134.94,148830.02,136420.69,149575.03,138626.66,142072.17,137396.34,131353.0,149731.02,142113.0,131353.0
T000004,2006-09-30,2005-12-31,146067.6,143905.39,140862.39,141884.34,150188.34,146002.78,143913.73,152917.81,136027.0,152194.83,139363.0,136027.0
T000004,2006-12-31,2005-12-31,156887.2,163939.08,146392.16,150357.86,160873.98,166124.5,147320.34,165799.11,143360.0,144991.94,154547.0,143360.0
T000005,2006-03-31,2005-12-31,129615.25,134597.02,127422.23,127106.55,143456.11,127932.37,131307.38,137728.28,120415.0,130276.75,131208.0,120415.0
T000005,2006-06-30,2005-12-31,110999.57,103686.516,114204.445,107971.13,117388.85,101518.26,114140.914,103283.414,104971.0,115878.81,113281.0,104971.0
T000005,2006-09-30,2005-12-31,109872.61,110454.375,108605.47,108088.39,119515.66,112983.72,109485.24,119188.31,103051.0,116148.92,110521.0,103051.0
T000005,2006-12-31,2005-12-31,144143.53,152072.98,138019.36,139820.9,153954.66,159387.3,139935.36,153150.77,136164.0,140144.4,161485.0,136164.0
T000006,2006-03-31,2005-12-31,50238.63,54398.336,50519.098,48878.742,54565.758,48432.508,51925.766,52681.54,44596.0,58518.75,48333.0,44596.0
T000006,2006-06-30,2005-12-31,56388.133,48780.117,56049.977,55321.46,57745.54,48921.773,55965.266,50150.93,51049.0,63590.45,52961.0,51049.0
T000006,2006-09-30,2005-12-31,52378.6,50959.125,51225.12,52362.902,54827.133,51826.78,51523.008,55493.227,47459.0,60523.04,47506.0,47459.0
T000006,2006-12-31,2005-12-31,66563.06,69541.7,62252.207,64071.945,68607.65,71017.26,63418.742,69741.7,61521.0,62993.24,65037.0,61521.0
T000007,2006-03-31,2005-12-31,300022.94,345969.97,300773.5,329626.12,332580.03,329011.12,330938.4,323981.44,316826.0,326655.72,320658.0,316826.0
T000007,2006-06-30,2005-12-31,285210.9,312859.62,270877.25,285384.7,282415.6,261600.31,283649.25,256359.69,264510.0,298034.88,305105.0,264510.0
T000007,2006-09-30,2005-12-31,333268.3,342900.62,314139.28,314718.75,352943.38,349074.94,313984.16,350099.25,303540.0,291545.88,336938.0,303540.0
T000007,2006-12-31,2005-12-31,348017.3,405460.75,340079.3,342564.44,374799.88,402055.78,333945.06,372541.25,325972.0,332063.7,348410.0,325972.0
T000008,2006-03-31,2005-12-31,154043.33,165857.8,154979.17,155030.9,161052.7,152764.8,155055.25,170524.03,142300.0,159560.84,173639.0,142300.0
T000008,2006-06-30,2005-12-31,167355.27,148844.67,170668.89,171105.34,169216.1,153579.62,171932.08,153605.36,159844.0,172556.84,160045.0,159844.0
T000008,2006-09-30,2005-12-31,182127.9,180697.53,176617.62,180051.45,186553.66,184979.88,180221.44,189132.67,171954.0,186021.48,179973.0,171954.0
T000008,2006-12-31,2005-12-31,182156.42,189643.2,172282.66,177222.3,188591.75,192714.81,172768.61,192340.67,168382.0,169523.61,204957.0,168382.0
T000009,2006-03-31,2005-12-31,92602.58,99396.914,95073.71,93944.19,98494.97,90296.29,101999.98,96918.016,86979.0,111788.74,99216.0,86979.0
T000009,2006-06-30,2005-12-31,116137.35,101628.04,112084.39,112123.81,118677.84,104773.734,114404.99,105613.7,104594.0,119800.98,136031.0,104594.0
T000009,2006-09-30,2005-12-31,97787.59,100643.12,94151.375,96770.875,107185.58,107457.984,91994.41,109584.25,83742.0,110499.195,95582.0,83742.0
T000009,2006-12-31,2005-12-31,123099.08,129693.69,115999.734,123078.9,126283.42,133815.06,119234.94,127541.766,115734.0,118898.96,123212.0,115734.0
T000010,2006-03-31,2005-12-31,128551.04,138385.27,132092.6,135889.45,132242.36,120126.12,147115.98,135058.6,122959.0,169558.39,118195.0,122959.0
T000010,2006-06-30,2005-12-31,166966.38,144027.78,161791.66,159803.5,169370.6,148531.61,163745.67,152429.16,148731.0,183892.83,152562.0,148731.0
T000010,2006-09-30,2005-12-31,142778.08,144654.31,139478.28,139179.94,152032.03,151287.95,137439.4,158109.6,124408.0,169298.86,127718.0,124408.0
T000010,2006-12-31,2005-12-31,196661.06,202514.06,182710.56,187449.88,195991.77,209729.31,182884.72,204586.4,177232.0,182551.3,189999.0,177232.0
T000011,2006-03-31,2005-12-31,91266.08,95445.53,92284.53,92139.45,96635.8,87278.11,96757.69,96106.05,84415.0,106329.31,93684.0,84415.0
T000011,2006-06-30,2005-12-31,105563.55,93440.19,102680.766,99843.69,106972.164,99274.664,101440.51,98576.29,92747.0,114416.92,102467.0,92747.0
T000011,2006-09-30,2005-12-31,101020.16,98808.42,97210.74,97663.734,105916.664,102305.39,97315.31,108453.74,90354.0,111779.09,86774.0,90354.0
T000011,2006-12-31,2005-12-31,123020.484,128364.9,115433.27,116557.32,126202.86,132411.66,116301.15,130575.664,112896.0,115357.305,112607.0,112896.0
T000012,2006-03-31,2005-12-31,506053.22,562378.5,510346.5,513680.56,525580.75,555949.2,530870.7,539091.94,502032.0,518647.47,526783.0,502032.0
T000012,2006-06-30,2005-12-31,520753.25,514699.03,520273.84,522426.2,523444.22,492544.22,549298.75,465081.88,513773.0,551668.94,513027.0,513773.0
T000012,2006-09-30,2005-12-31,585179.25,617349.75,576116.9,578505.7,680180.5,648999.9,594601.2,629364.3,573492.0,597758.8,599011.0,573492.0
T000012,2006-12-31,2005-12-31,553376.3,641595.7,545365.8,552190.8,620805.1,658045.5,554256.6,586679.6,541268.0,542731.44,538411.0,541268.0
T000013,2006-03-31,2005-12-31,3067924.2,3131582.5,3087820.2,3142716.5,3276883.2,3062862.2,3225953.8,3350689.0,3038791.0,3042648.0,3591843.0,3038791.0
T000013,2006-06-30,2005-12-31,2891920.2,2860379.0,2876073.8,2972973.2,3062504.2,3084618.8,3057610.0,2977633.0,2845000.0,3108334.8,3114549.0,2845000.0
T000013,2006-09-30,2005-12-31,3405081.8,3498048.0,3349707.5,3359409.0,3659960.5,3685992.0,3423030.0,3666126.5,3293652.0,3364651.5,3492344.0,3293652.0
T000013,2006-12-31,2005-12-31,3438071.2,3582174.0,3390727.2,3472514.0,3750960.2,3870232.5,3449642.2,3780011.0,3363957.0,3410765.8,3392606.0,3363957.0
T000014,2006-03-31,2005-12-31,25645.812,27049.514,25577.812,25101.766,26987.707,26148.953,26838.85,26889.137,24836.45,26543.938,26280.96,24836.45
T000014,2006-06-30,2005-12-31,25279.393,23146.17,25211.36,25156.47,25054.55,23263.432,26635.838,23195.629,24737.5,26215.736,25767.66,24737.5
T000014,2006-09-30,2005-12-31,25422.422,26383.969,24992.475,24646.186,28493.516,27284.48,25406.719,27769.32,24136.38,25939.12,26012.2,24136.38
T000014,2006-12-31,2005-12-31,27794.988,30312.719,27179.107,27408.318,30812.844,31488.3,27798.574,30045.682,27102.91,27431.377,28318.7,27102.91
T000015,2006-03-31,2005-12-31,46112.086,48629.62,45937.31,44241.0,47685.14,45769.164,46937.47,48859.586,43856.12,45177.938,48113.84,43856.12
T000015,2006-06-30,2005-12-31,46175.496,42526.043,45844.816,44213.434,45507.176,42656.934,47025.67,42595.94,43782.9,45667.277,46516.62,43782.9
T000015,2006-09-30,2005-12-31,48900.77,49273.07,47558.98,47163.273,53531.105,50323.79,48711.645,52107.465,46647.44,47940.184,48204.65,46647.44
T000015,2006-12-31,2005-12-31,49624.75,53306.64,48425.56,48850.035,54585.36,54453.883,49380.484,53307.438,48165.78,48607.4,49565.64,48165.78
T000016,2006-03-31,2005-12-31,27239.006,30406.164,26355.79,27134.38,27869.078,28736.762,28527.012,30261.05,25997.68,28432.076,31897.96,25997.68
T000016,2006-06-30,2005-12-31,27968.537,26675.414,26832.674,27220.777,27269.166,25983.979,28856.795,26616.926,26646.54,29462.387,33142.04,26646.54
T000016,2006-09-30,2005-12-31,30476.732,31970.676,29938.969,30105.447,34141.72,31943.023,30846.197,34036.637,29287.22,32355.094,34610.2,29287.22
T000016,2006-12-31,2005-12-31,31744.7,35395.56,31589.494,32558.947,35465.004,35654.38,32558.686,35205.63,31678.59,32136.697,38110.89,31678.59
T000017,2006-03-31,2005-12-31,11314.16,12224.428,10566.338,11435.54,11943.832,11805.418,12233.906,11928.088,11328.34,11701.449,12194.07,11328.34
T000017,2006-06-30,2005-12-31,11484.652,10657.2705,10599.261,11339.112,11497.617,11693.432,12053.268,10693.882,11180.16,11712.408,12002.55,11180.16
T000017,2006-09-30,2005-12-31,12340.489,12653.217,11938.634,11979.473,13520.446,12679.237,12311.135,12956.077,11731.27,12371.852,12464.36,11731.27
T000017,2006-12-31,2005-12-31,13004.609,14133.451,12929.137,12871.105,14385.941,14793.861,13082.814,14060.548,12746.3,12913.08,12870.92,12746.3
T000018,2005-09-30,2005-06-30,455.23038,473.6339,411.7088,456.218,455.41302,493.1414,482.97302,493.4144,453.0,458.2848,439.0,453.0
T000018,2005-12-31,2005-06-30,462.16064,472.94522,409.9406,437.7872,457.4381,423.6418,477.07236,480.27078,442.0,449.91125,428.0,442.0
T000018,2006-03-31,2005-06-30,429.32077,479.01166,401.68448,423.60956,430.49118,445.88898,421.7756,442.04785,401.0,426.67194,401.0,401.0
T000018,2006-06-30,2005-06-30,456.57053,499.27274,439.89575,457.69302,483.0089,469.14233,457.6008,488.3675,443.0,446.47556,439.0,443.0
T000019,2005-09-30,2005-06-30,605.0833,604.584,595.4693,605.2023,615.9207,586.217,630.6091,620.7722,590.0,598.6571,639.0,590.0
T000019,2005-12-31,2005-06-30,557.30536,538.74084,566.6608,548.7936,567.75604,536.1804,598.2357,561.0402,554.0,568.1466,559.0,554.0
T000019,2006-03-31,2005-06-30,503.43207,495.4753,503.3188,516.51074,487.1822,483.32837,507.98395,496.173,481.0,531.7809,493.0,481.0
T000019,2006-06-30,2005-06-30,595.97235,594.3309,586.51843,610.6348,591.00934,585.5667,593.9591,596.5127,576.0,584.6665,601.0,576.0
T000020,2005-09-30,2005-06-30,3296.4905,3344.197,3285.689,3284.3486,3289.3938,3211.8682,3336.9458,3294.8118,3290.0,3334.952,3265.0,3290.0
T000020,2005-12-31,2005-06-30,2395.288,2360.0815,2429.2668,2492.3506,2404.9858,2348.2402,2473.5562,2392.7903,2323.0,2519.4785,2348.0,2323.0
T000020,2006-03-31,2005-06-30,2555.9902,2637.4006,2517.8765,2538.5266,2581.6582,2562.168,2568.691,2654.6875,2513.0,2428.1494,2584.0,2513.0
T000020,2006-06-30,2005-06-30,2999.1484,2985.037,2925.2678,2965.0977,2937.2185,3037.07,2948.6506,2987.916,2883.0,2936.1304,3113.0,2883.0
T000021,2005-09-30,2005-06-30,3470.4756,3390.4375,3382.3367,3201.0803,3510.6328,3324.3855,3265.2705,3512.0593,3173.0,3283.962,3411.0,3173.0
T000021,2005-12-31,2005-06-30,2355.6165,2242.2698,2441.9175,2215.1113,2375.6824,2273.6726,2304.4714,2332.8904,2147.0,2310.6602,2226.0,2147.0
T000021,2006-03-31,2005-06-30,2285.812,2318.3215,2240.6094,2233.0815,2258.7556,2098.5933,2265.4312,2347.8635,2193.0,2171.851,2074.0,2193.0
T000021,2006-06-30,2005-06-30,3040.5283,3075.1167,2891.6912,3079.4243,3057.2969,3187.6904,2956.1382,3079.4707,2885.0,2964.7642,2917.0,2885.0
T000022,2005-09-30,2005-06-30,2122.6238,2079.7441,2100.6387,2131.4412,2139.8445,2073.5845,2232.0059,2119.8518,2112.0,2139.754,2081.0,2112.0
T000022,2005-12-31,2005-06-30,1973.6084,1933.4292,1977.6409,1966.7621,2005.1984,1923.8846,2086.4558,1955.0978,1946.0,1966.6376,1956.0,1946.0
T000022,2006-03-31,2005-06-30,1831.6178,1863.4171,1827.077,1867.5671,1888.1726,1819.2318,1879.8304,1852.46,1797.0,1891.7399,1813.0,1797.0
T000022,2006-06-30,2005-06-30,2085.9963,2088.187,2066.2708,2116.3035,2079.2305,2081.6904,2104.7944,2068.2043,2053.0,2076.7231,2173.0,2053.0
T000023,2005-09-30,2005-06-30,1056.359,1069.6013,1047.5734,1070.132,1065.1184,1060.2821,984.2578,1093.3649,991.0,998.9983,1068.0,991.0
T000023,2005-12-31,2005-06-30,971.4393,969.66095,981.2462,978.29694,984.7541,949.0581,960.074,971.48175,907.0,1330.1301,978.0,907.0
T000023,2006-03-31,2005-06-30,1446.1482,1440.7686,1382.7122,1466.5933,1484.4478,1478.8932,1446.5967,1458.2255,1432.0,1652.2859,1558.0,1432.0
T000023,2006-06-30,2005-06-30,1071.2538,1063.8208,1054.0447,1082.8558,1075.2163,1052.3461,1050.1552,1063.1782,1024.0,1024.8512,1172.0,1024.0
T000024,2005-09-30,2005-06-30,5259.9033,5244.196,5187.9927,5337.226,5360.4233,4982.9927,5443.809,5434.6006,5183.0,5297.3364,5252.0,5183.0
T000024,2005-12-31,2005-06-30,4404.468,4289.584,4491.5337,4440.385,4529.3877,4321.013,4631.1475,4435.763,4319.0,4397.6826,4323.0,4319.0
T000024,2006-03-31,2005-06-30,3943.334,4033.292,3938.6863,4087.6838,3910.749,3903.0,4039.1685,3969.5305,3861.0,4137.1367,3720.0,3861.0
T000024,2006-06-30,2005-06-30,5054.79,5081.513,4918.5483,5095.3813,5011.2305,4881.9116,4991.0283,5075.5635,4874.0,4969.073,4966.0,4874.0
T000025,2005-09-30,2005-06-30,1278.6279,1304.6777,1250.9418,1253.343,1292.8329,1197.3265,1240.8092,1286.3193,1230.0,1246.2367,1356.0,1230.0
T000025,2005-12-31,2005-06-30,698.0724,680.17114,746.1466,655.0762,702.62714,639.9836,699.63745,692.27924,652.0,689.8747,690.0,652.0
T000025,2006-03-31,2005-06-30,620.67566,653.44946,621.8251,627.6642,601.65137,530.1897,603.7347,637.8591,590.0,596.2162,606.0,590.0
T000025,2006-06-30,2005-06-30,1039.5442,1023.32275,992.3645,1038.0095,1027.4335,1027.2532,998.8741,1029.0244,974.0,1016.2068,1026.0,974.0
T000026,2005-09-30,2005-06-30,1149.7114,1103.1521,1093.0845,1162.5088,1126.7017,1053.6587,1119.5747,1174.2836,1079.0,1132.7911,1182.0,1079.0
T000026,2005-12-31,2005-06-30,624.457,584.5909,640.9719,638.8263,639.7013,516.1044,630.89044,623.2751,580.0,617.92633,617.0,580.0
T000026,2006-03-31,2005-06-30,353.17105,395.42993,350.76465,435.65146,411.23877,297.88852,349.0432,379.61697,324.0,464.13165,309.0,324.0
T000026,2006-06-30,2005-06-30,924.6416,950.86707,860.3072,977.0674,898.588,884.75885,891.31824,923.2474,867.0,917.8037,913.0,867.0
T000027,2005-09-30,2005-06-30,10014.695,9943.578,9687.408,9890.223,9954.7295,9473.455,9708.139,10176.485,9519.0,9830.074,10035.0,9519.0
T000027,2005-12-31,2005-06-30,5253.634,4977.6426,5603.727,4956.1514,5084.583,4701.148,5464.8506,5298.682,5088.0,5345.6123,5425.0,5088.0
T000027,2006-03-31,2005-06-30,4168.4106,4311.273,4218.231,4396.229,3997.8406,3322.5195,4238.0767,4236.9062,4093.0,4491.054,4128.0,4093.0
T000027,2006-06-30,2005-06-30,8228.989,8524.256,7726.3975,8309.161,8178.12,8368.164,7925.624,8321.424,7749.0,8123.2104,8040.0,7749.0
T000028,2005-09-30,2005-06-30,3121.123,3076.399,3065.782,2917.3347,3123.1,3069.2214,3024.5857,3202.566,2875.0,2904.2778,2971.0,2875.0
T000028,2005-12-31,2005-06-30,2749.9487,2621.1045,2780.9062,2670.184,2790.59,2744.8723,2823.4844,2773.3613,2638.0,2658.488,2664.0,2638.0
T000028,2006-03-31,2005-06-30,2554.4043,2540.5386,2503.0393,2562.4485,2552.6182,2591.0808,2604.415,2599.8096,2498.0,2578.8467,2442.0,2498.0
T000028,2006-06-30,2005-06-30,2870.3557,2870.516,2749.2805,2841.8503,2845.0254,2909.5635,2846.713,2919.9827,2779.0,2805.058,3060.0,2779.0
T000029,2005-09-30,2005-06-30,3183.8647,3161.2239,3143.1707,3033.3738,3273.1274,3205.651,3161.1926,3276.3755,2992.0,3049.402,3282.0,2992.0
T000029,2005-12-31,2005-06-30,2832.1465,2774.9873,2858.059,2703.4204,2894.3608,2885.6992,2891.0103,2871.8616,2694.0,2738.14,2925.0,2694.0
T000029,2006-03-31,2005-06-30,2699.0273,2674.307,2667.818,2643.3733,2729.8599,2655.0637,2726.2983,2719.2388,2610.0,2691.928,2813.0,2610.0
T000029,2006-06-30,2005-06-30,3041.1533,3042.9258,2966.4395,3032.9697,3046.1628,3110.0825,3048.93,3068.0786,2974.0,3011.5264,3227.0,2974.0
T000030,2005-09-30,2005-06-30,1438.8096,1457.5898,1392.7728,1428.9407,1420.1178,1381.3354,1424.4683,1454.258,1384.0,1442.9847,1464.0,1384.0
T000030,2005-12-31,2005-06-30,752.351,742.5741,812.06836,717.25684,741.53577,684.6896,787.50977,757.2058,725.0,780.47363,826.0,725.0
T000030,2006-03-31,2005-06-30,622.1349,613.1417,647.6017,664.3361,592.886,489.24426,642.69525,620.46423,615.0,671.7622,623.0,615.0
T000030,2006-06-30,2005-06-30,1259.9071,1251.7358,1199.7697,1298.9694,1243.181,1255.9254,1215.5687,1250.6501,1183.0,1242.7649,1267.0,1183.0
T000031,2005-09-30,2005-06-30,330.27307,331.1002,332.00775,330.53043,348.54376,324.2873,343.99237,369.5348,333.0,327.53433,314.0,333.0
T000031,2005-12-31,2005-06-30,305.69995,303.48193,311.94632,294.3514,320.70462,298.38623,316.1665,310.45963,294.0,293.59805,287.0,294.0
T000031,2006-03-31,2005-06-30,289.67166,299.7192,296.37772,296.62134,294.6657,284.03812,300.1651,309.91953,290.0,293.22147,272.0,290.0
T000031,2006-06-30,2005-06-30,299.43933,305.49228,306.19852,298.16476,316.1416,302.42258,304.34885,305.09244,294.0,296.15002,278.0,294.0
T000032,2005-09-30,2005-06-30,3145.4854,3311.1182,3097.8232,3047.4207,3094.223,2690.4976,3002.3855,3295.4614,3148.0,3013.959,3008.0,3148.0
T000032,2005-12-31,2005-06-30,771.6387,674.1089,832.8822,713.88385,746.5278,509.287,775.01025,814.6456,754.0,770.3123,710.0,754.0
T000032,2006-03-31,2005-06-30,227.13379,157.54395,158.7356,374.63403,210.21167,118.25781,161.23535,296.64587,224.0,308.08142,206.0,224.0
T000032,2006-06-30,2005-06-30,1833.5074,1715.6826,1604.1824,1703.0728,1838.877,1697.3413,1678.9009,1938.9685,1656.0,1817.1968,1623.0,1656.0
T000033,2005-09-30,2005-06-30,179.7493,190.83508,181.76321,203.05272,184.59749,191.02783,208.95583,193.47716,180.0,212.86719,175.0,180.0
T000033,2005-12-31,2005-06-30,305.5991,285.05707,306.9985,285.07278,319.06647,292.7758,327.42203,319.2755,303.0,289.00983,289.0,303.0
T000033,2006-03-31,2005-06-30,171.82214,178.70656,179.33014,185.5792,176.13127,167.68991,180.94011,173.86499,163.0,186.67715,173.0,163.0
T000033,2006-06-30,2005-06-30,181.82227,181.63455,177.64705,189.11288,184.17055,179.41559,179.75607,189.37506,172.0,179.06596,204.0,172.0
T000034,2005-09-30,2005-06-30,399.90833,396.86957,392.43604,391.7912,398.2099,369.25568,397.41397,402.65466,392.0,387.52457,395.0,392.0
T000034,2005-12-31,2005-06-30,239.23325,233.55798,253.28133,229.04047,247.04239,214.8318,254.76553,244.8451,236.0,238.02672,234.0,236.0
T000034,2006-03-31,2005-06-30,190.55711,199.79532,196.98712,196.21112,187.15231,172.98782,192.1975,198.01068,186.0,200.12094,183.0,186.0
T000034,2006-06-30,2005-06-30,310.3081,313.72934,302.4012,298.13812,308.43015,299.00854,305.0565,309.604,295.0,306.3542,286.0,295.0
T000035,2005-09-30,2005-06-30,465.9569,470.02805,471.29184,444.6224,480.9748,477.26718,470.35638,488.63373,437.0,452.36136,456.0,437.0
T000035,2005-12-31,2005-06-30,449.3109,431.3237,460.38583,421.23654,460.69595,460.0241,454.60846,449.6233,419.0,431.02438,443.0,419.0
T000035,2006-03-31,2005-06-30,431.93387,418.14337,424.77167,412.1646,443.5884,434.23404,422.07892,434.44104,400.0,425.7222,435.0,400.0
T000035,2006-06-30,2005-06-30,476.7015,481.0796,465.7022,456.297,476.3811,492.11945,469.65277,487.88898,454.0,459.40707,483.0,454.0
T000036,2005-09-30,2005-06-30,611.1711,612.3743,614.5847,615.7895,628.991,605.755,642.8765,637.7287,596.0,617.56366,607.0,596.0
T000036,2005-12-31,2005-06-30,618.8274,592.18256,625.88666,588.24347,627.59247,610.2089,634.902,620.64343,587.0,606.06055,562.0,587.0
T000036,2006-03-31,2005-06-30,559.67664,543.9047,559.37683,569.12744,567.5505,546.05383,566.5113,561.052,536.0,586.6862,496.0,536.0
T000036,2006-06-30,2005-06-30,641.69025,642.9485,631.88043,623.89044,639.8519,645.85596,635.52795,653.0322,616.0,623.32025,624.0,616.0
T000037,2005-09-30,2005-06-30,1558.3953,1474.8916,1485.586,1512.3169,1583.3958,1467.7168,1413.7142,1521.9612,1402.0,1469.12,1746.0,1402.0
T000037,2005-12-31,2005-06-30,579.4152,529.7119,639.71826,475.33038,605.7274,377.43607,514.56,564.39923,472.0,522.29236,598.0,472.0
T000037,2006-03-31,2005-06-30,298.8698,371.7503,287.75812,264.85883,258.76028,58.779297,212.25586,338.61523,203.0,319.13574,206.0,203.0
T000037,2006-06-30,2005-06-30,1094.9856,1097.6069,999.4908,1114.1315,1051.2888,1060.5067,1030.1122,1055.5072,1004.0,1083.7825,938.0,1004.0
T000038,2005-09-30,2005-06-30,1897.8584,1908.8574,1893.2489,1947.6864,1999.2083,1879.8652,2022.4465,1919.9297,1981.0,1901.1892,1893.0,1981.0
T000038,2005-12-31,2005-06-30,1909.0406,1891.3186,1853.5104,1934.0836,1955.859,1890.4158,2062.5767,1906.9375,1952.0,1873.922,1866.0,1952.0
T000038,2006-03-31,2005-06-30,1846.659,1882.1406,1788.8285,1843.3203,1869.6401,1813.7119,1880.0223,1809.6412,1832.0,1783.314,1794.0,1832.0
T000038,2006-06-30,2005-06-30,1759.6829,1817.0559,1658.8842,1770.6672,1857.5101,1754.65,1703.3131,1763.3795,1670.0,1700.8553,1752.0,1670.0
T000039,2005-03-31,2004-12-31,14392.695,13942.352,14555.552,14623.874,13724.436,12777.841,15033.1,13588.915,13300.0,14631.097,15100.0,13300.0
T000039,2005-06-30,2004-12-31,16101.971,16118.074,16456.393,17010.92,16499.895,15626.481,17483.703,17016.955,16200.0,15779.666,18100.0,16200.0
T000039,2005-09-30,2004-12-31,13145.943,12353.303,12533.377,13288.635,12677.487,12071.01,12301.198,12353.423,11300.0,13983.999,15900.0,11300.0
T000039,2005-12-31,2004-12-31,15790.086,15576.15,14644.701,15510.487,15329.262,14757.972,15083.526,15561.384,14700.0,15110.686,18900.0,14700.0
T000040,2005-03-31,2004-12-31,7232.9673,7499.364,7421.6,7432.6113,7773.8027,7388.5127,8033.971,7400.5405,7200.0,7939.7476,8000.0,7200.0
T000040,2005-06-30,2004-12-31,9020.683,8782.725,9280.316,9038.923,9226.598,8833.172,9677.8125,9430.574,9000.0,8567.577,9500.0,9000.0
T000040,2005-09-30,2004-12-31,7370.278,7750.9717,7499.19,7485.9795,7395.2373,7458.34,7704.8525,7408.2715,7200.0,7837.585,7500.0,7200.0
T000040,2005-12-31,2004-12-31,8679.114,8773.517,8220.392,8243.027,8355.34,8834.847,8203.879,8515.184,8000.0,8161.46,8700.0,8000.0
T000041,2002-03-31,2001-12-31,1514.7319,1793.398,713.5095,1729.2684,1550.2584,1998.0327,1808.4484,1698.8708,1649.0,1767.4067,1226.0,1649.0
T000041,2002-06-30,2001-12-31,2145.4487,2351.4912,1551.0178,2077.9937,2166.8452,2348.534,2277.0063,2131.993,2131.0,2054.69,1320.0,2131.0
T000041,2002-09-30,2001-12-31,1769.6113,2183.1306,1420.8468,1647.669,1938.0413,2009.4658,1617.0367,1783.1608,1515.0,1632.5531,973.0,1515.0
T000041,2002-12-31,2001-12-31,1957.92,2517.0137,1700.662,1670.9122,2162.5325,2437.6926,1640.1232,2065.3955,1602.0,1633.822,1654.0,1602.0
T000042,2002-03-31,2001-12-31,1976.1357,2069.101,1566.5446,1948.5543,2317.7847,2507.568,2295.1296,2064.3806,1761.0,2554.4429,2263.0,1761.0
T000042,2002-06-30,2001-12-31,3724.9258,3899.5317,3419.6704,3849.7217,3648.2988,3959.2876,4117.748,3795.165,3801.0,3361.4382,2919.0,3801.0
T000042,2002-09-30,2001-12-31,2302.3953,2317.0256,2138.7744,2232.0095,2182.7334,2164.7795,2231.9797,2138.6836,1940.0,2422.007,1865.0,1940.0
T000042,2002-12-31,2001-12-31,2580.421,2988.2715,2345.6418,2737.299,2948.7815,3051.0454,2562.7305,2939.096,2488.0,2646.6099,2027.0,2488.0
T000043,2002-03-31,2001-12-31,1439.0725,1433.1434,1098.2086,1555.0522,1486.5869,1550.2308,1619.1699,1505.8413,1564.0,1526.3289,1273.0,1564.0
