unique_id,ds,cutoff,NBEATS,TiDE,NLinear,TFT,KAN,MLP,DLinear,NHITS,DeepNPTS,PatchTST,y,SeasonalNaive
T000003,1994-04-30,1993-10-31,4150.1777,4159.699,4195.7456,4312.3257,4059.2905,4415.6655,4196.751,4117.6035,4177.8315,4097.038,3686.8,4201.0
T000003,1994-07-31,1993-10-31,4074.9404,4226.735,4173.955,4462.318,4107.45,4393.128,4239.861,4124.8086,4079.4795,4137.6704,3816.6,4085.8
T000003,1994-10-31,1993-10-31,4036.7693,4022.4133,4015.087,4659.3706,3991.3516,4382.193,4113.7627,4130.821,4065.007,4091.4766,2993.6,4065.0
T000004,1994-01-31,1993-10-31,5870.367,5763.311,5462.18,5834.658,5703.76,5846.8066,5525.4453,5577.2783,5671.953,5869.1973,5963.0,4536.47
T000004,1994-04-30,1993-10-31,5949.439,5868.9033,5395.8647,6156.665,5532.808,6064.548,5539.0107,5633.595,5670.956,5971.447,6143.0,4729.85
T000004,1994-07-31,1993-10-31,6107.724,6038.2725,5615.5396,6490.938,5768.2812,6214.598,5608.6406,5937.899,5671.749,6209.4355,6636.0,5230.25
T000004,1994-10-31,1993-10-31,6145.649,6201.266,5796.543,6789.8364,5972.2383,6422.9307,5833.8853,6159.2544,5672.0,6392.6665,6908.0,5672.0
T000005,1994-01-31,1993-10-31,8115.5576,8054.628,8053.5864,8096.6235,8132.866,8035.8857,8116.4956,8156.338,8118.5874,8200.118,8164.6,8202.2
T000005,1994-04-30,1993-10-31,8168.666,8251.73,8182.277,8206.274,8192.328,8110.5586,8258.05,8209.709,8282.158,8255.813,8129.8,8287.2
T000005,1994-07-31,1993-10-31,8176.9326,8428.948,8296.325,8147.558,8330.282,8268.352,8360.037,8181.853,8287.161,8251.833,8352.0,8287.4
T000005,1994-10-31,1993-10-31,8152.3467,8391.568,8153.1084,7997.1284,8172.5435,8151.7275,8256.431,8160.617,8117.0103,8130.6875,8308.4,8117.0
T000006,1993-10-31,1993-07-31,8754.111,8781.306,8752.783,8750.112,8883.029,9040.624,8795.789,8706.11,8662.2,8605.763,9080.78,8353.32
T000006,1994-01-31,1993-07-31,8658.826,8706.337,8641.832,8904.451,8516.416,8915.044,8674.319,8825.863,8661.652,8677.981,9012.34,8586.87
T000006,1994-04-30,1993-07-31,8740.66,8864.566,8612.794,8943.369,8501.927,8911.098,8675.223,8809.748,8662.165,8654.11,9120.59,8519.06
T000006,1994-07-31,1993-07-31,8745.317,8989.398,8746.122,9014.884,8841.144,8864.398,8821.582,8847.8,8662.2,8724.966,9391.41,8662.2
T000007,1993-10-31,1993-07-31,3198.1042,2993.9373,3135.938,3158.7468,2842.9148,2927.3774,3136.266,3171.8442,3144.5264,3125.7515,2797.0,2893.0
T000007,1994-01-31,1993-07-31,3304.7358,3170.964,3029.0469,3140.3838,2874.5579,2998.5159,3091.1514,3187.3315,3131.5205,3126.13,2876.5,2869.5
T000007,1994-04-30,1993-07-31,3290.51,3238.8586,3040.2185,3308.008,2991.2876,3158.0952,3088.021,3235.4897,3144.0286,3139.1194,3324.5,2934.5
T000007,1994-07-31,1993-07-31,3388.2205,3372.3103,3175.6562,3442.2341,3109.5728,3621.71,3230.2837,3313.4473,3144.5015,3157.3616,3495.5,3144.5
T000008,1994-01-31,1993-10-31,5914.641,5994.7197,5913.885,5870.508,5979.4053,5872.985,5939.504,5996.7944,5890.4453,5984.329,6246.25,6093.05
T000008,1994-04-30,1993-10-31,5971.0073,6089.712,5866.695,5774.8203,5820.6494,5895.397,5898.217,6051.15,5892.939,5929.883,6408.55,5993.4
T000008,1994-07-31,1993-10-31,5887.347,5996.376,5703.344,5638.6133,5680.354,5752.467,5768.578,5933.4946,5861.6406,5802.452,6390.6,5675.95
T000008,1994-10-31,1993-10-31,6002.2954,6209.307,5889.2104,5893.0557,5927.671,5920.83,5952.9697,6003.8535,5890.2,5908.6743,6735.1,5890.2
T000009,1994-01-31,1993-10-31,7269.4204,7276.83,7162.497,6966.811,7108.991,7245.3003,7257.4307,7427.0435,7295.1504,7269.5576,7525.5,6729.34
T000009,1994-04-30,1993-10-31,7349.6577,7412.981,7118.7617,6837.0693,7080.0015,7274.8228,7261.3945,7467.1626,7305.032,7262.107,7893.78,6675.46
T000009,1994-07-31,1993-10-31,7658.147,7754.331,7453.752,7301.486,7399.7515,7421.104,7422.3647,7672.4707,7307.5264,7302.307,8223.88,7142.94
T000009,1994-10-31,1993-10-31,7723.87,7821.936,7451.83,7464.1514,7491.414,7595.7036,7477.2163,7736.1753,7308.06,7326.311,8904.28,7308.06
T000010,1994-01-31,1993-10-31,6304.5947,6327.4546,6128.015,6212.6772,6308.5063,6252.535,6150.762,6215.7812,6146.799,5895.2065,6111.9,5921.4
T000010,1994-04-30,1993-10-31,6343.7554,6416.735,6049.274,6317.851,6158.918,6310.1445,6130.043,6251.455,6146.5103,5856.0254,6226.35,5837.9
T000010,1994-07-31,1993-10-31,6425.0986,6506.1523,6119.531,6429.1396,6226.9707,6365.628,6162.8613,6319.7217,6146.737,5995.3994,6308.9,5981.7
T000010,1994-10-31,1993-10-31,6416.4004,6583.5273,6180.294,6550.8984,6324.269,6404.963,6265.8716,6361.195,6146.8,6167.016,6431.1,6146.8
T000011,1994-01-31,1993-10-31,7736.3564,7859.915,7610.0693,7786.7217,7763.547,7686.017,7675.2046,7740.0015,7688.609,7793.2153,7723.1,7543.4
T000011,1994-04-30,1993-10-31,7862.501,8113.405,7780.5127,7891.262,7962.067,7816.339,7839.9565,7922.3096,7731.827,7986.7393,7946.0,8054.4
T000011,1994-07-31,1993-10-31,7767.476,8120.2373,7753.591,7884.39,7950.0254,7812.318,7827.3013,7785.327,7764.604,7884.56,7853.6,7834.3
T000011,1994-10-31,1993-10-31,7753.3135,8209.697,7698.2407,7814.75,7864.43,7874.052,7810.4375,7765.7695,7688.1,7707.42,7931.3,7688.1
T000012,1994-01-31,1993-10-31,5275.484,5287.832,5196.046,5257.837,5189.1084,5306.4595,5242.2163,5294.286,5250.2417,5255.079,5984.3,4848.2
T000012,1994-04-30,1993-10-31,5329.146,5382.3,5213.5605,5396.265,5235.672,5392.2163,5284.3906,5385.649,5269.089,5269.5654,6408.9,4993.6
T000012,1994-07-31,1993-10-31,5386.431,5531.9434,5389.5483,5566.6826,5448.5586,5589.0205,5411.7666,5530.2227,5262.783,5313.1294,6574.7,5315.4
T000012,1994-10-31,1993-10-31,5391.333,5518.8467,5325.667,5604.1357,5447.557,5527.8843,5395.1997,5498.8794,5256.0,5293.8228,6590.0,5256.0
T000013,1994-01-31,1993-10-31,3608.937,3606.7783,3539.8926,3655.4277,3593.1821,3583.3652,3577.895,3630.3833,3611.712,3574.4775,3724.88,3554.24
T000013,1994-04-30,1993-10-31,3692.784,3743.5496,3575.433,3695.377,3617.391,3646.5413,3614.659,3661.0608,3610.8672,3582.233,3861.44,3574.36
T000013,1994-07-31,1993-10-31,3696.1667,3798.9058,3607.6907,3734.2646,3655.4773,3653.3462,3631.24,3658.584,3610.2827,3588.6008,3785.36,3562.92
T000013,1994-10-31,1993-10-31,3750.272,3883.085,3650.1848,3770.8525,3678.0996,3711.5974,3685.7712,3672.6836,3612.4,3623.969,4126.66,3612.4
T000014,1994-01-31,1993-10-31,3830.0544,3860.8142,3700.4104,3807.3708,3791.138,3821.8564,3722.1655,3798.5454,3741.491,3781.147,3895.2,3503.5
T000014,1994-04-30,1993-10-31,3873.9648,3905.1865,3654.6833,3896.296,3746.4304,3878.3564,3713.5654,3844.4338,3740.1924,3798.9768,3925.52,3541.52
T000014,1994-07-31,1993-10-31,3930.2659,3945.2017,3705.7202,3979.9797,3794.8755,3907.1257,3732.0864,3889.3025,3740.736,3849.4788,3909.42,3656.92
T000014,1994-10-31,1993-10-31,3947.6497,4053.5767,3779.2363,4061.716,3902.7202,3981.5293,3826.2202,3920.5554,3741.52,3888.6553,4058.94,3741.52
T000015,1993-10-31,1993-07-31,4884.684,4865.0137,4818.819,4889.879,4893.7544,4934.9434,4849.53,4883.36,4847.8,4842.5767,5403.1,4735.8
T000015,1994-01-31,1993-07-31,4937.1484,4959.434,4885.1494,4958.992,4843.198,5102.3413,4909.985,4940.1616,4849.6836,4861.8457,5205.2,4847.0
T000015,1994-04-30,1993-07-31,4938.269,4983.082,4903.384,5076.7144,4913.324,5056.606,4939.047,4952.353,4859.9653,4890.8267,5191.6,4912.7
T000015,1994-07-31,1993-07-31,4965.0215,5011.759,4897.779,5124.068,4947.854,5203.9976,4943.2163,4939.488,4847.8,4854.555,5160.9,4847.8
T000016,1994-01-31,1993-10-31,6682.887,6791.365,6573.9175,6656.664,6724.459,6636.8223,6602.6123,6624.475,6592.2993,6541.566,6582.72,6505.64
T000016,1994-04-30,1993-10-31,6753.3135,6994.2256,6601.43,6715.1855,6625.496,6725.319,6658.978,6679.374,6592.153,6572.717,6680.08,6550.36
T000016,1994-07-31,1993-10-31,6736.537,7020.9233,6583.922,6775.06,6646.9507,6663.119,6644.36,6661.478,6592.2627,6547.3843,6960.9,6492.56
T000016,1994-10-31,1993-10-31,6754.6807,7061.6797,6599.904,6847.6855,6706.5557,6677.757,6694.58,6692.344,6592.3,6616.722,6867.68,6592.3
T000017,1994-01-31,1993-10-31,3588.8418,3551.127,3636.8901,3427.5486,3455.7012,3594.6677,3692.1711,3696.5127,3619.9248,3755.7288,3552.6,3317.6
T000017,1994-04-30,1993-10-31,3907.3813,3899.2424,3853.2817,3746.4268,3785.7947,4090.5566,3886.0437,4008.5972,3798.577,3995.4717,3998.6,3860.0
T000017,1994-07-31,1993-10-31,3783.7065,3755.9355,3745.878,3553.7966,3797.7554,4066.1997,3794.6597,3804.582,3709.4587,3828.3328,4122.2,3602.8
T000017,1994-10-31,1993-10-31,3912.5208,3946.498,3840.1765,3853.0088,3866.8574,4173.0356,3889.5996,3946.5662,3803.6848,3920.4485,4232.2,3804.8
T000018,1994-01-31,1993-10-31,4873.45,4716.5884,4850.111,5657.8623,5230.2617,4568.5503,4922.6963,5218.913,4931.0,6364.6455,5686.0,5961.0
T000018,1994-04-30,1993-10-31,5198.565,5545.9595,5459.9023,5793.1973,5373.208,4886.8447,5262.367,6015.3325,4933.994,7642.786,4869.0,7173.0
T000018,1994-07-31,1993-10-31,4778.5083,4771.618,4431.4185,5418.9106,4525.5986,4691.951,4562.7124,5052.542,4930.555,5431.71,4576.0,4657.0
T000018,1994-10-31,1993-10-31,4981.8315,5034.1245,4660.6504,5290.6006,4758.9565,4812.923,4801.464,5148.0957,4931.0,4840.9473,4500.0,4931.0
T000019,1994-01-31,1993-10-31,5661.437,5688.77,5594.973,5836.0264,5599.658,5596.4707,5654.874,5724.129,5698.0225,5763.5864,5680.86,5719.82
T000019,1994-04-30,1993-10-31,5768.9507,5886.595,5680.215,5987.451,5645.258,5721.4165,5724.1753,5777.8267,5701.72,5845.1777,5833.12,5828.62
T000019,1994-07-31,1993-10-31,5746.5815,5958.957,5711.074,5755.647,5747.1924,5730.275,5767.4336,5726.707,5698.203,5731.828,5678.0,5700.0
T000019,1994-10-31,1993-10-31,5789.765,6001.7188,5719.238,5690.9756,5673.1416,5787.413,5776.577,5744.0347,5698.0,5700.8867,5492.0,5698.0
T000020,1994-01-31,1993-10-31,3952.6995,3312.8374,3714.1025,3963.2761,3376.6914,3692.4956,3821.5203,3277.5293,3931.1675,3577.5947,2940.0,2838.0
T000020,1994-04-30,1993-10-31,4397.29,3765.0444,3801.7686,3839.032,3541.7837,4232.189,3806.0337,3602.6362,3882.1013,3675.7285,3564.0,3288.0
T000020,1994-07-31,1993-10-31,4200.51,3729.3271,3610.9424,4393.7964,3590.8613,4304.6597,3611.5808,3527.6016,3911.047,3804.3179,3934.0,3250.0
T000020,1994-10-31,1993-10-31,4530.4175,4225.4995,4086.9053,4736.0127,4029.3342,4596.845,4050.9656,4179.828,3931.9958,4186.756,4212.0,3932.0
T000021,1994-01-31,1993-10-31,4513.4365,4587.1323,4896.3057,4562.879,4646.213,4648.091,4956.706,4982.9604,4639.363,5034.8774,4298.5,4643.5
T000021,1994-04-30,1993-10-31,4694.524,4756.5005,4798.779,4842.0015,4627.907,4742.1562,4865.524,5018.859,4657.5894,5039.995,4715.0,4612.0
T000021,1994-07-31,1993-10-31,4762.9473,4738.471,4755.7354,4770.264,4760.459,4791.4736,4796.7896,5059.8467,4836.4766,5045.9663,4769.5,4635.5
T000021,1994-10-31,1993-10-31,5155.658,5220.0938,5120.28,5150.4146,5048.4727,5162.8726,5135.541,5253.3433,5030.551,5038.9453,5451.0,5030.5
T000022,1994-01-31,1993-10-31,4919.147,5568.277,5411.7534,6143.9263,4716.581,5290.174,5436.4775,5011.0923,5384.799,4190.774,6746.0,4145.2
T000022,1994-04-30,1993-10-31,5079.9507,5725.7373,5214.772,6938.4575,4756.458,5311.8804,5463.9863,4613.1924,5645.456,4000.9692,6942.8,3812.4
T000022,1994-07-31,1993-10-31,5591.298,5839.7783,5679.32,7227.1455,5463.5356,5728.047,5664.139,5584.8267,5651.678,4837.7163,7383.2,5039.8
T000022,1994-10-31,1993-10-31,5903.127,6091.535,5833.47,7280.3506,5843.9453,5849.573,5906.6626,6051.9634,5668.1865,5804.2573,6233.4,5668.2
T000023,1994-01-31,1993-10-31,5636.585,5703.292,5658.17,5520.381,5541.8584,5721.1685,5709.742,5297.79,5416.195,5296.0156,5339.5,4947.8
T000023,1994-04-30,1993-10-31,5794.089,5891.0435,5566.8027,5657.159,5584.118,5918.3296,5650.6953,5613.2983,5764.45,5480.418,5318.65,5309.05
T000023,1994-07-31,1993-10-31,5751.393,5780.7373,5457.9297,5500.5522,5588.6104,5818.682,5513.602,5448.9805,5783.025,5463.7793,5229.95,5128.0
T000023,1994-10-31,1993-10-31,6165.507,6227.8213,5881.9497,6072.624,5937.368,6309.734,5912.455,5999.1606,5787.35,5981.4346,5770.55,5787.35
T000024,1994-01-31,1993-10-31,7084.6963,7266.414,6818.61,7144.547,7209.8525,7034.375,6887.0254,6699.4956,7023.6997,7038.219,7190.5,5692.1
T000024,1994-04-30,1993-10-31,7421.761,7614.365,7094.9106,7408.77,7386.827,7382.3276,7195.891,7255.883,7023.7236,7055.4443,5890.0,6779.2
T000024,1994-07-31,1993-10-31,7500.772,7680.059,7267.551,7612.731,7611.3574,7494.4756,7289.705,7338.343,7023.7026,7075.417,7088.8,7027.5
T000024,1994-10-31,1993-10-31,7383.1455,7630.8916,7118.6455,7744.073,7467.442,7562.4717,7234.374,7320.2437,7023.7,7051.669,7055.8,7023.7
T000025,1994-01-31,1993-10-31,3350.8123,3427.6135,4207.2383,3461.3486,3737.0938,3283.5193,4360.462,3578.0193,3361.049,4201.6533,3346.0,3058.0
T000025,1994-04-30,1993-10-31,3533.8228,3627.4932,4025.327,3564.1372,3712.0234,3519.2185,4191.606,3720.8936,3400.4407,4251.0425,3611.0,3262.0
T000025,1994-07-31,1993-10-31,3958.3833,3921.2986,4093.6545,3826.422,3980.8672,3908.1858,4099.7354,3957.7634,3880.751,4518.4985,3783.0,3502.0
T000025,1994-10-31,1993-10-31,5052.6304,4916.7705,4937.5996,5181.7744,4845.162,5126.915,4836.7686,5041.036,4684.973,5038.6323,5269.0,4685.0
T000026,1993-10-31,1993-07-31,6637.025,7106.5596,7072.8164,6754.221,6617.069,6939.2456,7203.9736,6357.756,6702.3623,7063.649,6906.0,5002.0
T000026,1994-01-31,1993-07-31,7404.0215,7702.651,7333.2656,7435.6113,7233.532,7757.058,7481.355,7511.9883,7499.6465,7815.003,7364.0,7131.0
T000026,1994-04-30,1993-07-31,7321.7734,7264.376,7065.01,6481.8813,7202.26,7595.533,7163.4844,6678.911,7477.433,7459.3125,6859.0,6376.0
T000026,1994-07-31,1993-07-31,8019.549,7991.411,7662.997,8368.375,7864.902,8418.554,7741.1265,7946.089,7557.989,8083.979,7412.0,7558.0
T000027,1993-10-31,1993-07-31,4532.784,4704.6025,4419.0376,4598.437,4343.5586,4740.0586,4399.8564,4241.7573,4390.96,3782.0854,5062.5,3745.26
T000027,1994-01-31,1993-07-31,4304.99,4450.633,4076.0952,4866.189,4163.874,4786.8584,4226.291,4142.169,4390.1562,3710.063,4234.95,3607.6
T000027,1994-04-30,1993-07-31,4641.1724,4673.968,4302.47,5061.651,4347.09,5042.4736,4356.1177,4405.61,4390.958,4029.638,4772.83,3900.38
T000027,1994-07-31,1993-07-31,4550.4014,4792.717,4466.1772,5187.848,4544.316,4922.7856,4532.226,4718.4683,4390.96,4463.7905,5466.78,4390.96
T000028,1994-01-31,1993-10-31,6215.5312,6407.258,6143.848,6114.6313,6248.4736,6215.7476,6160.578,6154.9053,6101.501,6230.697,6422.5,6264.5
T000028,1994-04-30,1993-10-31,6249.422,6518.1206,6185.6323,6067.8604,6192.7656,6126.2285,6206.5903,6218.3813,6213.2925,6322.0664,6839.5,6335.5
T000028,1994-07-31,1993-10-31,6150.05,6433.167,6156.18,6049.732,6134.2363,6109.345,6176.1978,6126.6753,6092.998,6145.635,6578.0,6091.0
T000028,1994-10-31,1993-10-31,6102.4136,6349.8765,6012.7456,6080.532,6149.7734,5982.5312,6179.799,6157.2256,6102.5015,6095.8325,7463.0,6102.5
T000029,1994-01-31,1993-10-31,2097.6814,1883.8835,2031.5791,1996.0444,2003.9209,2164.0513,2017.4409,2103.8066,2085.0056,2111.8042,1990.0,2127.0
T000029,1994-04-30,1993-10-31,2199.2988,1971.7131,2118.4194,2083.4963,2049.8875,2125.9058,2176.281,2109.412,2080.7612,2077.394,2340.0,2076.5
T000029,1994-07-31,1993-10-31,2283.387,2346.053,2582.6729,2168.4016,2491.0884,2185.5474,2694.282,2101.2913,2070.8547,2062.9175,2824.0,2053.0
T000029,1994-10-31,1993-10-31,2191.0486,1994.6642,1973.9987,2407.3489,2213.5076,2508.655,2170.4832,2113.4636,2085.0,2085.648,3411.0,2085.0
T000030,1994-01-31,1993-10-31,4952.406,5398.2314,5870.7036,6001.6406,5236.4907,5050.1826,6060.2915,5396.3643,5413.4272,5583.4043,3821.7,5068.9
T000030,1994-04-30,1993-10-31,5653.1934,5937.294,5932.603,6157.3984,5557.072,5846.8804,6098.764,5899.6963,5898.795,5851.922,4832.8,5609.4
T000030,1994-07-31,1993-10-31,5806.651,5901.7305,5880.6357,6109.1885,5767.7305,5708.672,5924.8013,5550.8184,5828.3735,5866.643,4476.4,5271.9
T000030,1994-10-31,1993-10-31,6865.492,6690.1846,6586.8677,6595.212,6418.996,6680.8926,6549.1226,6663.0522,6439.1577,6740.6123,5525.1,6439.2
T000031,1994-01-31,1993-10-31,7563.977,7829.625,7044.675,7880.527,7494.7656,7709.685,7081.551,7393.671,7096.9443,7200.1606,8065.4,7190.3
T000031,1994-04-30,1993-10-31,7968.1133,8271.998,7514.9263,8197.147,7739.265,7855.461,7534.584,7784.8477,7835.7114,7605.8496,8479.3,7710.7
T000031,1994-07-31,1993-10-31,8061.345,8278.927,7727.175,7903.4727,7912.6895,7958.128,7770.914,7788.8228,7888.127,7783.908,8768.0,7888.2
T000031,1994-10-31,1993-10-31,7351.0977,7582.9883,7013.2915,7285.806,7334.911,7210.9414,7205.2373,7277.0557,7097.01,7124.4204,7750.5,7097.0
T000032,1994-01-31,1993-10-31,6049.054,5888.8677,6018.778,5649.869,5767.2925,5936.8374,6062.2886,6205.725,5810.355,5918.141,5582.0,5782.0
T000032,1994-04-30,1993-10-31,6343.98,6301.0215,6123.1387,6046.9717,5955.0596,6579.5244,6128.643,6307.7646,6003.022,5957.3477,5806.0,5908.0
T000032,1994-07-31,1993-10-31,6161.7026,6019.8096,5876.6665,6090.2607,6003.0425,6392.5557,5967.159,6306.6562,5976.0874,6017.6357,5796.0,5848.0
T000032,1994-10-31,1993-10-31,6456.5347,6442.323,6225.3994,6345.67,6241.3525,6748.8423,6280.7383,6396.5073,6162.387,6234.802,6148.0,6162.0
T000033,1994-01-31,1993-10-31,5529.3115,5505.5366,5722.2637,5322.7754,5530.9307,5491.3726,5776.661,5266.003,5732.906,5556.456,5267.3,5107.7
T000033,1994-04-30,1993-10-31,4127.975,4622.2417,4812.2676,4201.9834,4676.445,4306.0957,5092.9307,4430.653,4183.7603,4722.2773,4031.0,3636.0
T000033,1994-07-31,1993-10-31,5707.7383,5849.7627,5761.645,5114.769,5526.828,5935.568,5693.508,5646.916,5517.2393,5690.955,5619.7,5448.2
T000033,1994-10-31,1993-10-31,6134.99,6186.451,6034.6377,5862.0044,6012.877,6572.543,5977.8457,5982.6265,5763.199,6012.2427,6057.6,5763.2
T000034,1994-01-31,1993-10-31,5104.3237,5087.639,5078.6294,5166.3535,5054.462,5125.109,5108.235,5157.709,5104.65,5134.171,5080.45,4820.3
T000034,1994-04-30,1993-10-31,5155.1206,5207.862,5122.742,5188.378,5077.031,5122.361,5166.6494,5237.8604,5104.635,5149.525,4988.75,4954.45
T000034,1994-07-31,1993-10-31,5152.778,5242.429,5145.9473,5194.6865,5154.125,5185.513,5182.1343,5263.673,5104.65,5188.298,4960.3,5020.85
T000034,1994-10-31,1993-10-31,5165.516,5283.6914,5144.3735,5197.1743,5212.827,5229.1064,5218.318,5292.941,5104.65,5219.0615,5421.3,5104.65
T000035,1994-01-31,1993-10-31,8346.31,8517.478,8381.361,8806.902,8147.0977,8271.553,8450.443,8559.567,8576.064,8325.374,8833.5,7706.0
T000035,1994-04-30,1993-10-31,8428.312,8618.217,8267.781,9024.007,8108.294,8401.725,8416.802,8583.333,8577.629,8320.028,8654.5,7616.5
T000035,1994-07-31,1993-10-31,8749.886,8861.311,8447.374,9232.299,8433.576,8606.428,8537.362,8769.29,8578.496,8447.886,8420.5,7885.5
T000035,1994-10-31,1993-10-31,8993.529,9101.121,8679.632,9454.987,8656.668,8896.283,8746.153,9089.903,8578.998,8661.34,8981.5,8579.0
T000036,1994-01-31,1993-10-31,4724.3057,4744.7783,4831.662,4725.03,4910.678,4792.353,4838.981,4764.59,4722.4604,4727.336,4946.14,5103.79
T000036,1994-04-30,1993-10-31,4688.0293,4777.6045,4836.8,4697.6914,4750.5464,4784.959,4825.4956,4792.731,4725.7524,4731.1772,5008.93,5030.4
T000036,1994-07-31,1993-10-31,4647.8643,4748.8057,4713.6675,4645.8774,4658.4062,4776.836,4762.5347,4737.3237,4724.7275,4737.8706,4747.53,4846.9
T000036,1994-10-31,1993-10-31,4616.2563,4787.7144,4726.518,4582.9233,4737.324,4785.092,4794.568,4742.918,4722.46,4731.85,4580.43,4722.46
T000037,1994-01-31,1993-10-31,4519.3765,4522.7856,4464.4546,4456.861,4579.417,4498.2646,4531.7603,4621.252,4572.263,4724.0864,4459.26,4785.62
T000037,1994-04-30,1993-10-31,4556.8667,4593.065,4531.4336,4627.493,4534.175,4473.8384,4578.436,4593.9463,4589.206,4613.7734,4622.18,4605.1
T000037,1994-07-31,1993-10-31,4654.4546,4923.641,4750.061,4702.067,4715.9736,4695.952,4792.5454,4642.212,4650.333,4742.454,4966.32,4753.84
T000037,1994-10-31,1993-10-31,4617.728,4823.511,4602.171,4764.665,4591.334,4669.187,4651.028,4597.751,4571.58,4634.185,5086.54,4571.58
T000038,1994-01-31,1993-10-31,5361.935,5317.7285,5101.3003,5328.963,5148.1484,5362.466,5165.9775,5241.4795,5313.3696,5368.1475,5335.55,4434.79
T000038,1994-04-30,1993-10-31,5516.801,5494.1675,5152.239,5549.8057,5224.4844,5563.2207,5249.3315,5420.5967,5313.3936,5434.7725,5697.3,4781.95
T000038,1994-07-31,1993-10-31,5673.025,5568.2056,5276.3193,5741.8594,5383.0156,5704.135,5297.166,5457.0947,5314.2627,5535.1855,5918.7,4912.94
T000038,1994-10-31,1993-10-31,5809.561,5745.3857,5391.382,5938.341,5515.127,5883.9844,5444.6685,5676.3516,5314.6,5692.8794,5918.7,5314.6
T000039,1994-01-31,1993-10-31,6516.794,6658.7534,6314.9834,6502.262,6829.297,6531.51,6342.832,6349.0586,6295.116,6414.037,6376.31,6777.81
T000039,1994-04-30,1993-10-31,6550.3057,6803.245,6448.744,6232.598,6717.536,6562.634,6467.1733,6377.52,6374.1206,6473.279,6455.08,6812.56
T000039,1994-07-31,1993-10-31,6412.989,6883.5615,6468.019,6052.6104,6662.128,6570.6235,6529.3154,6308.9805,6501.0195,6487.512,6621.03,6685.24
T000039,1994-10-31,1993-10-31,6319.379,6744.3555,6280.2573,5966.4316,6435.297,6463.0156,6381.664,6260.496,6295.12,6337.64,6681.24,6295.12
T000040,1994-01-31,1993-10-31,5782.626,5759.7793,5612.328,5749.0723,5771.9824,5855.334,5661.801,5666.808,5658.7427,5906.457,5588.88,5587.75
T000040,1994-04-30,1993-10-31,5630.981,5661.9385,5335.027,5270.9233,5300.0073,5717.3154,5456.2886,4997.1016,5654.049,5335.7617,5651.25,4410.13
T000040,1994-07-31,1993-10-31,6060.578,6133.948,5862.4854,6012.6904,5816.6074,5871.303,5754.665,6064.3687,5690.666,6133.3784,5656.0,5903.75
T000040,1994-10-31,1993-10-31,5990.7725,6166.415,5817.8315,6049.815,6066.9277,5785.088,5815.1675,5976.1147,5658.75,5903.561,5621.0,5658.75
T000041,1994-01-31,1993-10-31,3561.3718,3684.9023,3757.4282,4113.538,3382.5085,3900.3003,3766.5867,2621.3325,3909.05,3289.07,4080.2,2126.25
T000041,1994-04-30,1993-10-31,3625.658,3794.5823,3512.7026,4179.2056,3241.6895,3817.0955,3662.396,2817.3022,3909.0425,3325.7888,4381.65,2347.65
